?ID	?label	?type
"VO_0003405"	"tetanus toxoid vaccine, inactivated 8 UNT/ML Injectable Solution"	"Class"
"VO_0003406"	"tetanus toxoid vaccine, inactivated 8 UNT/ML"	"Class"
"VO_0003407"	"tetanus toxoid vaccine, inactivated 4 UNT/ML"	"Class"
"VO_0003408"	"Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine"	"Class"
"VO_0003409"	"Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Injection"	"Class"
"VO_0003410"	"Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Injectable Product"	"Class"
"VO_0003411"	"0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.265 MG/ML Injection"	"Class"
"VO_0003412"	"Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Injection [PedvaxHIB]"	"Class"
"VO_0003413"	"Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.265 MG/ML"	"Class"
"VO_0003414"	"0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.265 MG/ML Injection [PedvaxHIB]"	"Class"
"VO_0003415"	"Hepatitis B Surface Antigen Vaccine Injectable Product"	"Class"
"VO_0003416"	"Hepatitis B Surface Antigen Vaccine Injectable Suspension"	"Class"
"VO_0003417"	"Hepatitis B Surface Antigen Vaccine 0.005 MG/ML Injectable Suspension"	"Class"
"VO_0003418"	"Mumps-Rubella Vaccine"	"Class"
"VO_0003419"	"Hepatitis B Surface Antigen Vaccine Prefilled Syringe"	"Class"
"VO_0003420"	"1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe"	"Class"
"VO_0003421"	"Hepatitis B Surface Antigen Vaccine Injection"	"Class"
"VO_0003422"	"1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe"	"Class"
"VO_0003423"	"Hepatitis B Surface Antigen Vaccine 0.01 MG/ML"	"Class"
"VO_0003424"	"0.5 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe"	"Class"
"VO_0003425"	"0.5 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe"	"Class"
"VO_0003426"	"1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injection"	"Class"
"VO_0003427"	"0.5 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injection"	"Class"
"VO_0003428"	"Typhoid Vaccine Live Ty21a 2000000000 UNT [Vivotif]"	"Class"
"VO_0003429"	"diphtheria toxoid vaccine, inactivated 4 UNT/ML"	"Class"
"VO_0003430"	"Hepatitis A Vaccine (Inactivated) Strain HM175 Injectable Product"	"Class"
"VO_0003431"	"Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML"	"Class"
"VO_0003432"	"Hepatitis A Vaccine (Inactivated) Strain HM175 Prefilled Syringe"	"Class"
"VO_0003433"	"Hepatitis A Vaccine (Inactivated) Strain HM175"	"Class"
"VO_0003434"	"Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML"	"Class"
"VO_0003435"	"Hepatitis A Vaccine (Inactivated) Strain HM175 Injection"	"Class"
"VO_0003436"	"0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Injection"	"Class"
"VO_0003437"	"1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Injection"	"Class"
"VO_0003438"	"Typhoid Vaccine Live Ty21a 2000000000 UNT"	"Class"
"VO_0003439"	"Fluzone Intradermal"	"Class"
"VO_0003440"	"Fluzone Intradermal Trivalent"	"Class"
"VO_0003441"	"meningococcal conjugate vaccine"	"Class"
"VO_0003442"	"Acel-Imune"	"Class"
"VO_0003443"	"Typhoid Vi Polysaccharide vaccine"	"Class"
"VO_0003444"	"vaccine foreign to USA"	"Class"
"VO_0003445"	"Typhoid Vaccine Live Ty21a 2000000000 UNT Delayed Release Oral Capsule"	"Class"
"VO_0003446"	"Typhoid Vaccine Live Ty21a"	"Class"
"VO_0003447"	"Typhoid Vaccine Live Ty21a Delayed Release Oral Capsule"	"Class"
"VO_0003448"	"Typhoid Vaccine Live Ty21a Pill"	"Class"
"VO_0003449"	"Typhoid Vaccine Live Ty21a Oral Product"	"Class"
"VO_0003450"	"influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML"	"Class"
"VO_0003451"	"Twinrix Injectable Product"	"Class"
"VO_0003452"	"influenza A virus A/California/7/2009 (H1N1) antigen 0.015 MG/ML"	"Class"
"VO_0003453"	"influenza A virus A/Christchurch/16/2010 (H1N1) antigen"	"Class"
"VO_0003454"	"diphtheria toxoid vaccine, inactivated 13.4 UNT/ML"	"Class"
"VO_0003455"	"diphtheria toxoid vaccine, inactivated"	"Class"
"VO_0003456"	"diphtheria toxoid vaccine, inactivated 50 UNT/ML"	"Class"
"VO_0003457"	"diphtheria toxoid vaccine, inactivated 25 UNT/ML"	"Class"
"VO_0003458"	"1 ML Hepatitis A Vaccine, Inactivated 50 UNT/ML Injection [Vaqta]"	"Class"
"VO_0003459"	"Hepatitis A Vaccine, Inactivated 50 UNT/ML [Vaqta]"	"Class"
"VO_0003460"	"0.5 ML Hepatitis A Vaccine, Inactivated 50 UNT/ML Prefilled Syringe [Vaqta]"	"Class"
"VO_0003461"	"0.5 ML Hepatitis A Vaccine, Inactivated 50 UNT/ML Injection [Vaqta]"	"Class"
"VO_0003462"	"Vaqta Injectable Product"	"Class"
"VO_0003463"	"1 ML Hepatitis A Vaccine, Inactivated 50 UNT/ML Prefilled Syringe [Vaqta]"	"Class"
"VO_0003464"	"Hepatitis A Vaccine, Inactivated"	"Class"
"VO_0003465"	"Hepatitis A Vaccine, Inactivated Prefilled Syringe [Vaqta]"	"Class"
"VO_0003466"	"Hepatitis A Vaccine, Inactivated Injection [Vaqta]"	"Class"
"VO_0003467"	"Hepatitis A Vaccine, Inactivated Injection"	"Class"
"VO_0003468"	"Hepatitis A Vaccine, Inactivated Injectable Product"	"Class"
"VO_0003469"	"influenza A virus A/Christchurch/16/2010 (H1N1) antigen 0.03 MG/ML"	"Class"
"VO_0003470"	"influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen"	"Class"
"VO_0003471"	"influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.12 MG/ML"	"Class"
"VO_0003472"	"influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML"	"Class"
"VO_0003473"	"influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.015 MG/ML"	"Class"
"VO_0003474"	"influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 50000000 MG/ML"	"Class"
"VO_0003475"	"influenza A virus A/South Australia/55/2014 (H3N2) antigen"	"Class"
"VO_0003476"	"influenza A virus A/South Australia/55/2014 (H3N2) antigen 0.03 MG/ML"	"Class"
"VO_0003477"	"influenza A virus A/Brisbane/10/2010 (H1N1) antigen"	"Class"
"VO_0003478"	"influenza A virus A/Brisbane/10/2010 (H1N1) antigen 0.03 MG/ML"	"Class"
"VO_0003479"	"influenza B virus B/Brisbane/60/2008 antigen"	"Class"
"VO_0003480"	"influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML"	"Class"
"VO_0003481"	"influenza B virus B/Brisbane/60/2008 antigen 50000000 MG/ML"	"Class"
"VO_0003482"	"influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML"	"Class"
"VO_0003483"	"influenza B virus B/Brisbane/60/2008 antigen 0.12 MG/ML"	"Class"
"VO_0003484"	"Neisseriales vaccine"	"Class"
"VO_0003485"	"influenza B virus B/Brisbane/60/2008 antigen 158000000 UNT/ML"	"Class"
"VO_0003486"	"influenza B virus B/Utah/9/2014 antigen"	"Class"
"VO_0003487"	"influenza B virus B/Utah/9/2014 antigen 0.03 MG/ML"	"Class"
"VO_0003488"	"influenza B virus B/Phuket/3073/2013 antigen"	"Class"
"VO_0003489"	"influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML"	"Class"
"VO_0003490"	"influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML"	"Class"
"VO_0003491"	"influenza B virus B/Phuket/3073/2013 antigen 0.12 MG/ML"	"Class"
"VO_0003492"	"influenza B virus B/Phuket/3073/2013 antigen 158000000 UNT/ML"	"Class"
"VO_0003493"	"influenza B virus B/Phuket/3073/2013 antigen 50000000 MG/ML"	"Class"
"VO_0003494"	"Spirochaetes vaccine"	"Class"
"VO_0003495"	"influenza vaccines"	"Class"
"VO_0003496"	"Influenza Virus Vaccine, Inactivated A-Christchurch-16-2010 NIB-74 (H1N1) (A-California-7-2009) strain"	"Class"
"VO_0003497"	"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus"	"Class"
"VO_0003498"	"Influenza A (H1N1) Virus Vaccine"	"Class"
"VO_0003499"	"Influenza A (H1N1)-like Virus"	"Class"
"VO_0003500"	"Influenza A (H3N2)-like Virus"	"Class"
"VO_0003501"	"Influenza A (H3N2) Virus Vaccine"	"Class"
"VO_0003502"	"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus"	"Class"
"VO_0003503"	"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus 0.03 MG/ML"	"Class"
"VO_0003504"	"Influenza Virus Vaccine, Inactivated A-Victoria-210-2009 X-187 (H3N2) (A-Perth-16-2009) strain"	"Class"
"VO_0003505"	"Influenza Virus Vaccine, Inactivated A-Victoria-210-2009 X-187 (H3N2) (A-Perth-16-2009) strain 0.03 MG/ML"	"Class"
"VO_0003506"	"Influenza Virus Vaccine, Inactivated A-Victoria-210-2009 X-187 (H3N2) (A-Perth-16-2009) strain 0.09 MG/ML"	"Class"
"VO_0003507"	"Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus"	"Class"
"VO_0003508"	"Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.12 MG/ML"	"Class"
"VO_0003509"	"Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML"	"Class"
"VO_0003510"	"Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.03 MG/ML"	"Class"
"VO_0003511"	"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.03 MG/ML"	"Class"
"VO_0003512"	"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.12 MG/ML"	"Class"
"VO_0003513"	"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.09 MG/ML"	"Class"
"VO_0003514"	"Influenza Virus Vaccine, Inactivated A-California-07-2009 X-179A (H1N1) strain"	"Class"
"VO_0003515"	"Influenza Virus Vaccine, Inactivated A-California-07-2009 X-179A (H1N1) strain 0.03 MG/ML"	"Class"
"VO_0003516"	"Influenza Virus Vaccine, Inactivated A-California-07-2009 X-179A (H1N1) strain 0.09 MG/ML"	"Class"
"VO_0003517"	"Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain"	"Class"
"VO_0003518"	"Borreliella vaccine"	"Class"
"VO_0003519"	"Influenza B Virus Vaccine"	"Class"
"VO_0003520"	"Influenza B-like Virus"	"Class"
"VO_0003521"	"Influenza B virus vaccine, B-Wisconsin-1-2010-like virus"	"Class"
"VO_0003522"	"Influenza B virus vaccine, B-Wisconsin-1-2010-like virus 0.09 MG/ML"	"Class"
"VO_0003523"	"Influenza Virus Vaccine, Inactivated B-Brisbane-60-2008"	"Class"
"VO_0003524"	"Influenza B virus vaccine, B-Brisbane-60-2008-like virus 0.03 MG/ML"	"Class"
"VO_0003525"	"Influenza B virus vaccine, B-Brisbane-60-2008-like virus 0.09 MG/ML"	"Class"
"VO_0003526"	"Influenza B virus vaccine, B-Massachusetts-2-2012-like virus"	"Class"
"VO_0003527"	"Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.03 MG/ML"	"Class"
"VO_0003528"	"Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.09 MG/ML"	"Class"
"VO_0003529"	"Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.12 MG/ML"	"Class"
"VO_0003530"	"Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 50000000 MG/ML"	"Class"
"VO_0003531"	"Proteobacteria vaccine"	"Class"
"VO_0003532"	"Betaproteobacteria vaccine"	"Class"
"VO_0003533"	"Yersiniaceae vaccine"	"Class"
"VO_0003534"	"Corynebacterium vaccine"	"Class"
"VO_0003535"	"Gammaproteobacteria vaccine"	"Class"
"VO_0003536"	"Bacillus vaccine"	"Class"
"VO_0003537"	"Varicellovirus vaccine"	"Class"
"VO_0003538"	"Papillomaviridae vaccine"	"Class"
"VO_0003539"	"Orthopoxvirus vaccine"	"Class"
"VO_0003540"	"Orthohepadnavirus vaccine"	"Class"
"VO_0003541"	"Reoviridae vaccine"	"Class"
"VO_0003542"	"Sedoreovirinae vaccine"	"Class"
"VO_0003543"	"Morbillivirus vaccine"	"Class"
"VO_0003544"	"Rubulavirus vaccine"	"Class"
"VO_0003545"	"Lyssavirus vaccine"	"Class"
"VO_0003546"	"Flaviviridae vaccine"	"Class"
"VO_0003547"	"Enterovirus vaccine"	"Class"
"VO_0003548"	"Hepatovirus vaccine"	"Class"
"VO_0003549"	"Rubivirus vaccine"	"Class"
"VO_0003550"	"Alphaproteobacteria vaccine"	"Class"
"VO_0003551"	"Enterobacterales vaccine"	"Class"
"VO_0003552"	"Enterobacteriaceae vaccine"	"Class"
"VO_0003553"	"Spirochaetia vaccine"	"Class"
"VO_0003554"	"Firmicutes vaccine"	"Class"
"VO_0003555"	"Bacilli vaccine"	"Class"
"VO_0003556"	"Lactobacillales vaccine"	"Class"
"VO_0003557"	"has Protegen id"	"AnnotationProperty"
"VO_0003558"	"has Protegen annotation"	"AnnotationProperty"
"VO_0003559"	"Prevnar 13 vaccine 0.5 ML Prefilled Syringe"	"Class"
"VO_0003560"	"RxNORM Preferred Name"	"AnnotationProperty"
"VO_0003561"	"pneumococcal capsular polysaccharide type 9V vaccine"	"Class"
"VO_0003562"	"pneumococcal capsular polysaccharide type 9V vaccine 0.05 MG/ML"	"Class"
"VO_0003563"	"Pneumovax 23 Injectable Product"	"Class"
"VO_0003564"	"Pneumovax 23 Injection"	"Class"
"VO_0003565"	"PNEUMOVAX 23 0.5 ML Injection"	"Class"
"VO_0003566"	"PNEUMOVAX 23 vaccine Injectable Solution"	"Class"
"VO_0003567"	"PNEUMOVAX 23 vaccine Prefilled Syringe"	"Class"
"VO_0003568"	"PNEUMOVAX 23 vaccine 0.5 ML Prefilled Syringe"	"Class"
"VO_0003569"	"Prevnar 13 Injectable Product"	"Class"
"VO_0003570"	"Prevnar 13 vaccine Prefilled Syringe"	"Class"
"VO_0003571"	"pneumococcal capsular polysaccharide type 6B vaccine 0.05 MG/ML"	"Class"
"VO_0003572"	"ProQuad Injectable Product"	"Class"
"VO_0003573"	"ProQuad vaccine Injection"	"Class"
"VO_0003574"	"ProQuad vaccine 0.5 ML Injection"	"Class"
"VO_0003575"	"pneumococcal capsular polysaccharide type 1 vaccine 0.05 MG/ML / pneumococcal capsular polysaccharide type 10A vaccine 0.05 MG/ML / pneumococcal capsular polysaccharide type 11A vaccine 0.05 MG/ML / pneumococcal capsular polysaccharide type 12F vaccine 0.05 MG/ML / pneumococcal capsular polysaccharide type 14 vaccine 0.05 MG/ML / pneumococcal capsular polysaccharide type 15B vaccine 0.05 MG/ML / pneumococcal capsular polysaccharide type 17F vaccine 0.05 MG/ML / pneumococcal capsular polysaccharide type 18C vaccine 0.05 MG/ML / pneumococcal capsular polysaccharide type 19A vaccine 0.05 MG/ML / pneumococcal capsular polysaccharide type 19F vaccine 0.05 MG/ML / pneumococcal capsular polysaccharide type 2 vaccine 0.05 MG/ML / pneumococcal capsular polysaccharide type 20 vaccine 0.05 MG/ML / pneumococcal capsular polysaccharide type 22F vaccine 0.05 MG/ML / pneumococcal capsular polysaccharide type 23F vaccine 0.05 MG/ML / pneumococcal capsular polysaccharide type 3 vaccine 0.05 MG/ML / pneumococcal capsular polysaccharide type 33F vaccine 0.05 MG/ML / pneumococcal capsular polysaccharide type 4 vaccine 0.05 MG/ML / pneumococcal capsular polysaccharide type 5 vaccine 0.05 MG/ML / pneumococcal capsular polysaccharide type 6B vaccine 0.05 MG/ML / pneumococcal capsular polysaccharide type 7F vaccine 0.05 MG/ML / pneumococcal capsular polysaccharide type 8 vaccine 0.05 MG/ML / pneumococcal capsular polysaccharide type 9N vaccine 0.05 MG/ML / pneumococcal capsular polysaccharide type 9V vaccine 0.05 MG/ML [Pneumovax 23]"	"Class"
"VO_0003576"	"Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0088 MG/ML / Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML [Prevnar 13]"	"Class"
"VO_0003577"	"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 UNT/ML / Mumps Virus Vaccine Live, Jeryl Lynn Strain 40000 UNT/ML / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML / Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 20000 UNT/ML [ProQuad]"	"Class"
"VO_0003578"	"influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluzone 2015-2016]"	"Class"
"VO_0003579"	"Fluzone Quadrivalent 2013-2014 Formula"	"Class"
"VO_0003580"	"influenza A virus A/California/7/2009 (H1N1) antigen 0.12 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.12 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.12 MG/ML [Fluzone 2015-2016]"	"Class"
"VO_0003581"	"Fluzone 2015-2016 High-Dose vaccine Prefilled Syringe"	"Class"
"VO_0003582"	"Fluzone 2015-2016 High-Dose vaccine 0.5 ML Prefilled Syringe"	"Class"
"VO_0003583"	"Fluzone 2015-2016 vaccine Injectable Suspension"	"Class"
"VO_0003584"	"Fluzone 2016-2017"	"Class"
"VO_0003585"	"influenza A virus A/California/7/2009 (H1N1) antigen 0.12 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.12 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.12 MG/ML [Fluzone 2016-2017]"	"Class"
"VO_0003586"	"Fluzone 2016-2017 Injectable Product"	"Class"
"VO_0003587"	"Fluzone 2016-2017 High-Dose vaccine Prefilled Syringe"	"Class"
"VO_0003588"	"Fluzone 2016-2017 High-Dose vaccine 0.5 ML Prefilled Syringe"	"Class"
"VO_0003589"	"Fluzone 2017-2018"	"Class"
"VO_0003590"	"Fluzone 2017-2018 Injectable Product"	"Class"
"VO_0003591"	"influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.12 MG/ML / influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.12 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.12 MG/ML [Fluzone 2017-2018]"	"Class"
"VO_0003592"	"Fluzone 2017-2018 high-dose vaccine Prefilled Syringe"	"Class"
"VO_0003593"	"Fluzone 2017-2018 high-dose vaccine 0.5 ML Prefilled Syringe"	"Class"
"VO_0003594"	"Fluzone 2018-2019"	"Class"
"VO_0003595"	"Fluzone 2018-2019 Injectable Product"	"Class"
"VO_0003596"	"influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.12 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.12 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.12 MG/ML [Fluzone 2018-2019]"	"Class"
"VO_0003597"	"Fluzone 2018-2019 high-dose vaccine Prefilled Syringe"	"Class"
"VO_0003598"	"Fluzone 2018-2019 high-dose vaccine 0.5 ML Prefilled Syringe"	"Class"
"VO_0003599"	"influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen"	"Class"
"VO_0003600"	"influenza A virus A/Michigan/45/2015 (H1N1) antigen"	"Class"
"VO_0003601"	"influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen"	"Class"
"VO_0003602"	"influenza B virus B/Maryland/15/2016 antigen"	"Class"
"VO_0003603"	"influenza B virus B/Maryland/15/2016 antigen 0.12 MG/ML"	"Class"
"VO_0003604"	"influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.12 MG/ML"	"Class"
"VO_0003605"	"influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.12 MG/ML"	"Class"
"VO_0003606"	"influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.12 MG/ML"	"Class"
"VO_0003607"	"Fluzone Quadrivalent 2013-2014 Formula Injectable Product"	"Class"
"VO_0003608"	"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.03 MG/ML / Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.03 MG/ML / Influenza B virus vaccine, B-Brisbane-60-2008-like virus 0.03 MG/ML / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.03 MG/ML [Fluzone Quadrivalent 2013-2014 Formula]"	"Class"
"VO_0003609"	"Fluzone Quadrivalent 2013-2014 Formula Influenza Virus Vaccine Prefilled Syringe"	"Class"
"VO_0003610"	"Fluzone Quadrivalent 2013-2014 Formula Influenza Virus Vaccine 0.25 ML Prefilled Syringe"	"Class"
"VO_0003611"	"Fluzone Quadrivalent 2014-2015 Formula"	"Class"
"VO_0003612"	"Fluzone Quadrivalent 2014-2015 Formula Injectable Product"	"Class"
"VO_0003613"	"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.09 MG/ML / Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML / Influenza B virus vaccine, B-Brisbane-60-2008-like virus 0.09 MG/ML / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.09 MG/ML [Fluzone Quadrivalent 2014-2015 Formula]"	"Class"
"VO_0003614"	"Fluzone Quadrivalent 2014-2015 Formula Prefilled Syringe"	"Class"
"VO_0003615"	"Fluzone Quadrivalent 2014-2015 Formula 0.1 ML Prefilled Syringe"	"Class"
"VO_0003616"	"Fluzone Quadrivalent 2015-2016"	"Class"
"VO_0003617"	"Fluzone Quadrivalent 2015-2016 Injectable Product"	"Class"
"VO_0003618"	"influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluzone Quadrivalent 2015-2016]"	"Class"
"VO_0003619"	"influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML [Fluzone Quadrivalent 2015-2016]"	"Class"
"VO_0003620"	"Fluzone Quadrivalent 2015-2016 Injection"	"Class"
"VO_0003621"	"Fluzone Quadrivalent 2015-2016 vaccine 0.5 ML Injection"	"Class"
"VO_0003622"	"Fluzone Quadrivalent 2015-2016 vaccine Injectable Suspension"	"Class"
"VO_0003623"	"Fluzone Quadrivalent 2015-2016 vaccine Prefilled Syringe"	"Class"
"VO_0003624"	"Fluzone Quadrivalent 2015-2016 vaccine 0.1 ML Prefilled Syringe"	"Class"
"VO_0003625"	"Fluzone Quadrivalent 2015-2016 vaccine 0.25 ML Prefilled Syringe"	"Class"
"VO_0003626"	"Fluzone Quadrivalent 2015-2016 vaccine 0.5 ML Prefilled Syringe"	"Class"
"VO_0003627"	"Fluzone Quadrivalent 2016-2017"	"Class"
"VO_0003628"	"Fluzone Quadrivalent 2016-2017 Injectable Product"	"Class"
"VO_0003629"	"influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluzone Quadrivalent 2016-2017]"	"Class"
"VO_0003630"	"influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML [Fluzone Quadrivalent 2016-2017]"	"Class"
"VO_0003631"	"Fluzone Quadrivalent 2016-2017 Formula Injection"	"Class"
"VO_0003632"	"Fluzone Quadrivalent 2016-2017 Formula 0.5 ML Injection"	"Class"
"VO_0003633"	"Fluzone Quadrivalent 2016-2017 Injectable Suspension"	"Class"
"VO_0003634"	"Fluzone Quadrivalent 2016-2017 vaccine Prefilled Syringe"	"Class"
"VO_0003635"	"Fluzone Quadrivalent 2016-2017 vaccine 0.1 ML Prefilled Syringe"	"Class"
"VO_0003636"	"Fluzone Quadrivalent 2016-2017 vaccine 0.25 ML Prefilled Syringe"	"Class"
"VO_0003637"	"Fluzone Quadrivalent 2016-2017 vaccine 0.5 ML Prefilled Syringe"	"Class"
"VO_0003638"	"Fluzone Quadrivalent 2017-2018"	"Class"
"VO_0003639"	"Fluzone Quadrivalent 2017-2018 Injectable Product"	"Class"
"VO_0003640"	"influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluzone Quadrivalent 2017-2018]"	"Class"
"VO_0003641"	"influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.09 MG/ML / influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML [Fluzone Quadrivalent 2017-2018]"	"Class"
