ID,LABEL,inSubset,Category,comment,Parent,Parent (name),Equivalent Class,has drug brand name,has drug dose form,alternative label,definition,definition source,term editor,editor note,term tracker item,comment,hasDbXref,NCBI GeneID,Gene names,trade name,immunizes recipient,violin_host,lab animal,violin_animal,status of vaccine development,immunizes against disease,immunizes against pathogen,violin_pathogen,is_manufactured_by,is_manufactured_by (name),has flu season,vaccine type,violin_vaccine_type,has part,has component,has gene mutation,has vaccine allergen,has function,expresses,vaccinated in route,has drug package,associated axioms,has drug supplier,has quantity,has_component,has drug strength
VO:0016992,"0.5 ML tetanus toxoid vaccine, inactivated 12.5 LFU/ML Injectable Suspension Box of 5",vaccine,add,RxNorm Extension,VO:0016987,"0.5 ML tetanus toxoid vaccine, inactivated 12.5 LFU/ML Injectable Suspension","('0.5 ML tetanus toxoid vaccine, inactivated 12.5 LFU/ML Injectable Suspension') and ('has drug package' value 'Box of 5')",,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 5,,,0.5 ML,"tetanus toxoid vaccine, inactivated",12.5 LFU/ML
VO:0016993,"0.5 ML tetanus toxoid vaccine, inactivated 12.5 LFU/ML Injectable Suspension Box of 5 by Statens Serum Institut",vaccine,add,RxNorm Extension,VO:0016992,"0.5 ML tetanus toxoid vaccine, inactivated 12.5 LFU/ML Injectable Suspension Box of 5",,,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 5,,Statens Serum Institut,0.5 ML,"tetanus toxoid vaccine, inactivated",12.5 LFU/ML
VO:0016994,"0.5 ML tetanus toxoid vaccine, inactivated 12.5 LFU/ML Injectable Suspension by Statens Serum Institut",vaccine,add,RxNorm Extension,VO:0016987,"0.5 ML tetanus toxoid vaccine, inactivated 12.5 LFU/ML Injectable Suspension",,,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,,,Statens Serum Institut,0.5 ML,"tetanus toxoid vaccine, inactivated",12.5 LFU/ML
VO:0016995,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution",vaccine,add,RxNorm Extension,VO:0017676,"tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution",,,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0016996,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [T Immun]",vaccine,add,RxNorm Extension,VO:0016995,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution') and ('has drug brand name' value 'T Immun')",T Immun,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0016997,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [T Immun] Box of 1",vaccine,add,RxNorm Extension,VO:0016996,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [T Immun]","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [T Immun]') and ('has drug package' value 'Box of 1')",T Immun,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 1,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0016998,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [T Immun] Box of 1 by Baxter",vaccine,add,RxNorm Extension,VO:0016997,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [T Immun] Box of 1",,T Immun,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 1,,Baxter,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0016999,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [T Immun] Box of 10",vaccine,add,RxNorm Extension,VO:0016996,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [T Immun]","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [T Immun]') and ('has drug package' value 'Box of 10')",T Immun,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 10,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017000,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [T Immun] Box of 10 by Baxter",vaccine,add,RxNorm Extension,VO:0016999,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [T Immun] Box of 10",,T Immun,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 10,,Baxter,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017001,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tet Aktiv]",vaccine,add,RxNorm Extension,VO:0016995,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution') and ('has drug brand name' value 'Tet Aktiv')",Tet Aktiv,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017002,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tet Aktiv] Box of 100",vaccine,add,RxNorm Extension,VO:0017001,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tet Aktiv]",,Tet Aktiv,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 100,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017003,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol]",vaccine,add,RxNorm Extension,VO:0016995,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution') and ('has drug brand name' value 'Tetanol')",Tetanol,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017004,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol] Box of 1",vaccine,add,RxNorm Extension,VO:0017003,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol]","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol]') and ('has drug package' value 'Box of 1')",Tetanol,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 1,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017005,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol] Box of 1 by Boehringer Ingelheim",vaccine,add,RxNorm Extension,VO:0017004,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol] Box of 1",,Tetanol,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 1,,Boehringer Ingelheim,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017006,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol] Box of 1 by Novartis",vaccine,add,RxNorm Extension,VO:0017004,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol] Box of 1",,Tetanol,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 1,,Novartis,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017007,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol] Box of 10",vaccine,add,RxNorm Extension,VO:0017003,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol]","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol]') and ('has drug package' value 'Box of 10')",Tetanol,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 10,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017008,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol] Box of 10 by Boehringer Ingelheim",vaccine,add,RxNorm Extension,VO:0017007,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol] Box of 10",,Tetanol,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 10,,Boehringer Ingelheim,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017009,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol] Box of 10 by Novartis",vaccine,add,RxNorm Extension,VO:0017007,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol] Box of 10",,Tetanol,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 10,,Novartis,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017010,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol] Box of 100",vaccine,add,RxNorm Extension,VO:0017003,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol]",,Tetanol,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 100,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017011,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol] Box of 2",vaccine,add,RxNorm Extension,VO:0017003,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol]","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol]') and ('has drug package' value 'Box of 2')",Tetanol,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 2,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017012,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol] Box of 2 by Boehringer Ingelheim",vaccine,add,RxNorm Extension,VO:0017011,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol] Box of 2",,Tetanol,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 2,,Boehringer Ingelheim,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017013,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol] Box of 2 by Novartis",vaccine,add,RxNorm Extension,VO:0017011,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol] Box of 2",,Tetanol,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 2,,Novartis,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017014,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol] Box of 20",vaccine,add,RxNorm Extension,VO:0017003,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol]","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol]') and ('has drug package' value 'Box of 20')",Tetanol,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 20,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017015,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol] Box of 20 by Boehringer Ingelheim",vaccine,add,RxNorm Extension,VO:0017014,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol] Box of 20",,Tetanol,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 20,,Boehringer Ingelheim,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017016,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol] Box of 20 by Novartis",vaccine,add,RxNorm Extension,VO:0017014,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol] Box of 20",,Tetanol,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 20,,Novartis,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017017,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol] Box of 50",vaccine,add,RxNorm Extension,VO:0017003,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol]","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol]') and ('has drug package' value 'Box of 50')",Tetanol,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 50,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017018,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol] Box of 50 by Boehringer Ingelheim",vaccine,add,RxNorm Extension,VO:0017017,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution [Tetanol] Box of 50",,Tetanol,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 50,,Boehringer Ingelheim,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017019,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution Box of 1",vaccine,add,RxNorm Extension,VO:0016995,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution') and ('has drug package' value 'Box of 1')",,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 1,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017020,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution Box of 10",vaccine,add,RxNorm Extension,VO:0016995,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution') and ('has drug package' value 'Box of 10')",,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 10,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017021,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution Box of 100",vaccine,add,RxNorm Extension,VO:0016995,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution') and ('has drug package' value 'Box of 100')",,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 100,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017022,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution Box of 2",vaccine,add,RxNorm Extension,VO:0016995,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution') and ('has drug package' value 'Box of 2')",,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 2,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017023,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution Box of 20",vaccine,add,RxNorm Extension,VO:0016995,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution') and ('has drug package' value 'Box of 20')",,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 20,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017024,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution Box of 50",vaccine,add,RxNorm Extension,VO:0016995,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Solution') and ('has drug package' value 'Box of 50')",,injectable solution,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 50,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017025,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Suspension",vaccine,add,RxNorm Extension,VO:0017502,"tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Suspension",,,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017026,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Suspension [T-Immun Immuno]",vaccine,add,RxNorm Extension,VO:0017025,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Suspension","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Suspension') and ('has drug brand name' value 'T-Immun Immuno')",T-Immun Immuno,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017027,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Suspension [T-Immun Immuno] Box of 10",vaccine,add,RxNorm Extension,VO:0017026,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Suspension [T-Immun Immuno]","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Suspension [T-Immun Immuno]') and ('has drug package' value 'Box of 10')",T-Immun Immuno,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 10,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017028,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Suspension [T-Immun Immuno] Box of 10 by Baxter",vaccine,add,RxNorm Extension,VO:0017027,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Suspension [T-Immun Immuno] Box of 10",,T-Immun Immuno,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 10,,Baxter,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017029,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Suspension [T-Immun Immuno] by Baxter",vaccine,add,RxNorm Extension,VO:0017026,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Suspension [T-Immun Immuno]",,T-Immun Immuno,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,,,Baxter,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017030,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Suspension Box of 10",vaccine,add,RxNorm Extension,VO:0017025,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Suspension","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Injectable Suspension') and ('has drug package' value 'Box of 10')",,injectable suspension,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 10,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017031,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe",vaccine,add,RxNorm Extension,VO:0017506,"tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe",,,prefilled syringe,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017032,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe [Tetanol]",vaccine,add,RxNorm Extension,VO:0017031,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe') and ('has drug brand name' value 'Tetanol')",Tetanol,prefilled syringe,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017033,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe [Tetanol] Box of 1",vaccine,add,RxNorm Extension,VO:0017032,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe [Tetanol]","('0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe [Tetanol]') and ('has drug package' value 'Box of 1')",Tetanol,prefilled syringe,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 1,,,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
VO:0017034,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe [Tetanol] Box of 1 by Boehringer Ingelheim",vaccine,add,RxNorm Extension,VO:0017033,"0.5 ML tetanus toxoid vaccine, inactivated 150 UNT/ML Prefilled Syringe [Tetanol] Box of 1",,Tetanol,prefilled syringe,,,,OHDSI Vaccine WG,,,,,,,,Homo sapiens,,,,licensed vaccine role,tetanus,Clostridium tetani,,,,,inactivated vaccine role|toxoid vaccine role,,,,,,preventive vaccine function,,,Box of 1,,Boehringer Ingelheim,0.5 ML,"tetanus toxoid vaccine, inactivated",150 UNT/ML
