ID,LABEL,inSubset,Parent,Parent (name),Equivalent Class,alternative label,term editor,Comment,immunizes host,immunizes against pathogen,has role,has component,has quality,has drug brand name,has drug dose form,has drug package,has drug supplier,has quantity,has component,has drug strength,JZ comment
VO:0017409,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / Human poliovirus 160 BAU/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Revaxis]",vaccine,VO:0017408,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / Human poliovirus 160 BAU/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Corynebacterium diphtheriae|Poliovirus 1|Poliovirus 2|Poliovirus 3,licensed vaccine role,,vaccine organism inactivated,Revaxis,injectable suspension,,,,"diphtheria toxoid vaccine, inactivated; Human poliovirus; tetanus toxoid vaccine, inactivated",4 UNT/ML; 160 BAU/ML; 40 UNT/ML,
VO:0017410,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / Pertussis Vaccine 0.021 MG/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML [Boostrix]",vaccine,VO:0018794,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / Pertussis Vaccine 0.021 MG/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Bordetella pertussis|Corynebacterium diphtheriae,licensed vaccine role,,vaccine organism inactivated,Boostrix,,,,,"diphtheria toxoid vaccine, inactivated; Pertussis Vaccine; tetanus toxoid vaccine, inactivated",4 UNT/ML; 0.021 MG/ML; 40 UNT/ML,
VO:0017411,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / Pertussis Vaccine 0.021 MG/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension",vaccine,VO:0017358,"diphtheria toxoid vaccine, inactivated / Pertussis Vaccine / tetanus toxoid vaccine, inactivated Injectable Suspension",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Bordetella pertussis|Corynebacterium diphtheriae,licensed vaccine role,,vaccine organism inactivated,,injectable suspension,,,,"diphtheria toxoid vaccine, inactivated; Pertussis Vaccine; tetanus toxoid vaccine, inactivated",4 UNT/ML; 0.021 MG/ML; 40 UNT/ML,
VO:0017412,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / Pertussis Vaccine 0.021 MG/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Boostrix]",vaccine,VO:0017411,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / Pertussis Vaccine 0.021 MG/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Bordetella pertussis|Corynebacterium diphtheriae,licensed vaccine role,,vaccine organism inactivated,Boostrix,injectable suspension,,,,"diphtheria toxoid vaccine, inactivated; Pertussis Vaccine; tetanus toxoid vaccine, inactivated",4 UNT/ML; 0.021 MG/ML; 40 UNT/ML,
VO:0017413,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML [Adt Booster]",vaccine,VO:0018795,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Corynebacterium diphtheriae,licensed vaccine role,,vaccine organism inactivated,Adt Booster,,,,,"diphtheria toxoid vaccine, inactivated; tetanus toxoid vaccine, inactivated",4 UNT/ML; 40 UNT/ML,
VO:0017414,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML [Adt Vaccine]",vaccine,VO:0018795,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Corynebacterium diphtheriae,licensed vaccine role,,vaccine organism inactivated,Adt,,,,,"diphtheria toxoid vaccine, inactivated; tetanus toxoid vaccine, inactivated",4 UNT/ML; 40 UNT/ML,
VO:0017415,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML [Td-Impfstoff Merieux]",vaccine,VO:0018795,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Corynebacterium diphtheriae,licensed vaccine role,,vaccine organism inactivated,Td-Impfstoff Merieux,,,,,"diphtheria toxoid vaccine, inactivated; tetanus toxoid vaccine, inactivated",4 UNT/ML; 40 UNT/ML,
VO:0017416,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML [Td-Pur]",vaccine,VO:0018795,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Corynebacterium diphtheriae,licensed vaccine role,,vaccine organism inactivated,Td-Pur,,,,,"diphtheria toxoid vaccine, inactivated; tetanus toxoid vaccine, inactivated",4 UNT/ML; 40 UNT/ML,
VO:0017417,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension",vaccine,VO:0018787,"diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Injectable Suspension",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Corynebacterium diphtheriae,licensed vaccine role,,vaccine organism inactivated,,injectable suspension,,,,"diphtheria toxoid vaccine, inactivated; tetanus toxoid vaccine, inactivated",4 UNT/ML; 40 UNT/ML,
VO:0017418,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Td-Impfstoff Merieux]",vaccine,VO:0017417,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Corynebacterium diphtheriae,licensed vaccine role,,vaccine organism inactivated,Td-Impfstoff Merieux,injectable suspension,,,,"diphtheria toxoid vaccine, inactivated; tetanus toxoid vaccine, inactivated",4 UNT/ML; 40 UNT/ML,
VO:0017419,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Td-Pur]",vaccine,VO:0017417,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Corynebacterium diphtheriae,licensed vaccine role,,vaccine organism inactivated,Td-Pur,injectable suspension,,,,"diphtheria toxoid vaccine, inactivated; tetanus toxoid vaccine, inactivated",4 UNT/ML; 40 UNT/ML,
VO:0017420,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injection",vaccine,VO:0017670,"diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Injection",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Corynebacterium diphtheriae,licensed vaccine role,,vaccine organism inactivated,,injection form,,,,"diphtheria toxoid vaccine, inactivated; tetanus toxoid vaccine, inactivated",4 UNT/ML; 40 UNT/ML,
VO:0017421,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injection [Adt Booster]",vaccine,VO:0017420,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injection",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Corynebacterium diphtheriae,licensed vaccine role,,vaccine organism inactivated,Adt Booster,injection form,,,,"diphtheria toxoid vaccine, inactivated; tetanus toxoid vaccine, inactivated",4 UNT/ML; 40 UNT/ML,
VO:0017422,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injection [Adt Booster] Box of 5",vaccine,VO:0017421,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injection [Adt Booster]",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Corynebacterium diphtheriae,licensed vaccine role,,vaccine organism inactivated,Adt Booster,injection form,Box of 5,,,"diphtheria toxoid vaccine, inactivated; tetanus toxoid vaccine, inactivated",4 UNT/ML; 40 UNT/ML,
VO:0017423,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injection [Adt Vaccine]",vaccine,VO:0017420,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injection",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Corynebacterium diphtheriae,licensed vaccine role,,vaccine organism inactivated,Adt,injection form,,,,"diphtheria toxoid vaccine, inactivated; tetanus toxoid vaccine, inactivated",4 UNT/ML; 40 UNT/ML,
VO:0017424,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injection Box of 5",vaccine,VO:0017420,"diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injection",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Corynebacterium diphtheriae,licensed vaccine role,,vaccine organism inactivated,,injection form,Box of 5,,,"diphtheria toxoid vaccine, inactivated; tetanus toxoid vaccine, inactivated",4 UNT/ML; 40 UNT/ML,equivalent
VO:0017425,"diphtheria toxoid vaccine, inactivated 50 LFU/ML / Pertussis Vaccine 24 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 160 UNT/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Solution",vaccine,VO:0017341,"diphtheria toxoid vaccine, inactivated / Pertussis Vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / tetanus toxoid vaccine, inactivated Injectable Solution",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Bordetella pertussis|Corynebacterium diphtheriae|Poliovirus 1|Poliovirus 2|Poliovirus 3,licensed vaccine role,,vaccine organism inactivated,,injectable solution,,,,"diphtheria toxoid vaccine, inactivated; Pertussis Vaccine; poliovirus vaccine inactivated, type 1 (Mahoney); tetanus toxoid vaccine, inactivated",50 LFU/ML; 24 UNT/ML; 160 UNT/ML; 10 LFU/ML,
VO:0017426,"diphtheria toxoid vaccine, inactivated 50 LFU/ML / Pertussis Vaccine 24 UNT/ML / tetanus toxoid vaccine, inactivated 10 LFU/ML Injectable Solution",vaccine,VO:0017349,"diphtheria toxoid vaccine, inactivated / Pertussis Vaccine / tetanus toxoid vaccine, inactivated Injectable Solution",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Bordetella pertussis|Corynebacterium diphtheriae,licensed vaccine role,,vaccine organism inactivated,,injectable solution,,,,"diphtheria toxoid vaccine, inactivated; Pertussis Vaccine; tetanus toxoid vaccine, inactivated",50 LFU/ML; 24 UNT/ML; 10 LFU/ML,
VO:0017427,"diphtheria toxoid vaccine, inactivated 50 LFU/ML / tetanus toxin 10 LFU/ML Injectable Solution",vaccine,VO:0017370,"diphtheria toxoid vaccine, inactivated / tetanus toxin Injectable Solution",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Corynebacterium diphtheriae,licensed vaccine role,,vaccine organism inactivated,,injectable solution,,,,"diphtheria toxoid vaccine, inactivated; tetanus toxin",50 LFU/ML; 10 LFU/ML,
VO:0017428,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine / meningococcal group C polysaccharide Injectable Solution",vaccine,VO:0017672,Meningococcal-Haemophilis B-Tetanus Vaccine,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Haemophilus influenzae serotype b|Neisseria meningitidis,licensed vaccine role,,vaccine organism inactivated,,injectable solution,,,,,,
VO:0017429,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine / meningococcal group C polysaccharide Injectable Solution [Menitorix]",vaccine,VO:0017428,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine / meningococcal group C polysaccharide Injectable Solution",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Haemophilus influenzae serotype b|Neisseria meningitidis,licensed vaccine role,,vaccine organism inactivated,Menitorix,injectable solution,,,,,,
VO:0017430,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine / Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine Injectable Solution",vaccine,VO:0017672,Meningococcal-Haemophilis B-Tetanus Vaccine,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Haemophilus influenzae serotype b|Neisseria meningitidis,licensed vaccine role,,vaccine organism inactivated,,injectable solution,,,,,,
VO:0017431,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine / Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine Injectable Solution [PedvaxHIB]",vaccine,VO:0017430,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine / Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine Injectable Solution",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Corynebacterium diphtheriae|Haemophilus influenzae serotype b|Neisseria meningitidis,licensed vaccine role,,vaccine organism inactivated,PedvaxHIB,injectable solution,,,,,,
VO:0017432,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine / Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine Injectable Suspension",vaccine,VO:0017672,Meningococcal-Haemophilis B-Tetanus Vaccine,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Haemophilus influenzae serotype b|Neisseria meningitidis,licensed vaccine role,,vaccine organism inactivated,,injectable suspension,,,,,,
VO:0017433,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.015 MG / Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.25 MG [PedvaxHIB]",vaccine,VO:0017672,Meningococcal-Haemophilis B-Tetanus Vaccine,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Haemophilus influenzae serotype b|Neisseria meningitidis,licensed vaccine role,,vaccine organism inactivated,PedvaxHIB,,,,,,,
VO:0017434,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.015 MG / Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.25 MG Injectable Solution",vaccine,VO:0017672,Meningococcal-Haemophilis B-Tetanus Vaccine,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Haemophilus influenzae serotype b|Neisseria meningitidis,licensed vaccine role,,vaccine organism inactivated,,injectable solution,,,,,,
VO:0017435,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.02 MG/ML",vaccine,VO:0015014,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Haemophilus influenzae serotype b,licensed vaccine role,,vaccine organism inactivated,,,,,,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",0.02 MG/ML,
VO:0017436,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.02 MG/ML [Hiberix]",vaccine,VO:0017435,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.02 MG/ML",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Haemophilus influenzae serotype b,licensed vaccine role,,vaccine organism inactivated,Hiberix,,,,,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",0.02 MG/ML,
VO:0017437,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.02 MG/ML Injectable Solution",vaccine,VO:0017435,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.02 MG/ML",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Haemophilus influenzae serotype b,licensed vaccine role,,vaccine organism inactivated,,injectable solution,,,,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",0.02 MG/ML,
VO:0017438,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.02 MG/ML Injection",vaccine,VO:0017435,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.02 MG/ML",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Haemophilus influenzae serotype b,licensed vaccine role,,vaccine organism inactivated,,injection form,,,,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",0.02 MG/ML,
VO:0017439,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.02 MG/ML Injection [Hiberix]",vaccine,VO:0017438,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.02 MG/ML Injection",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Haemophilus influenzae serotype b,licensed vaccine role,,vaccine organism inactivated,Hiberix,injection form,,,,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",0.02 MG/ML,
VO:0017440,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.08 MG/ML",vaccine,VO:0015014,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Haemophilus influenzae serotype b,licensed vaccine role,,vaccine organism inactivated,,,,,,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",0.08 MG/ML,
VO:0017441,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.08 MG/ML [ActHIB]",vaccine,VO:0017440,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.08 MG/ML",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Haemophilus influenzae serotype b,licensed vaccine role,,vaccine organism inactivated,ActHIB,,,,,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",0.08 MG/ML,
VO:0017442,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.08 MG/ML Injectable Solution",vaccine,VO:0017440,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.08 MG/ML",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Haemophilus influenzae serotype b,licensed vaccine role,,vaccine organism inactivated,,injectable solution,,,,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",0.08 MG/ML,
VO:0017443,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.08 MG/ML Injection",vaccine,VO:0017440,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.08 MG/ML",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Haemophilus influenzae serotype b,licensed vaccine role,,vaccine organism inactivated,,injection form,,,,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",0.08 MG/ML,
VO:0017444,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.08 MG/ML Injection [ActHIB]",vaccine,VO:0017443,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.08 MG/ML Injection",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Haemophilus influenzae serotype b,licensed vaccine role,,vaccine organism inactivated,ActHIB,injection form,,,,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",0.08 MG/ML,
VO:0017445,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine Injectable Solution",vaccine,VO:0015014,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Haemophilus influenzae serotype b,licensed vaccine role,,vaccine organism inactivated,,injectable solution,,,,,,
VO:0017446,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine Injectable Solution [Hiberix]",vaccine,VO:0017445,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine Injectable Solution",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Haemophilus influenzae serotype b,licensed vaccine role,,vaccine organism inactivated,Hiberix,injectable solution,,,,,,
VO:0017447,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine Injectable Solution [HibTITER]",vaccine,VO:0017445,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine Injectable Solution",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Haemophilus influenzae serotype b,licensed vaccine role,,vaccine organism inactivated,HibTITER,injectable solution,,,,,,
VO:0017448,"meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y / tetanus toxoid vaccine, inactivated Injectable Solution",vaccine,VO:0017815,"meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y / tetanus toxoid vaccine, inactivated",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Neisseria meningitidis,licensed vaccine role,,vaccine organism inactivated,,injectable solution,,,,,,
VO:0017449,"meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y / tetanus toxoid vaccine, inactivated Injectable Solution [Nimenrix]",vaccine,VO:0017448,"meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y / tetanus toxoid vaccine, inactivated Injectable Solution",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Neisseria meningitidis,licensed vaccine role,,vaccine organism inactivated,Nimenrix,injectable solution,,,,,,
VO:0017450,"meningococcal group C polysaccharide / tetanus toxoid vaccine, inactivated Injectable Suspension",vaccine,VO:0017673,Meningococcal-Tetanus Vaccine,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Neisseria meningitidis,licensed vaccine role,,vaccine organism inactivated,,injectable suspension,,,,,,
VO:0017451,"meningococcal group C polysaccharide / tetanus toxoid vaccine, inactivated Injectable Suspension [Neisvac C]",vaccine,VO:0017450,"meningococcal group C polysaccharide / tetanus toxoid vaccine, inactivated Injectable Suspension",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Neisseria meningitidis,licensed vaccine role,,vaccine organism inactivated,Neisvac C,injectable suspension,,,,,,
VO:0017452,"meningococcal group C polysaccharide 0.02 MG/ML / tetanus toxoid vaccine, inactivated 0.04 MG/ML [Neisvac C]",vaccine,VO:0017451,"meningococcal group C polysaccharide / tetanus toxoid vaccine, inactivated Injectable Suspension [Neisvac C]",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Neisseria meningitidis,licensed vaccine role,,vaccine organism inactivated,Neisvac C,,,,,"meningococcal group C polysaccharide; tetanus toxoid vaccine, inactivated",0.02 MG/ML; 0.04 MG/ML,
VO:0017453,"meningococcal group C polysaccharide 0.02 MG/ML / tetanus toxoid vaccine, inactivated 0.04 MG/ML Injectable Suspension",vaccine,VO:0017673,Meningococcal-Tetanus Vaccine,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Neisseria meningitidis,licensed vaccine role,,vaccine organism inactivated,,injectable suspension,,,,"meningococcal group C polysaccharide; tetanus toxoid vaccine, inactivated",0.02 MG/ML; 0.04 MG/ML,
VO:0017454,"meningococcal group C polysaccharide 0.02 MG/ML / tetanus toxoid vaccine, inactivated 0.04 MG/ML Injectable Suspension [Neisvac C]",vaccine,VO:0017453,"meningococcal group C polysaccharide 0.02 MG/ML / tetanus toxoid vaccine, inactivated 0.04 MG/ML Injectable Suspension",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Neisseria meningitidis,licensed vaccine role,,vaccine organism inactivated,Neisvac C,injectable suspension,,,,"meningococcal group C polysaccharide; tetanus toxoid vaccine, inactivated",0.02 MG/ML; 0.04 MG/ML,
VO:0017455,Neisseria meningitidis polysaccharide group Y tetanus toxoid conjugate,vaccine,VO:0000053,Neisseria meningitidis vaccine,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Neisseria meningitidis,licensed vaccine role,,,,,,,,,,"might be vaccine component, check YH"
VO:0017456,Neisseria meningitidis polysaccharide group Y tetanus toxoid conjugate 0.01 MG/ML,vaccine,VO:0017455,Neisseria meningitidis polysaccharide group Y tetanus toxoid conjugate,,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Neisseria meningitidis,licensed vaccine role,,,,,,,,Neisseria meningitidis polysaccharide group Y tetanus toxoid conjugate,0.01 MG/ML,
VO:0017457,"poliovirus vaccine inactivated, type 1 (Mahoney) / tetanus toxoid vaccine, inactivated Injectable Solution",vaccine,VO:0017674,"poliovirus vaccine inactivated, type 1 (Mahoney) and tetanus toxoid conjugate vaccine",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Poliovirus 1|Poliovirus 2|Poliovirus 3,licensed vaccine role,,vaccine organism inactivated,,injectable solution,,,,,,
VO:0017458,"poliovirus vaccine inactivated, type 1 (Mahoney) / tetanus toxoid vaccine, inactivated Injectable Solution [T Polio Adsorbed]",vaccine,VO:0017457,"poliovirus vaccine inactivated, type 1 (Mahoney) / tetanus toxoid vaccine, inactivated Injectable Solution",,,OHDSI Vaccine WG,RxNorm Extension,Homo sapiens,Clostridium tetani|Poliovirus 1|Poliovirus 2|Poliovirus 3,licensed vaccine role,,vaccine organism inactivated,T Polio Adsorbed,injectable solution,,,,,,
