order,Ontology ID,LABEL,altID,Parent label,Parent,Equivalent Class,Gene names,NCBI GeneID,status of vaccine development,has role,has quality,vaccine component/role,has function,immunizes disease,immunizes recipient,immunizes against pathogen,vaccinated in route,definition,PubMed,other link,VIOLIN ID,VIOLIN Link,GitHub tracker,NCI link,NCT link,Term editors,alternative label,database_cross_reference,term tracker item,xingxian comment
456,VO:0007393,Fas-Chimera Transgene-expressing Endothelial Tumor Cell-targeting Adenovector VB-111 Vaccine,,brain cancer vacine,VO:0005428,,,,Clinical trial,,,,therapeutic vaccine function,brain cancer,Homo sapiens,,,,,,5151,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5151,https://github.com/vaccineontology/VO/issues/127,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
457,VO:0007394,ICT-121 Dendritic Cell Vaccine,,brain cancer vacine,VO:0005428,,Gene name: PROM1,8842,Clinical trial,,,,therapeutic vaccine function,brain cancer,Homo sapiens,,,"A cell-based cancer vaccine composed of autologous dendritic cells (DCs) pulsed with purified peptides derived from the tumor-associated antigen (TAA) CD133, with potential immunostimulatory and antineoplastic activities. Upon leukapheresis, monocytes are differentiated into DCs and are mixed with the CD133 peptides. Upon intradermal re-administration of the ICT-121 DC vaccine, the DCs present the CD133 peptides to the immune system, which stimulates the immune system to induce a specific cytotoxic T-lymphocyte (CTL) response against CD133-expressing tumor cells and leads to tumor cell lysis. CD133 is overexpressed on various types of cancer cells; its overexpression is correlated with increased resistance to chemotherapy.",,,5277,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5277,https://github.com/vaccineontology/VO/issues/457,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
458,VO:0007395,Globo-H-GM2-Lewis-y-MUC1-32(aa)-sTn(c)-TF(c)-Tn(c)-KLH Conjugate Vaccine,,Breast Cancer Vaccine,VO:0005484,,Gene name: GM2A|Gene name: MUC1,"2760|	4582",Clinical trial,,,,therapeutic vaccine function,breast cancer,Homo sapiens,,,"A multivalent vaccine againt breast cancer that comprised of the epitope antigens of Globo H hexasaccharide 1 (Globo H), GM2 ganglioside, Lewis-Y, MUC1-32(aa), TF(c), and Tn(c) conjugated with keyhole limpet hemocyanin, with potential antineoplastic activity. The antigens included in this vaccine are associated various cancer cells. Vaccination with this multivalent vaccine may induce production of IgG and IgM antibodies as well as an antibody-dependent cell-mediated cytotoxicity (ADCC) against tumors expressing these antigens.",,,5229,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5229,https://github.com/vaccineontology/VO/issues/174,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
459,VO:0007396,HER2-pulsed Autologous Type-1 Polarized Dendritic Cell Vaccine,,Breast Cancer Vaccine,VO:0005484,,Gene name: ERBB2,2064,Clinical trial,,,,therapeutic vaccine function,breast cancer,Homo sapiens,,,"A dendritic cell (DC)-based cancer vaccine composed of autologous, type-1 polarized dendritic cells (DCs) pulsed with human leukocyte antigen (HLA)-A2-restricted HER-2-derived peptides, with potential immunomodulatory and antineoplastic activities. Autologous DCs were treated with GM-CSF, interleukin-4, interferon-gamma and bacterial lipopolysaccharide (LPS), a toll-like receptor type 4 agonist, to produce highly polarized DCs (alphaDC1) that are capable of producing high levels of interleukin-12p70 (IL-12p70). Upon administration, HER2-pulsed autologous DC vaccine may stimulate a potent cytotoxic T-lymphocyte (CTL) response against HER-2-positive tumor cells, which may result in tumor cell death and decreased tumor growth. HER-2, a tyrosine kinase receptor for epidermal growth factor (EGF) (also known as neu and ErbB2), is overexpressed by a variety of cancers.",,,5237,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5237,https://github.com/vaccineontology/VO/issues/306,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
460,VO:0007397,hTERT/Survivin/CMV Multipeptide Vaccine,,Breast Cancer Vaccine,VO:0005484,,Gene name: XBP1|Gene name: CSH1,7494|1442,Clinical trial,peptide vaccine role,,multipeptide vaccine role,therapeutic vaccine function,breast cancer,Homo sapiens,,,,,,4997,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=4997,https://github.com/vaccineontology/VO/issues/447,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
461,VO:0007398,Mammaglobin-A DNA Vaccine,,Breast Cancer Vaccine,VO:0005484,,Gene name: CEACAM1|Gene name: MUC1,634|4582,,DNA vaccine role,,,therapeutic vaccine function,breast cancer,,,,"A cancer vaccine containing a plasmid encoding the mammaglobin-A gene with potential immunostimulating and antineoplastic activities. Upon administration, mammaglobin-A DNA vaccine may induce both humoral and cytotoxic T lymphocyte (CTL) immune responses against tumor cells that express mammaglobin-A, which may result in decreased tumor growth. The 10 kiloDalton (kD) glycoprotein mammglobin-A is expressed in over 80% of human breast cancers.",,,5166,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5166,https://github.com/vaccineontology/VO/issues/495,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
462,VO:0007399,Modified Vaccinia Ankara (Bavarian Nordic)-HER2 Vaccine,,Breast Cancer Vaccine,VO:0005484,,Gene name: MLANA-Dupli|Gene name: ERBB2,2315|2064,,,,,therapeutic vaccine function,breast cancer,,,,"A cancer vaccine consisting of a proprietary, recombinant modified vaccinia Ankara (MVA) viral vector encoding an epitope of human epidermal growth factor receptor 2 (HER2) with potential antineoplastic activity. Upon administration, modified vaccinia Ankara (Bavarian Nordic)-HER2 vaccine may stimulate the host immune system to mount humoral and cytotoxic T lymphocyte responses against HER2-expressing tumor cells, resulting in tumor cell lysis. HER2, also known as ErbB-2, is a tyrosine kinase growth factor receptor and a member of the epidermal growth factor receptor family; it plays a significant role in the pathogenesis of some breast cancers",,,5036,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5036,https://github.com/vaccineontology/VO/issues/530,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
463,VO:0007401,E1M(184V) Peptide Vaccine,,cancer vaccine,VO:0000177,,,,Clinical trial,peptide vaccine role,,multipeptide vaccine role,therapeutic vaccine function,cancer,Homo sapiens,,,"A proprietary lipid emulsion containing five vaccines: diphtheria, pertussis, tetanus (DPT), Bacille Calmette-Guerin (BCG), measles, Serratia marcescens and pneumococcal, with potential immunostimulating activity. Subcutaneous administration of the DPT/BCG/measles/Serratia/pneumococcus vaccine activates the immune system and may both abrogate tumor-induced immune tolerance and induce an antitumor immune response, which may eradicate the tumor. (NCIT_C62801).",,,4987,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=4987,https://github.com/vaccineontology/VO/issues/51,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
464,VO:0007402,hTERT mRNA/Survivin Peptide-double-loaded Autologous Dendritic Cell Vaccine,,cancer vaccine,VO:0000177,,Gene name: TERT,7015,Clinical trial,peptide vaccine role,,peptide vaccine role,therapeutic vaccine function,cancer,Homo sapiens,,,"A cancer vaccine containing autologous dendritic cells (DCs) that are pulsed with mRNA encoding human telomerase reverse transcriptase (hTERT) and survivin peptide, with potential immunostimulatory and antineoplastic activities. Upon administration, hTERT mRNA/survivin peptide-double-loaded autologous dendritic cell vaccine may elicit an immune response against cancer cells expressing hTERT and survivin by activating cytotoxic T-cells (CTLs), natural killer cells (NKs), and B-lymphocytes. The tumor associated antigens (TAAs) hTERT, the catalytic subunit of human telomerase, and survivin, a member of the inhibitor of apoptosis (IAP) family of proteins, may be upregulated in certain tumor cell types and play key roles in tumor cell growth and survival.",,,5121,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5121,https://github.com/vaccineontology/VO/issues/440,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
465,VO:0007403,hTERT Multipeptide/Montanide ISA-51 VG/Imiquimod Vaccine GX 301,,cancer vaccine,VO:0000177,,Gene name: TERT,7015,Clinical trial,peptide vaccine role,,peptide vaccine role,therapeutic vaccine function,cancer,Homo sapiens,,,"A therapeutic cancer vaccine consisting of four epitopes derived from the human telomerase reverse transcriptase (hTERT), the catalytic subunit of human telomerase, including hTERT (540-548) acetate, hTERT (611-626) acetate, hTERT (672-686) acetate and hTERT (766-780) acetate, emulsified individually in the adjuvant montanide ISA-51 VG and administered with the immune response modifier (IRM) imiquimod, with potential immunostimulating and antineoplastic activities. Each hTERT peptide emulsion is administered individually by intradermal injection. Subsequently, imiquimod is applied topically to the injection site(s). Vaccination with GX 301 may elicit a cytotoxic T-cell (CTL) response against telomerase-expressing tumor cells. Telomerase is expressed in the majority of human cancer cells, infrequently expressed in normal cells, and is directly linked to tumorigenesis. Imiquimod stimulates cytokine production through the activation of toll-like receptor 7 (TLR-7), and also exhibits antiproliferative effects. Montanide ISA-51, also known as incomplete Freund's adjuvant (IFA), is a stabilized water-in-oil emulsion containing mineral oil with mannide oleate, which contains vegetable-grade (VG) oleic acid derived from olive oil. ISA-51 non-specifically stimulates cell-mediated immune responses to antigens.",,,5516,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5516,https://github.com/vaccineontology/VO/issues/441,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
466,VO:0007404,hTERT Vaccine V934/V935,,cancer vaccine,VO:0000177,,Gene name: TERT,7015,Clinical trial,,,,therapeutic vaccine function,cancer,Homo sapiens,,,,,,5065,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5065,https://github.com/vaccineontology/VO/issues/445,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
467,VO:0007405,Inactivated Vaccinia Virus Vaccine,,cancer vaccine,VO:0000177,,,,Clinical trial,,,Inactivated vaccine role,therapeutic vaccine function,cancer,Homo sapiens,,,"A poxvirus made non-infectious by ultraviolet light or other inactivation methods in order to reduce its pathogenicity. In cancer gene therapy, inactivated vaccinia virus may be used as a vector to express a protein that kills tumor cells or elicits specific anti-tumor immunity. In a cancer vaccine application, tumor cells taken from the host may be adsorbed with inactivated vaccinia virus and returned to the host, where the modified tumor cells may stimulate an anti-tumor immune response.",,,5130,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5130,https://github.com/vaccineontology/VO/issues/465,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
468,VO:0007406,Inalimarev Vaccine,,cancer vaccine,VO:0000177,,Gene name: CEACAM5|Gene name: MUC1,1048|4582,Clinical trial,,,,therapeutic vaccine function,cancer,Homo sapiens,,,"A cancer vaccine comprised of a recombinant vaccinia viral vector encoding the carcinoembryonic antigen (CEA), MUC-1 (mucin-1), a transmembrane glycoprotein secreted by glandular tissues, and TRICOM, comprised of the three co-stimulatory molecule transgenes B7-1, ICAM-1 and LFA-3. Upon administration, inalimarev may enhance CEA and MUC-1 presentation to antigen presenting cells (APC) and may activate a cytotoxic T lymphocyte (CTL) response against CEA- and MUC-1-expressing tumor cells.",,,5099,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5099,https://github.com/vaccineontology/VO/issues/466,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
469,VO:0007407,Live-attenuated Double-deleted Listeria monocytogenes Bacteria JNJ-64041809 Vaccine,,cancer vaccine,VO:0000177,,,,Clinical trial,,,,therapeutic vaccine function,cancer,Homo sapiens,,,"A proprietary, live-attenuated, double-deleted (LADD) strain of the Gram-positive bacterium Listeria monocytogenes (Lm) encoding multiple, as of yet undisclosed, tumor-associated antigens (TAAs), with potential immunostimulatory and antineoplastic activities. Upon intravenous administration, live-attenuated double-deleted Listeria monocytogenes bacteria JNJ-64041809 is taken up by antigen-presenting cells (APCs), including dendritic cells (DCs). The TAAs are subsequently expressed by the APCs and then processed and presented to the immune system by both major histocompatibility complex (MHC) class I and II molecules. This activates the immune system and leads to the recruitment and activation of cytotoxic T-lymphocytes (CTLs) against the TAA-expressing tumor cells, eventually resulting in tumor cell lysis. Two genes contributing to the virulence of Lm have been removed to minimize the risk of infection.",,,5258,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5258,https://github.com/vaccineontology/VO/issues/472,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
470,VO:0007408,KLH-FITC Vaccine,,cancer vaccine,VO:0000177,,,,Clinical trial,,,,therapeutic vaccine function,cancer,Homo sapiens,,,"A conjugate consisting of keyhole-limpet hemocyanin (KLH) and fluorescein isothiocyanate (FITC) with potential immunostimulating activity. Vaccination with KLH-FITC may elicit an immune response against fluorescein and the production of anti-fluorescein IgG antibodies. KLH, a natural protein isolated from the marine mollusk keyhole limpet, is an immunostimulant carrier protein.",,,5146,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5146,https://github.com/vaccineontology/VO/issues/473,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
471,VO:0007409,Lapuleucel-T Vaccine,,cancer vaccine,VO:0000177,,Gene name: ERBB2,2064,Clinical trial,,,,therapeutic vaccine function,cancer,Homo sapiens,,,"A cell-based vaccine targets tumors expressing the HER2/neu marker. HER-2/neu is a growth factor receptor, and its overexpression has been associated with a number of cancers including breast, ovarian, colon and lung cancers. APC8024 comprise of autologous antigen-presenting peripheral blood mononuclear cells (APCs) that have been exposed to HER2/neu protein and can be administered to the patient. These cells may stimulate an antitumor T-cell response to cancer cells expressing HER2/neu.",,,5538,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5538,https://github.com/vaccineontology/VO/issues/475,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
472,VO:0007410,Mesothelioma Tumor Lysate-Pulsed Autologous Dendritic Cell Vaccine,,cancer vaccine,VO:0000177,,Gene name: CCR5,1234,,,,,therapeutic vaccine function,cancer,,,,"A cell-based cancer vaccine consisting of autologous dendritic cells (DCs) pulsed with mesothelioma tumor lysate with potential immunostimulating and antineoplastic activities. Upon administration, mesothelioma tumor lysate-pulsed autologous dendritic cell vaccine may stimulate the host immune system to mount a specific cytotoxic T lymphocyte (CTL) response against mesothelioma tumor cells, resulting in tumor cell lysis. ",,,5187,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5187,https://github.com/vaccineontology/VO/issues/525,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
473,VO:0007411,Methanol Extraction Residue of BCG,,cancer vaccine,VO:0000177,,,,,,,,therapeutic vaccine function,cancer,,,,A cell wall fraction of bacillus Calmette-Guerin (BCG) obtained by menthol extraction with immunomodulating properties and potential use in cancer immunotherapy.,,,5235,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5235,https://github.com/vaccineontology/VO/issues/526,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
474,VO:0007412,Mimotope-P10s-PADRE Peptide Vaccine,,cancer vaccine,VO:0000177,,Gene name: P10,,,peptide vaccine role,,peptide vaccine role,therapeutic vaccine function,cancer,,,,,,,5347,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5347,https://github.com/vaccineontology/VO/issues/529,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
475,VO:0007413,Monoclonal Antibody 11D10 Anti-Idiotype Vaccine,,cancer vaccine,VO:0000177,,Gene name: MFGE8,4240,,,,,therapeutic vaccine function,cancer|breast cancer,,,,A vaccine consisting of a monoclonal antibody (MoAb) directed against an idiotype that mimics a human milk fat globule (HMFG) membrane epitope. Vaccination with monoclonal antibody 11D10 anti-idiotype vaccine induces anti-anti-idiotype antibodies (Ab3) that may react with breast cancer cell lines expressing the HMFG membrane epitope.,,,5286,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5286,https://github.com/vaccineontology/VO/issues/533,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
476,VO:0007414,Monoclonal Antibody 3H1 Anti-Idiotype Vaccine,,cancer vaccine,VO:0000177,,Gene name: CEACAM5,1048,,,,,therapeutic vaccine function,cancer|melanoma|lung small cell carcinoma|sarcoma|neuroblastoma,,,,A recombinant monoclonal antibody in which the heavy and light chain variable domains mimic a specific epitope of the tumor-associated protein carcinoembryonic antigen (CEA). This agent is used as a cancer vaccine against tumors that express CEA.,,,5452,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5452,https://github.com/vaccineontology/VO/issues/534,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
477,VO:0007415,Monoclonal Antibody A1G4 Anti-Idiotype Vaccine,,cancer vaccine,VO:0000177,,Gene name: B4GALNT1,2583,,,,,therapeutic vaccine function,cancer|melanoma|lung small cell carcinoma|sarcoma|neuroblastoma,,,,"An anti-idiotypic (anti-Id) rat monoclonal antibody (MoAb) that mimics the disialoganglioside GD2, a cancer-associated antigen present on melanoma, small cell lung cancer, sarcoma, neuroblastoma, and other malignancies. GD2 is a highly expressed glycosphingolipid by melanoma and other neuroectodermal tumors with only minimal expression on normal tissues. Vaccination with anti-Id A1G4 MoAb may elicit cellular and humoral immune responses against GD2 expression tumor cells",,,5308,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5308,https://github.com/vaccineontology/VO/issues/536,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
478,VO:0007416,Monoclonal Antibody GD2 Anti-Idiotype Vaccine,,cancer vaccine,VO:0000177,,Gene name: ST8SIA1,6489,,,,,therapeutic vaccine function,cancer|melanoma|lung small cell carcinoma|sarcoma|neuroblastoma,,,,"An anti-idiotypic (anti-Id) rat monoclonal antibody (MoAb) that mimics the disialoganglioside GD2, a cancer-associated antigen present on melanoma, small cell lung cancer, sarcoma, neuroblastoma, and other malignancies. GD2 is a highly expressed glycosphingolipid by melanoma and other neuroectodermal tumors with only minimal expression on normal tissues. Vaccination with anti-Id A1G4 MoAb may elicit cellular and humoral immune responses against GD2 expression tumor cells.",,,5469,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5469,https://github.com/vaccineontology/VO/issues/537,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
479,VO:0007417,Montanide ISA-51/Survivin Peptide Vaccine,,cancer vaccine,VO:0000177,,,,,peptide vaccine role,,peptide vaccine role,therapeutic vaccine function,cancer,,,,,,,5239,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5239,https://github.com/vaccineontology/VO/issues/538,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
480,VO:0007418,MSCV-MGMT(P140K) Vaccine,,cancer vaccine,VO:0000177,,Gene name: MGMT,4255,,,,,therapeutic vaccine function,cancer,,,,,,,5362,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5362,https://github.com/vaccineontology/VO/issues/544,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
481,VO:0007419,MUC-1 Peptide Vaccine,,cancer vaccine,VO:0000177,,Gene name: MUC1,4582,,peptide vaccine role,,peptide vaccine role,therapeutic vaccine function,cancer,,,,"A cancer vaccine comprised of a synthetic peptide derived from the mucin 1 (MUC1) antigen with potential antineoplastic activity. Upon administration, MUC1 peptide vaccine may stimulate the host immune system to mount a cytotoxic T lymphocyte (CTL) response against tumor cells positive for the MUC1 antigen, resulting in decreased tumor growth. Overexpressed on many tumor cells, MUC1 antigen, a mammary-type apomucin, is a high-molecular-weight transmembrane glycoprotein.",,,5517,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5517,https://github.com/vaccineontology/VO/issues/545,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
482,VO:0007420,MUC-2-KLH Vaccine,,cancer vaccine,VO:0000177,,Gene name: MUC2,4583,,,,,therapeutic vaccine function,cancer,,,,"A peptide vaccine containing human mucin 2 (MUC2) protein conjugated with keyhole limpet hemocyanin (KLH), with potential antineoplastic activity. MUC2, a secretory or gel forming glycoprotein expressed predominantly in goblet cells of the gastrointestinal and respiratory tracts, is overexpressed as an aberrant or deglycosylated form in various tumors such as gastric carcinomas and some hormone-refractory prostate cancers. MUC2 protein is conjugated with KLH, an immunostimulant and a hapten carrier, to enhance immune recognition. Vaccination with MUC2-KLH may result in the production of antibodies as well as elicit a cytotoxic T- lymphocyte (CTL) response against tumor cells expressing MUC2",,,5169,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5169,https://github.com/vaccineontology/VO/issues/547,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
483,VO:0007421,MUC1 Antigen/SB AS-2 Vaccine,,cancer vaccine,VO:0000177,,Gene name: MUC1,4582,,,,,therapeutic vaccine function,cancer|breast cancer,,,,,,,5123,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5123,https://github.com/vaccineontology/VO/issues/548,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
484,VO:0007422,MUC1-KLH Conjugate Vaccine,,cancer vaccine,VO:0000177,,Gene name: MUC1,4582,,,,,therapeutic vaccine function,breast cancer|prostate cancer|ovarian cancer,,,,"A peptide vaccine, containing human tumor-associated epithelial mucin (MUC1) conjugated with keyhole limpet hemocyanin (KLH), with potential antineoplastic activity. Vaccination with MUC1-KLH conjugate vaccine may stimulate humoral and cytotoxic T-lymphocyte (CTL) responses against tumor cells expressing the MUC1 antigen. In this vaccine, MUC1 antigen is conjugated with KLH, an immunostimulant and a hapten carrier, to enhance immune recognition. MUC1 antigen, a membrane-bound glycoprotein expressed by most glandular and ductal epithelial cells, is overexpressed in an aberrant or deglycosylated form in various cancers such as those of the breast, prostate, and ovary.",,,5251,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5251,https://github.com/vaccineontology/VO/issues/549,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
485,VO:0007423,MUC1-KLH Vaccine/QS21,,cancer vaccine,VO:0000177,,Gene name: MUC1,4582,,,,,therapeutic vaccine function,cancer,,,,"A peptide vaccine containing the human tumor-associated antigen epithelial mucin (MUC1 antigen) conjugated with keyhole limpet hemocyanin (KLH) and combined with the nonspecific immunoadjuvant QS21, with potential antineoplastic activity. MUC1 antigen is linked with KLH, an immunostimulant and a hapten carrier, in order to enhance immune recognition; the co-administration of saponin-derived QS21 potentially amplifies the total immune response to the MUC1 antigen. Administration of MUC1-KLH vaccine/QS21 may result in both the production of antitumor antibodies and the stimulation of a cytotoxic T-lymphocyte (CTL) response against tumor cells expressing the MUC1 antigen. MUC1 antigen, a membrane-bound glycoprotein expressed by most glandular and ductal epithelial cells, is overexpressed as an aberrant or deglycosylated form in various cancers such as breast, prostate and ovarian cancers.",,,5160,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5160,https://github.com/vaccineontology/VO/issues/550,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
486,VO:0007424,MUC1-targeted Peptide GO-203-2C Vaccine,,cancer vaccine,VO:0000177,,Gene name: MUC1,4582,,peptide vaccine role,,peptide vaccine role,therapeutic vaccine function,cancer|breast cancer,,,,,,,5068,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5068,https://github.com/vaccineontology/VO/issues/551,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
487,VO:0007425,Multi-epitope Folate Receptor Alpha Peptide Vaccine,,cancer vaccine,VO:0000177,,Gene name: FOLR1,2348,,peptide vaccine role,,multipeptide vaccine role,therapeutic vaccine function,breast cancer|ovarian cancer,,,,,,,5522,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5522,https://github.com/vaccineontology/VO/issues/552,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
488,VO:0007426,Multipeptide Vaccine S-588210,,cancer vaccine,VO:0000177,,Gene name: LY6K |Gene name: IGF2BP3,54742|10643,,peptide vaccine role,,multipeptide vaccine role,therapeutic vaccine function,cancer,,,,"A cancer vaccine composed of a combination of the injectable formulations S-488210, which contains the three HLA-A*02:01-restricted peptides up-regulated lung cancer 10 (lymphocyte antigen 6K; LY6K; URLC10), cell division cycle-associated protein 1 (kinetochore protein Nuf2; NUF2; CDCA1) and insulin-like growth factor 2 mRNA-binding protein 3 (IGF2BP3; KOC1) and S-488211, which contains the two HLA-A*02:01-restricted peptides DEP domain-containing protein 1A (DEPDC1) and M-phase phosphoprotein 1 (kinesin-like protein KIF20B; MPHOSPH1), with potential immunostimulatory and antitumor activities. Upon administration, multipeptide vaccine S-588210 may stimulate a cytotoxic T-lymphocyte (CTL) response against tumor cells expressing KOC1, CDCA1, URLC10, DEPDC1 or MPHOSPH1 peptides, resulting in tumor cell lysis and decreased tumor growth.",,,5064,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5064,https://github.com/vaccineontology/VO/issues/556,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
489,VO:0007427,Mutant p53 Peptide Pulsed Dendritic Cell Vaccine,,cancer vaccine,VO:0000177,,,,,peptide vaccine role,,peptide vaccine role,therapeutic vaccine function,cancer,,,,"A cancer vaccine consisting of autologous dendritic cells which have been pulsed with a mutant p53 peptide. Vaccination with mutant p53 peptide pulsed dendritic cells may stimulate the host immune system to mount a cytotoxic T lymphocyte (CTL) response against tumor cells expressing mutant p53, resulting in tumor cell lysis. Many tumor cells overexpress mutant p53 proteins, resulting in the loss of apoptosis regulation and abnormal cell proliferation.",,,5364,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5364,https://github.com/vaccineontology/VO/issues/559,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
490,VO:0007428,MVA-MUC1-IL2 Vaccine,,cancer vaccine,VO:0000177,,Gene name: MUC1,4582,,,,,therapeutic vaccine function,cancer,,,,"A bivalent cancer vaccine comprised of a modified vaccinia virus Ankara (MVA) strain encoding human mucin 1 (MUC1) and interleukin-2 (IL-2) with potential immunostimulating and antineoplastic activities. Originally developed for the eradication of smallpox, MVA is a highly attenuated and replication-defective strain incapable of virion assembly and exerts potent immunostimulatory activity against antigens. Vaccination with MVA-MUC1-IL2 vaccine may stimulate the host immune system to mount a humoral and cytotoxic T lymphocyte (CTL) responses against tumor cells expressing MUC1, a tumor associated antigen, resulting in tumor cell lysis. Expression of IL-2 augments the specific CTL response against MUC1 expressing cells.",,,5091,VIOLIN: https://violinet.org/canvaxkb/vaccine_detail.php?c_vaccine_id=5091,https://github.com/vaccineontology/VO/issues/564,,,Justin Song|Penny Pan|Jie Zheng|Oliver He,,,,
