ID,LABEL,InSubset,Parent,has part,has role,in taxon,definition,definition source,term editor,alternative label,seeAlso,editor note,comment,comment
VO:0011146,PrM from Japanese encephalitis virus,protein,Japanese encephalitis virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 555; NCBI Protein GI: 90019439; NCBITaxon: 11072,,"Researchers established a simple and effective method for DNA immunization against Japanese encephalitis virus (JEV) infection with plasmids encoding the viral PrM and E proteins and colloidal gold.   After being inoculated twice, BALB/c mice were found to resist challenge with 100,000 times the 50% lethal dose (LD(50)) of JEV (Beijing-1 strain) even when immunized with a relatively small dose of 0.5 micro g of plasmid DNA [PubMed: 12634382].",
VO:0011147,NS1 from Japanese encephalitis virus,protein,Japanese encephalitis virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 556; NCBI Protein GI: 18418672; NCBITaxon: 11072,,Balb/c mice and swine vaccinated with TK(-)/gG(-)/NS1(+) expressing NS1 protein of JEV could confer protective immunity against lethal challenge of the virulent PRV Ea strain and develop a good humoral and cellular immune response against JEV [PubMed: 15121294].,
VO:0011148,NS3,protein,Japanese encephalitis virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 557; NCBI Protein GI: 27696332; NCBITaxon: 11072,,Researchers constructed plasmid DNAs encoding JE virus proteins.  Cytotoxic T lymphocytes (CTLs) were induced by NS3 in a mouse model.  Three immunizations with pUJENS3 provided a 50% partial protection from a lethal dose of JE virus [PubMed: 12922097].,
VO:0011149,NS5,protein,Japanese encephalitis virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 558; NCBI Protein GI: 158702649; NCBITaxon: 11072,,Researchers constructed plasmid DNAs encoding JE virus proteins. Cytotoxic T lymphocytes (CTLs) were induced by NS5 in a mouse model. Three immunizations with pUJENS5 provided a 57% partial protection from a lethal dose of JE virus [PubMed: 12922097].,
VO:0011150,PreM,protein,Japanese encephalitis virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 559; NCBI Protein GI: 14600066; NCBITaxon: 11072,,A cDNA clone representing the genome of structural proteins of Japanese encephalitis virus (JEV) was inserted into the thymidine kinase gene of vaccinia virus strains LC16mO and WR.  Inoculation of rabbits with the infectious recombinant vaccinia virus resulted in rapid production of antiserum specific for the PreM and E glycoproteins of JEV.  Mice vaccinated with the recombinant produced JEV-neutralizing antibodies and were resistant to challenge with JEV [PubMed: 2159544].,
VO:0011151,LASVsSgp1 nucleoprotein,protein,Lassa Fever Virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 560; NCBI Gene GI: 956584; NCBI Protein GI: 23343510; NCBI Protein Accession: NP_694869; NCBITaxon: 11620,,Vaccine efficacy trials in guinea pigs indicated that the nucleoprotein is capable of eliciting a protective immune response against a lethal dose of Lassa virus. Ninety-four percent of the animals vaccinated with V-LSN survived a Lassa virus challenge in which only 14% of unvaccinated animals and 39% of animals vaccinated with the New York Board of Health (NYBH) strain of vaccinia virus survived [PubMed: 2741340].,
VO:0011152,GRP-78,protein,Leishmania donovani protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 561; NCBI Protein GI: 16797868; NCBITaxon: 5661,,BALB/c mice were immunized with a vaccine expressing the 78kDa (GRP-78) antigen of Leishmania donovani. Challenge infection was given intracardially after 2 weeks of second booster. A significant decrease in parasite burden was seen in vaccinees over the infected controls on all post challenge days and was found that maximum protection was provided by 78kDa+rIL-12 vaccine.  It was highly immunogenic as depicted by the reduction in parasite load (71-94.8%) [PubMed: 20093205].,
VO:0011153,A2,protein,Leishmania donovani protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 563; NCBI Protein GI: 30385439; NCBITaxon: 5671,,Study results show that a single intraperitoneal administration of the A2-recombinant L. tarentolae strain expressing the Leishmania donovani A2 antigen protects BALB/c mice against L. infantum challenge and that protective immunity is associated with high levels of IFN-gamma production prior and after challenge [PubMed: 19818721].,
VO:0011154,F1-ATPase,protein,Leishmania donovani protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 564; NCBI Protein GI: 722242; NCBITaxon: 5661,,Study compared the vaccine efficacy of various L. donovani antigens encapsulated in cationic liposomes in BALB/c mice against challenge infection with L. donovani.  Results demonstrated that liposomal LD31 (ATP synthase alpha chain) reduced parasite burden by 74%-77% [PubMed: 19503834].,
VO:0011155,Beta-tubulin,protein,Leishmania donovani protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 565; NCBI Protein GI: 262233287; NCBITaxon: 5661,,Study compared the vaccine efficacy of various L. donovani antigens encapsulated in cationic liposomes in BALB/c mice against challenge infection with L. donovani. Results demonstrated that liposomal LD51 (beta-tubulin) reduced parasite burden by 72%-75% [PubMed: 19503834].,
VO:0011156,Hsp70,protein,Leishmania donovani protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 566; NCBI Protein GI: 281426606; NCBITaxon: 5661,,Study compared the vaccine efficacy of various L. donovani antigens encapsulated in cationic liposomes in BALB/c mice against challenge infection with L. donovani. Results demonstrated that liposomal LD72 (Hsp70) reduced parasite burden by 65%-67% [PubMed: 19503834].,
VO:0011157,KMP-11,protein,Leishmania donovani protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 567; NCBI Protein GI: 7579896; NCBITaxon: 5661,,KMP-11 DNA vaccination alone in an experimental BALB/c mice model showed significant potential in terms of resolution of splenic and hepatic parasite burden against virulent LD challenge.  KMP-11 DNA immunization significantly protects against L. donovani infection [PubMed: 19162111].,
VO:0011158,MspC,protein,Leishmania donovani protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 568; NCBI Protein GI: 21954466; NCBITaxon: 5661,,"Study showed that cationic distearoyl phosphatidylcholine (DSPC) liposomes, when used as vaccine adjuvant with the immunodominant 63-kDa glycoprotein (gp63, mspC) of Leishmania donovani promastigotes, induced significant protection against progressive visceral leishmaniasis in susceptible BALB/c mice. gp63 used without adjuvant elicited partial protection but in association with liposomes exhibited marked resistance in both the livers and spleens of the mice challenged 10 days after the last vaccination [PubMed: 18195029].",
VO:0011159,ORFF,protein,Leishmania donovani protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 569; NCBI Protein GI: 703122; NCBITaxon: 5661,,An expression plasmid encoding both p35 and p40 subunits of IL-12 when co-administered with a recombinant open-reading frame (rORFF) gene from the LD1 locus of Leishmania donovani induces significant protection with around 82% protection in both liver and spleen of BALB/c mice when challenged with L. donovani [PubMed: 16413950].,
VO:0011160,BT1,protein,Leishmania donovani protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 570; NCBI Protein GI: 703123; NCBITaxon: 5661,,Immunization of mice with recombinant BT1 proteins (a biopterin transporter) from multigenic LD1 locus on chromosome 35 of L. donovani conferred partial protection against challenge with Leishmania donovani in a BALB/c mice [PubMed: 15357215].,
VO:0011161,NH,protein,Leishmania donovani protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 571; NCBI Protein GI: 19697561; NCBITaxon: 5661,,Experimental infection of immunized BALB/c mice demonstrated that the VR1012-NH36 DNA vaccine derived from the nucleoside hydrolase gene (NH) of L. donovani induced an 88% reduction in L. chagasi parasite load and a 65% reduction in L. mexicana lesion size [PubMed: 15664920].,
VO:0011162,L. donovani HASPB1,protein,Leishmania donovani protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 572; NCBI Protein GI: 51847753; NCBITaxon: 5661,,"Study demonstrated for the first time that a recombinant stage-specific hydrophilic surface protein of Leishmania donovani, recombinant hydrophilic acylated surface protein B1 (HASPB1), is able to confer protection against experimental challenge with L. donovani in BALB/c mice [PubMed: 11120835].",
VO:0011163,NP from Lake Victoria marburgvirus,protein,Marburg Virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 573; NCBI Protein GI: 332181; NCBITaxon: 11269,,"Nonhuman primates (cynomolgus macaques) were inoculated with VEE replicons expressing MBGV GP and/or NP and challenged with MGBV.  MBGV NP afforded incomplete (partial) protection, sufficient to prevent death but not disease in two of three macaques [PubMed: 9813200 ].",
VO:0011164,MDV040,protein,Marek's disease virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 574; NCBI Gene GI: 4811501; NCBI Protein GI: 125745079; NCBI Protein Accession: YP_001033956; NCBITaxon: 10390,,"Recombinant fowl poxviruses (rFPVs) were constructed to express genes from serotype 1 Marek's disease virus (MDV, Gallid herpesvirus 2).  rFPV/gB1 expressing MDV040 conferred 42% protection in maternal antibody-positive chickens when challenged with highly virulent MDV isolates [PubMed: 14562881].",
VO:0011165,MDV095,protein,Marek's disease virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 575; NCBI Gene GI: 4811454; NCBI Protein GI: 125745128; NCBI Protein Accession: YP_001034012; NCBITaxon: 10390,,"Recombinant fowl poxviruses (rFPVs) were constructed to express genes from serotype 1 Marek's disease virus (MDV, Gallid herpesvirus 2). rFPV/gI expressing MDV095 conferred 43% protection in maternal antibody-positive chickens when challenged with highly virulent MDV isolates [PubMed: 14562881].",
VO:0011166,H hemagglutinin protein,protein,Measles virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 577; NCBI Gene GI: 1489801; NCBI Protein GI: 9626951; NCBI Protein Accession: NP_056923; NCBITaxon: 11234,,"Chimeric Venezuelan equine encephalitis/Sindbis virus (VEE/SIN) replicon particles were used to express the hemagglutinin (H) and fusion (F) proteins of measles virus (MV).  When challenged with wild-type MV 12 to 17 months after vaccination, all vaccinated juvenile and infant monkeys vaccinated with VEE/SIN-H, VEE/SIN-H+F, and LAV were protected from rash and viremia [PubMed: 20130066].",
VO:0011167,F fusion protein from Measles virus,protein,Measles virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 578; NCBI Gene GI: 1489800; NCBI Protein GI: 9626950; NCBI Protein Accession: NP_056922; NCBITaxon: 11234,,Mice vaccinated with a vaccinia virus recombinant encoding the fusion protein of Measles virus developed measles neutralizing antibodies.  The mice also resisted a normally lethal intracerebral inoculation of a cell-associated measles virus subacute sclerosing panencephalitis strain [PubMed: 3422488].,
VO:0011168,N nucleocapsid protein,protein,Measles virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 579; NCBI Gene GI: 1489804; NCBI Protein GI: 9626946; NCBI Protein Accession: NP_056918; NCBITaxon: 11234,,Lewis rats were immunized with recombinant vaccinia virus (VV) expressing various proteins of measles virus (MV). VVN (Nucleocapsid Protein) -immunized rats survived a MV challenge infection [PubMed: 1833505].,
VO:0011169,P phosphoprotein,protein,Measles virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 580; NCBI Gene GI: 1489805; NCBI Protein GI: 9626947; NCBI Protein Accession: NP_056919; NCBITaxon: 11234,,Lewis rats were immunized with recombinant vaccinia virus (VV) expressing various proteins of measles virus (MV). VVP (Phosphoprotein) -immunized rats were partially protected from MV challenge [PubMed: 1833505].,
VO:0011170,M matrix protein,protein,Measles virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 581; NCBI Gene GI: 1489803; NCBI Protein GI: 9626949; NCBI Protein Accession: NP_056921; NCBITaxon: 11234,,Lewis rats were immunized with recombinant vaccinia virus (VV) expressing various proteins of measles virus (MV). VVM (Matrix Protein) -immunized rats were partially protected from MV challenge [PubMed: 1833505].,
VO:0011171,HN,protein,Mumps virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 582; NCBI Gene GI: 1489765; NCBI Protein GI: 9695422; NCBI Protein Accession: NP_054713; NCBITaxon: 11161,,A novel mumps vaccine with good immunity and safety was developed by selecting an antigen (HN) component of the mumps virus. The clinical and pathological observations after challenge of vaccinated rhesus monkeys indicated further that the immune response induced by this vaccine provided complete protection from wild-type virus infection [PubMed: 18597904].,
VO:0011172,FbpB from M. tuberculosis,protein,Mycobacterium tuberculosis protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 583; NCBI Gene GI: 885785; NCBI Protein GI: 15609023; NCBI Protein Accession: NP_216402; NCBITaxon: 83332,,"Immunization with DNA encoding Ag85B (fbpB), a candidate vaccine antigen of Mycobacterium tuberculosis, elicited in mice a low but protective CD4(+) T cell-mediated IFN-gamma response [PubMed: 20544034].",
VO:0011173,Mtb72F,protein,Mycobacterium tuberculosis protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 584; NCBI Protein GI: 283801990; NCBITaxon: 32630,,"Our lead construct, Mtb72F, codes for a 72-kDa polyprotein genetically linked in tandem in the linear order Mtb32(C)-Mtb39-Mtb32(N).  All forms of Mtb72F immunization tested resulted in the protection of C57BL/6 mice against aerosol challenge with a virulent strain of M. tuberculosis [PubMed: 15187142].",
VO:0011174,MIC3,protein,Toxoplasma gondii protein,,protective antigen role,Toxoplasma gondii tachyzoite,,,Oliver He|Allen Xiang,,Protegen ID: 587; NCBI Gene GI: 7901253; NCBI Protein GI: 237841071; NCBI Protein Accession: XP_002369833; NCBITaxon: 508771,,Protective experiments of DNA vaccine pcDNA3-MIC3 (pMIC3i) in Kumming mice showed that the vaccine could significantly prolong the survival time of the mice challenged by virulent RH strains of T. gondii [PubMed: 19800170].,
VO:0011175,Apa,protein,Mycobacterium tuberculosis protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 588; NCBI Gene GI: 885896; NCBI Protein GI: 57116926; NCBI Protein Accession: YP_177849; NCBITaxon: 83332,,"We show that the 50- to 55-kDa Apa protein, specified by the Rv1860 gene of M. tuberculosis, can elicit both lymphoproliferative response and gamma interferon (IFN-gamma) production.  A poxvirus recombinant expressing the Apa protein conferred a significant level of protective immunity in guinea pigs against a challenge dose of virulent M. tuberculosis [PubMed: 12654810].",
VO:0011176,Mpt63,protein,Mycobacterium tuberculosis protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 589; NCBI Gene GI: 885334; NCBI Protein GI: 15609063; NCBI Protein Accession: NP_216442; NCBITaxon: 83332,,"MPT63 (Rv1926c), a major secreted protein of Mycobacterium tuberculosis, is immunoreactive in antibody assays in humans and animals and provides protection as a combined DNA vaccine in mice [PubMed: 19281533].",
VO:0011177,E protein from West Nile virus,protein,West Nile virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 590; NCBI Protein GI: 111145461; NCBITaxon: 11082,,"The immunogenicity and protective efficacy of a recombinant subunit West Nile virus (WNV) vaccine was evaluated in rhesus macaques (Macaca mulatta). The vaccine consisted of a recombinant envelope (E) protein truncated at the C-terminal end, resulting in a polypeptide containing 80% of the N-terminal amino acids of the native WNV protein (WN-80E), mixed with an adjuvant (GPI-0100). Groups of monkeys were immunized with the WN-80E/GPI-0100 vaccine or an adjuvant-only control formulation. Animals were then challenged by inoculation of wild-type WNV, and the level of viremia in each animal was monitored daily for 10 days. The results showed that whereas all animals in the control group had detectable viremia for at least 3 days after challenge, all of the vaccinated animals were negative on all days after challenge. Thus, the WN-80E vaccine was 100% efficacious in protecting monkeys against infection with WNV [PubMed: 19641099].",
VO:0011178,TM-1,protein,Mycoplasma gallisepticum protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 591; NCBI Protein GI: 7249262; NCBITaxon: 2096,,"An antiserum raised in chicken against the TM-1 polypeptide, which was produced by recombinant Escherichia coli cells and purified by column chromatography, inhibited growth of M.g. cells in vitro. Moreover, chickens immunized with this 29 kDa polypeptide (TM-1) were partially protected from a challenge with virulent M.g [PubMed: 8212828].",
VO:0011179,PrM from West Nile virus,protein,West Nile virus protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 592; NCBI Gene GI: 5714902; NCBI Protein GI: 158516888; NCBI Protein Accession: YP_001527877; NCBITaxon: 11082,,"Starting with a previously designed eukaryotic expression vector, a recombinant plasmid (pCBWN) that expressed the WN virus prM and E proteins was constructed. A single intramuscular injection of pCBWN DNA induced protective immunity, preventing WN virus infection in mice and horses when subjected to challenge with the NY99-6480 strain of WNV [PubMed: 11287553].",
VO:0011180,P1 from Neisseria meningitidis,protein,Neisseria meningitidis protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 594; NCBI Gene GI: 902192; NCBI Protein GI: 15676020; NCBI Protein Accession: NP_273150; NCBITaxon: 122586,,Seventeen monoclonal antibodies to one of three main cell surface antigens of Neisseria meningitidis group B were tested for protective efficacy in the infant rat using as challenge seven strains of different class 2/3 protein serotypes.  Survival of the animals was regularly obtained with antibodies to the P1 protein and to LPS [PubMed: 2510417].,
VO:0011181,LpdA,protein,Neisseria meningitidis protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 596; NCBI Protein GI: 1017430; NCBITaxon: 487,,Sera of the challenge group immunized with CCPS-P64kR showed a three-fold higher bactericidal response than the sera of the group immunized with the plain CCPS and they were able to protect against challenge with Neisseria meningococci in the infant rat protection model [PubMed: 15039094].,
VO:0011182,TBP2,protein,Neisseria meningitidis protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 597; NCBI Protein GI: 1017433; NCBITaxon: 487,,"Mice immunized with purified Tbp2 survived a lethal challenge to a similar degree as animals immunized with the Tbp1-Tbp2 complex, demonstrating that Tbp2 played an important role in the protective activity observed with the complex, eliciting antibodies that are not only bactericidal but also inhibitory for meningococcal growth [PubMed: 7868259].",
VO:0011183,P67,protein,Theileria parva protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 598; NCBI Protein GI: 4106806; NCBITaxon: 5875,,"Immunization with recombinant forms of a sporozoite surface antigen (r-p67), derived from either bacterial or insect cells, induces high levels of sporozoite neutralizing antibodies in cattle.In vivo immunization studies have shown that approximately 30% of immunized cattle are nonreactors to a needle LD70 sporozoite challenge, 40% experience a mild disease reaction from which they recover, and the remaining 30% suffer severe disease and are clinically indistinguishable from controls. Transient parasitosis and mild clinical reactions are also observed in challenge of cattle immunized by infection and treatment and such responses constitute immunity to ECF. Hence, p67 is able to routinely induce immunity at a level of about 70% [PubMed: 11193661].",
VO:0011184,NspA from N. meningitidis,protein,Neisseria meningitidis protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 599; NCBI Protein GI: 5825543; NCBITaxon: 487,,"NspA-containing outer membrane vesicles conferred protection against otherwise lethal intraperitoneal challenge of mice with N. meningitidis serogroup B, and sera raised against them mediated opsonophagocytosis of meningococcal strains expressing this antigen [PubMed: 15501782].",
VO:0011185,LctP,protein,Neisseria meningitidis protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 600; NCBI Protein GI: 254667969; NCBITaxon: 662598,,A total of 11 meningococcal proteins that are necessary for establishing systemic infection were expressed as recombinant antigens and assessed for their ability to protect mice against live bacterial challenge against N. meningitidis; the lactate permease (LctP) elicited protective immunity [PubMed: 15964482].,
VO:0011186,ExbB,protein,Neisseria meningitidis protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 601; NCBI Gene GI: 903370; NCBI Protein GI: 15677575; NCBI Protein Accession: NP_274732; NCBITaxon: 122586,,"A total of 11 meningococcal proteins that are necessary for establishing systemic infection were expressed as recombinant antigens and assessed for their ability to protect mice against live bacterial challenge against N. meningitidis; ExbB, which is required for iron acquisition, elicited protective immunity [PubMed: 15964482].",
VO:0011187,Spag-1,protein,Theileria annulata protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 602; NCBI Protein GI: 161885; NCBITaxon: 5874,,"The trial vaccination of cattle against T. annulata using recombinant sporozoite antigens (SPAG-1 and p67) and/or merozoite antigens (TAMS 1-1 and 1-2). The aim of these trials was to try and enhance the levels of protection induced compared with previous trials. Different approaches were tried. SPAG-1 was expressed as a fusion protein with a His6 tag and then either incorporated into ISCOMs, with or without TAMS 1-1 and 1-2, or administered with RWL, a proprietary saponin-based adjuvant. Cross-protection studies were also performed by immunizing cattle with the T. parva sporozoite antigen, p67, and then challenging with a T. annulata sporozoite stabilate.All the data collected from these two trials indicate that SPAG-1 administered with RWL is better at inducing an effective immune response than SPAG-1 incorporated into ISCOMs, with or without the presence of merozoite antigens [PubMed: 9668470].",
VO:0011188,TA17050 merozoite-piroplasm surface antigen Tams1,protein,Theileria annulata protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 603; NCBI Gene GI: 3864438; NCBI Protein GI: 84997996; NCBI Protein Accession: XP_953719; NCBITaxon: 353154,,"To test the potential of subunit vaccines against T. annulata infection, we immunized four groups of three calves with either recombinant (re-) (Tams1-1 and Tams1-2) proteins or naked DNA encoding these antigens. All calves vaccinated with ISCOMs proved to be protected from T. annulata infection and had generated antibodies against both re-(Tams1-1 and Tams1-2) at the time of challenge [PubMed: 9364686].",
VO:0011189,NcMAG1,protein,Neospora caninum protein,,protective antigen role,Neospora caninum tachyzoite,,,Oliver He|Allen Xiang,,Protegen ID: 604; NCBI Protein GI: 147886433; NCBITaxon: 29176,,Intraperitoneal application of NcMAG1 suspended in saponin adjuvants lead to protection against disease in 50% of animals vaccinated in a C57Bl/6 mouse cerebral infection model [PubMed: 19835644].,
VO:0011190,PsaA,protein,Streptococcus pneumoniae protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 605; NCBI Protein GI: 209867628; NCBITaxon: 1313,,"Vaccination with an RASV synthesizing full-length PsaA induced high titers of anti-PsaA antibodies in both systemic (IgG in serum) and mucosal (IgA in vaginal washes, nasal washes, and lung homogenates) sites. BALB/c (haplotype H2(d)) or C57BL/6 (haplotype H2(b)) mice vaccinated either orally or intranasally exhibited a significant reduction in colonization of nasopharyngeal tissues after intranasal challenge with S. pneumoniae strains compared to controls, although protection was not observed with all challenge strains. None of the vaccine constructs provided protection against intraperitoneal challenge with S. pneumoniae strain WU2 (serotype 3) [PubMed: 20479086].",
VO:0011191,NcPDI,protein,Neospora caninum protein,,protective antigen role,Neospora caninum tachyzoite,,,Oliver He|Allen Xiang,,Protegen ID: 606; NCBI Protein GI: 82568727; NCBITaxon: 29176,,A 90% protection rate was achieved following intra-nasal vaccination with recNcPDI emulsified in cholera toxin employing the C57Bl/6 mouse cerebral infection model when challenged with Neospora caninum tachyzoites [PubMed: 19835644].,
VO:0011192,Ply,protein,Streptococcus pneumoniae protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 607; NCBI Gene GI: 4441611; NCBI Protein GI: 116515376; NCBI Protein Accession: YP_817150; NCBITaxon: 373153,,"The protective effects a pneumolysin mutant (DeltaA146 Ply) against pneumococcal infections in mice was evaluated. Vaccinated mice were challenged with pneumococcal strain D39 at 1,500 times the LD50 (1.5 x 105 CFU) and the vaccinated mice survived significantly longer than control mice after challenge [PubMed: 20038538].",
VO:0011193,ClpP,protein,Streptococcus pneumoniae protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 608; NCBI Gene GI: 4441476; NCBI Protein GI: 116516216; NCBI Protein Accession: YP_816144; NCBITaxon: 373153,,"The protective effects of ATP-dependent caseinolytic protease (ClpP) was evaluated. Vaccinated mice were intraperitoneally and/or intranasally challenged with different pneumococcal strains. In intraperitoneal challenge models with pneumococcal strain D39 (serotype 2), clpP elicited some protection in mice [PubMed: 20038538].",
VO:0011194,LplA,protein,Streptococcus pneumoniae protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 609; NCBI Gene GI: 934072; NCBI Protein GI: 15903091; NCBI Protein Accession: NP_358641; NCBITaxon: 171101,,"The production of a recombinant vaccine was achieved following PCR amplification of putative lipoate protein ligase (Lpl), with subsequent cloning and expression of the genes in E. coli. The putative lipoate protein ligase (Lpl) , resulted in a reduced CFU titre and a trend towards reduced mortality in an animal sepsis model [PubMed: 18034862].",
VO:0011195,NcSRS2,protein,Neospora caninum protein,,protective antigen role,Neospora caninum tachyzoite,,,Oliver He|Allen Xiang,,Protegen ID: 610; NCBI Protein GI: 5579384; NCBITaxon: 29176,,"NcSAG1 and NcSRS2, the two major immunodominant tachyzoite surface antigens of the apicomplexan parasite Neospora caninum, were investigated for their potential as vaccine candidates in mice.  Results suggest that a combined DNA/recombinant antigen-vaccine, based on NcSAG1 and NcSRS2, respectively, exhibited a highly significant protective effect against experimentally induced cerebral neosporosis in mice [PubMed: 12741509].",
VO:0011196,NcSAG1,protein,Neospora caninum protein,,protective antigen role,Neospora caninum tachyzoite,,,Oliver He|Allen Xiang,,Protegen ID: 611; NCBI Protein GI: 4583447; NCBITaxon: 29176,,"NcSAG1 and NcSRS2, the two major immunodominant tachyzoite surface antigens of the apicomplexan parasite Neospora caninum, were investigated for their potential as vaccine candidates in mice. Results suggest that a combined DNA/recombinant antigen-vaccine, based on NcSAG1 and NcSRS2, respectively, exhibited a highly significant protective effect against experimentally induced cerebral neosporosis in mice [PubMed: 12741509].",
VO:0011197,PsrP,protein,Streptococcus pneumoniae protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 613; NCBI Gene GI: 7329552; NCBI Protein GI: 221232510; NCBI Protein Accession: YP_002511663; NCBITaxon: 561276,,Mice immunized with recombinant (r)PsrP(BR) had significantly less bacteria in their blood and improved survival versus controls following intranasal challenge [PubMed: 19627498].,
VO:0011198,MIC10,protein,Neospora caninum protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 614; NCBI Protein GI: 11141617; NCBITaxon: 29176,,"This study used an immunisation/challenge model of transplacental transmission, based on the Qs mouse with an Nc-Liverpool challenge to investigate the vaccine potential of a number of formulations based on four recombinant proteins of N. caninum.  A mixture of MIC10 and p24B produced partial protection against transplacental transmission of N. caninum in this mouse model [PubMed: 18789996].

Note:  MIC10 must be used in conjunction with p24B in order to confer protection against N. caninum.",
VO:0011199,SrtA,protein,Streptococcus pneumoniae protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 615; NCBI Gene GI: 4442999; NCBI Protein GI: 116515518; NCBI Protein Accession: YP_816547; NCBITaxon: 373153,,"Intraperitoneal immunization with recombinant SrtA was found to have  conferred to mice protection against S. pneumoniae intraperitoneal challenge and the passive transfer of immune serum before intraperitoneal challenge was also protective. Moreover, by using the intranasal challenge model,  significant reduction of bacteremia when mice were intraperitoneally immunized with SrtA was observed, while a moderate decrease of lung infection was achieved by intranasal immunization, even though no influence on nasopharynx colonization was seen [PubMed: 19433540].",
VO:0011200,NcMIC1,protein,Neospora caninum protein,,protective antigen role,Neospora caninum tachyzoite,,,Oliver He|Allen Xiang,,Protegen ID: 616; NCBI Protein GI: 17226315; NCBITaxon: 29176,,"Study assessed the potential protectivity of NcMIC1-based vaccination against experimental N. caninum infection in mice.  Quantitative real-time PCR revealed that the infection intensity was significantly reduced in the group vaccinated with recNcMIC1 antigen.  Serological analysis showed that only recNcMIC1-immunized animals generated detectable antibody levels recognizing native NcMIC1. Thus, of all protocols applied, only recNcMIC1 vaccination appears to be suited to reduce cerebral infection in mice challenged with N. caninum tachyzoites [PubMed: 16108562].",
VO:0011201,GltX,protein,Streptococcus pneumoniae protein,,protective antigen role,,,,Oliver He|Allen Xiang,,Protegen ID: 617; NCBI Gene GI: 931970; NCBI Protein GI: 15901888; NCBI Protein Accession: NP_346492; NCBITaxon: 170187,,"Glutamyl tRNA synthetase (GtS) has been found to be among the Streptococcus pneumoniae cell wall-derived proteins that have age-dependent immunogenicity in children. Here, GtS was cloned, expressed, and purified and then was used to immunize 7-week-old BALB/c OlaHsd mice. Thirty-nine percent of rGtS-immunized mice survived a lethal bacterial challenge, whereas no control mice survived [PubMed: 17703427].",
