ID,LABEL,inSubset,Comment,Parent,alternative label,definition,definition source,term editor,editor note,term tracker item,target receptor,induces immune profile,derives from,equivalent axioms,,,,,
VO:0005482,SLA-AF vaccine adjuvant,vaccine adjuvant,VAC,TLR agonist vaccine adjuvant,SLA-AF,A vaccine adjuvant is an oil-in-water emulsion that induces Th1-based immune response.,https://www.ncbi.nlm.nih.gov/pubmed/?term=32983577|https://www.ncbi.nlm.nih.gov/pubmed/?term=35459225,Valerie Soza|Ari Joffe|Wolfgang Leitner|Oliver He,"Chemical Nature: Small molecule
Mechanism of Action: Innate Immune Activation
Immune profile induced: n/a

Route of immunization: IM
Point of Contact: Valerie Soza, AAHI

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=32983577
https://www.ncbi.nlm.nih.gov/pubmed/?term=35459225",,Toll-like receptor,Th1-biased immune profile,,,,,,,
VO:0005483,CAF01 vaccine adjuvant,vaccine adjuvant,VAC,liposome-based vaccine adjuvant,CAF01|CAF-01,A vaccine adjuvant is a gadoteridol-loaded cationic adjuvant formulation 01 that induced a Th1/Th17 type of immune response.,https://clinicaltrials.gov/ct2/show/NCT00922363|https://clinicaltrials.gov/ct2/show/NCT01009762|https://clinicaltrials.gov/ct2/show/NCT01141205|https://clinicaltrials.gov/ct2/show/NCT02787109|https://clinicaltrials.gov/ct2/show/NCT03926728|https://www.ncbi.nlm.nih.gov/pubmed/?term=18776936|https://www.ncbi.nlm.nih.gov/pubmed/?term=21124731|https://www.ncbi.nlm.nih.gov/pubmed/?term=26394776|https://www.ncbi.nlm.nih.gov/pubmed/?term=29358939|https://www.ncbi.nlm.nih.gov/pubmed/?term=29699790|https://www.ncbi.nlm.nih.gov/pubmed/?term=30291987|https://www.ncbi.nlm.nih.gov/pubmed/?term=30555488|https://www.ncbi.nlm.nih.gov/pubmed/?term=31539263|https://www.ncbi.nlm.nih.gov/pubmed/?term=34044110,Gabriel Kristian Pedersen|Ari Joffe|Wolfgang Leitner|Oliver He,"Chemical Nature: Liposome system
Mechanism of Action: n/a
Immune profile induced: Th1/Th17

Route of immunization: IP, IM, IN, SQ, ID, SC, SL, intratracheal, endotracheal, Fish vaccination
Point of Contact: Gabriel Kristian Pedersen, Staten Serum Institute (SSI)

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=31539263
https://www.ncbi.nlm.nih.gov/pubmed/?term=30555488
https://www.ncbi.nlm.nih.gov/pubmed/?term=29699790
https://www.ncbi.nlm.nih.gov/pubmed/?term=34044110
https://www.ncbi.nlm.nih.gov/pubmed/?term=26394776
https://www.ncbi.nlm.nih.gov/pubmed/?term=18776936
https://www.ncbi.nlm.nih.gov/pubmed/?term=30291987
https://www.ncbi.nlm.nih.gov/pubmed/?term=21124731
https://www.ncbi.nlm.nih.gov/pubmed/?term=29358939
https://www.ncbi.nlm.nih.gov/pubmed/?term=33072125
https://www.ncbi.nlm.nih.gov/pubmed/?term=35585969
https://www.ncbi.nlm.nih.gov/pubmed/?term=26494626
https://www.ncbi.nlm.nih.gov/pubmed/?term=26379666
https://www.ncbi.nlm.nih.gov/pubmed/?term=35124896
https://www.ncbi.nlm.nih.gov/pubmed/?term=34358167
https://www.ncbi.nlm.nih.gov/pubmed/?term=29541075
https://www.ncbi.nlm.nih.gov/pubmed/?term=31130946
https://www.ncbi.nlm.nih.gov/pubmed/?term=31906072
https://www.ncbi.nlm.nih.gov/pubmed/?term=32106599
https://www.ncbi.nlm.nih.gov/pubmed/?term=19492047
https://www.ncbi.nlm.nih.gov/pubmed/?term=33422991
https://www.ncbi.nlm.nih.gov/pubmed/?term=28414746
https://www.ncbi.nlm.nih.gov/pubmed/?term=33066267
https://www.ncbi.nlm.nih.gov/pubmed/?term=27958370
https://www.ncbi.nlm.nih.gov/pubmed/?term=23308247
https://www.ncbi.nlm.nih.gov/pubmed/?term=30984200
https://www.ncbi.nlm.nih.gov/pubmed/?term=20505822
https://www.ncbi.nlm.nih.gov/pubmed/?term=27525651
https://www.ncbi.nlm.nih.gov/pubmed/?term=23873630

Ongoing clinical trials:
https://clinicaltrials.gov/ct2/show/NCT00922363
https://clinicaltrials.gov/ct2/show/NCT01009762
https://clinicaltrials.gov/ct2/show/NCT02787109
https://clinicaltrials.gov/ct2/show/NCT01141205
https://clinicaltrials.gov/ct2/show/NCT03926728",,C-type lectin domain family 4 member E,Th1/Th17 mixed immune profile,,,,,,,
VO:0005507,Bl-Eng2 vaccine adjuvant,vaccine adjuvant,VAC,microbial derivative vaccine adjuvant,Bl-Eng2,Vaccine adjuvant that is primarily composed of protein and actives innate immune pathways to induce a mixed Th1/Th2 response.,Pubmed:28793349|Pubmed:31900406,Nilufer kosar|Jie Zheng|Marcel Wuethrich,"Chemical Nature: protein
Mechanism of Action: Activation of innate immune pathways
Immune profile induced: Th1/Th2

Route of immunization: SC, IN, SQ
Point of Contact: Marcel Wuethrich, University of Wisconsin

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=28793349
https://www.ncbi.nlm.nih.gov/pubmed/?term=31900406

Ongoing clinical trials:
none",https://github.com/vaccineontology/VO/issues/730,C-type lectin domain family 6 member A | C-type lectin domain family 4 member E,Th1/Th2 mixed immune profile,,,,,,,
VO:0005508,Bl-Eng2+Adjuplex vaccine adjuvant,vaccine adjuvant,VAC,combination vaccine adjuvant,Bl-Eng2+Adjuplex,Combination vaccine adjuvant contains both Bl-Eng2 and adjuplex vaccine adjuvants and is able to induce a mixed Th1/Th2 response.,Pubmed:33735218,Nilufer kosar|Jie Zheng|Marcel Wuethrich,"Chemical Nature: Protein, Combination adjuvant
Mechanism of Action: Activation of innate immune pathways
Immune profile induced: Th1/Th2

Route of immunization: IN
Point of Contact: Marcel Wuethrich, University of Wisconsin

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=33735218

Ongoing clinical trials:
none",https://github.com/vaccineontology/VO/issues/731,,Th1/Th2 mixed immune profile,,,,,,,
VO:0005509,IL-12-MOP (CTX-1796) vaccine adjuvant,vaccine adjuvant,VAC,nucleic acid vaccine adjuvant,IL-12-MOP (CTX-1796),Nucleic acid vaccine adjuvant that targets on cytokine receptor to induce a Th1-based response.,Pubmed:39047117,Nilufer kosar|Jie Zheng|Romain Micol,"Chemical Nature: nucleic acid
Mechanism of Action: Cytokine Receptor
Immune profile induced: Th1-biased

Route of immunization: IM
Point of Contact: Romain Micol, Combined Therapeutics

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=39047117

Ongoing clinical trials:
none",https://github.com/vaccineontology/VO/issues/740,,Th1-biased immune profile,,,,,,,
VO:0005510,EVAX-B vaccine adjuvant,vaccine adjuvant,VAC,emulsion vaccine adjuvant,EVAX-B,"Botryococcene oil-in-water emulsion vaccine adjuvant made by EVAX Inc., which targets to induce a mixed Th1/Th2 response.",Pubmed:33051497,Nilufer kosar|Jie Zheng|Chase Kempinski,"Chemical Nature: Emulsion
Mechanism of Action: Botryococcene oil-in-water emulsion
Immune profile induced: Mixed Th1/Th2
Route of immunization: SQ
Point of Contact: Chase Kempinski , EVAX Inc.
Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=33051497
Ongoing clinical trials:
none",https://github.com/vaccineontology/VO/issues/759,,Th1/Th2 mixed immune profile,,,,,,,
VO:0005511,EVAX-S vaccine adjuvant,vaccine adjuvant,VAC,emulsion vaccine adjuvant,EVAX-S,"Squalene oil-in-water emulsion vaccine adjuvant made by EVAX Inc., which targets to induce a mixed Th1/Th2 response.",Pubmed:33051497,Nilufer kosar|Jie Zheng|Chase Kempinski,"Chemical Nature: Emulsion
Mechanism of Action: Squalene oil-in-water emulsion
Immune profile induced: Mixed Th1/Th2

Route of immunization: SQ
Point of Contact: Chase Kempinski , EVAX Inc.

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=33051497

Ongoing clinical trials:
none",https://github.com/vaccineontology/VO/issues/760,,Th1/Th2 mixed immune profile,,,,,,,
VO:0005512,ME-F-1051 (VesiVax®) vaccine adjuvant,vaccine adjuvant,VAC,liposome-based vaccine adjuvant,ME-F-1051 (VesiVax®)|ME-F-1051,Vaccine adjuvant based on VesiVax® liposome.,Pubmed:16713037|Pubmed:19835825|Pubmed:21545821|Pubmed:23313243|Pubmed:26312747|Pubmed:27997339|Pubmed:28922045|Pubmed:29420901|Pubmed:3568049,Jie Zheng|Gary Fujii|Molecular Express,"Chemical Nature: VesiVax® liposome
Mechanism of Action: none
Immune profile induced: none

Route of immunization: SQ prime and IN boost, SQ, Combination sub-cheek, IN and ID, IN prime and sub-cheek boosts
Point of Contact: Gary Fujii, Molecular Express

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=16713037
https://www.ncbi.nlm.nih.gov/pubmed/?term=17981684
https://www.ncbi.nlm.nih.gov/pubmed/?term=19835825
https://www.ncbi.nlm.nih.gov/pubmed/?term=21545821
https://www.ncbi.nlm.nih.gov/pubmed/?term=23313243
https://www.ncbi.nlm.nih.gov/pubmed/?term=26312747
https://www.ncbi.nlm.nih.gov/pubmed/?term=27997339
https://www.ncbi.nlm.nih.gov/pubmed/?term=28922045
https://www.ncbi.nlm.nih.gov/pubmed/?term=29420901
https://www.ncbi.nlm.nih.gov/pubmed/?term=3568049

Ongoing clinical trials:
none",https://github.com/vaccineontology/VO/issues/784,,,,,,,,,
VO:0005513,ME-F-1122 vaccine adjuvant,vaccine adjuvant,VAC,liposome-based vaccine adjuvant,ME-F-1122,ME-F-1122 is a Liposome-based vaccine adjuvant with TLR4 agonist to induce a mixed Th1/Th2 response..,Pubmed:23313243|Pubmed:26312747|Pubmed:27997339|Pubmed:35680499|Pubmed:19835825|Pubmed:21545821|Pubmed:16713037,Jie Zheng|Gary Fujii|Molecular Express,"Chemical Nature: Natural compound - Liposome formulation with TLR4 agonist
Mechanism of Action: none
Immune profile induced: Mixed Th1/Th2

Route of immunization: SQ, Combination of sub-cheek, IN and ID, IN prime with sub-cheek boosts,
Point of Contact: Gary Fujii, Molecular Express

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=23313243
https://www.ncbi.nlm.nih.gov/pubmed/?term=26312747
https://www.ncbi.nlm.nih.gov/pubmed/?term=27997339
https://www.ncbi.nlm.nih.gov/pubmed/?term=35680499
https://www.ncbi.nlm.nih.gov/pubmed/?term=19835825
https://www.ncbi.nlm.nih.gov/pubmed/?term=21545821
https://www.ncbi.nlm.nih.gov/pubmed/?term=16713037

Ongoing clinical trials:
none",https://github.com/vaccineontology/VO/issues/785,,Th1-biased immune profile,,,,,,,
VO:0005514,CpG 1018 vaccine adjuvant,vaccine adjuvant,VAC,CpG DNA vaccine adjuvant,CpG 1018|ISS 1018 CpG ODN|ISS 1018 CpG oligodeoxynucleotide|ISS-1018,Short class B CpG-containing sequence with phosphorothioate-linked nucleotides that is able to induce a Th1-biased response.,Pubmed:24464743|Pubmed:33649322|Pubmed:33873199|Pubmed:33888840|Pubmed:38570604|Pubmed:35927132|Pubmed:35869085|Pubmed:37703367|Pubmed:39231203|https://www.cancer.gov/publications/dictionaries/cancer-drug/def/iss-1018-cpg-oligodeoxynucleotide|https://www.drugbank.ca/drugs/DB05463,Jie Zheng|Ben Wizel|Dynavax,"Chemical Nature: Nucleic acid
Mechanism of Action: CpG 1018 is a short class B CpG-containing sequence with phosphorothioate-linked nucleotides
Immune profile induced: Th1-biased

Route of immunization: IN, IM
Point of Contact: Ben Wizel, Dynavax

Pubmed References:
https://www.ncbi.nlm.nih.gov/pubmed/?term=24464743
https://www.ncbi.nlm.nih.gov/pubmed/?term=33649322
https://www.ncbi.nlm.nih.gov/pubmed/?term=33873199
https://www.ncbi.nlm.nih.gov/pubmed/?term=33888840
https://www.ncbi.nlm.nih.gov/pubmed/?term=38570604
https://www.ncbi.nlm.nih.gov/pubmed/?term=35927132
https://www.ncbi.nlm.nih.gov/pubmed/?term=35869085
https://www.ncbi.nlm.nih.gov/pubmed/?term=37703367
https://www.ncbi.nlm.nih.gov/pubmed/?term=39231203

Ongoing clinical trials:
https://clinicaltrials.gov/ct2/show/ACTRN12624000064505
https://clinicaltrials.gov/ct2/show/NCT06334393
https://clinicaltrials.gov/ct2/show/NCT04177355
https://clinicaltrials.gov/ct2/show/NCT04672395
https://clinicaltrials.gov/ct2/show/NCT05188677
https://clinicaltrials.gov/ct2/show/NCT05011526
https://clinicaltrials.gov/ct2/show/NCT05364242
https://clinicaltrials.gov/ct2/show/NCT04956224
https://clinicaltrials.gov/ct2/show/NCT0486456
https://clinicaltrials.gov/ct2/show/ACTRN12620001177943
https://clinicaltrials.gov/ct2/show/NCT00251394
https://clinicaltrials.gov/ct2/show/NCT01282762
https://clinicaltrials.gov/ct2/show/NCT00346086
https://clinicaltrials.gov/ct2/show/NCT06569823
https://clinicaltrials.gov/ct2/show/NCT05245838
https://clinicaltrials.gov/ct2/show/NCT05506969",https://github.com/vaccineontology/VO/issues/787,Toll-like receptor 9,Th1-biased immune profile,,,,,,,
VO:0005515,7DW8-5 vaccine adjuvant,vaccine adjuvant,VAC,synthetic vaccine adjuvant,7DW8-5,"Small molecule, synthetic derivative of natural compound (galactosylceramide) that induces Th1/Th2/Th17 response.",PMID:28483194,Jie Zheng|Moriya Tsuji|Josh Monickaraj,,,,Th1-biased immune profile,,,,,,,
VO:0005516,1P7 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,CpG DNA vaccine adjuvant,1P7,1P7 is a CpG DNA vaccine adjuvant.,PMID:18479788,Josh Monickaraj,,,Toll-like receptor 9,Th1-biased immune profile,,,,,,,
VO:0005517,3DSNA vaccine adjuvant,vaccine adjuvant,AdjuvareDB,particulate antigen delivery system vaccine adjuvant,3DSNA,3DSNA is a particulate antigen delivery system vaccine adjuvant Th1-biased immune profile.,PMID:31244959,Taiyu Lin,,,Toll-like receptor 9,Th1-biased immune profile,,,,,,,
VO:0005518,3pRNA vaccine adjuvant,vaccine adjuvant,AdjuvareDB,nucleic acid vaccine adjuvant,3pRNA,Triphosphate RNA (3pRNA) is a RIG-I Ligand.,PMID:26819202,Yuping Zheng,,,interferon-induced helicase C domain-containing protein 1,Th1-biased immune profile,,,,,,,
VO:0005519,TLR1 agonist vaccine adjuvant,vaccine adjuvant,category,vaccine adjuvant,,Vaccine adjuvant that stimulates TLR1 to enhance the immune response to vaccination.,,Jie Zheng,,,Toll-like receptor 1,,,('vaccine adjuvant' and 'target receptor' some 'Toll-like receptor 1'),,,,,
VO:0005520,ADP-ribosylating vaccine adjuvant,vaccine adjuvant,AdjuvareDB,microbial derivative vaccine adjuvant,ADP-ribosylating adjuvant,ADP-ribosylating adjuvant is a microbial derivative vaccine adjuvant that induces Th1/Th17 mixed immune profile.,PMID:35418673,Le Liu,,,,Th1/Th17 mixed immune profile,,,,,,,
VO:0005521,AH:CpG vaccine adjuvant,vaccine adjuvant,AdjuvareDB,combination vaccine adjuvant,AH:CpG,AH:CpG is a combination vaccine adjuvant that induces Th1-biased immune profile.,PMID:34031655,Le Liu,,,Toll-like receptor 9,Th1-biased immune profile,,,,,,,
VO:0005522,Aikejia vaccine adjuvant,vaccine adjuvant,AdjuvareDB,microbial derivative vaccine adjuvant,Aikejia,Aikejia is a microbial derivative vaccine adjuvant Th1-biased immune profile.,PMID:31293651,Taiyu Lin,,,,Th1-biased immune profile,,,,,,,
VO:0005523,Al-BSA-Ce6 NPs vaccine adjuvant,vaccine adjuvant,AdjuvareDB,particulate antigen delivery system vaccine adjuvant,Al-BSA-Ce6 NPs,Al-BSA-Ce6 NPs is a particulate antigen delivery system vaccine adjuvant Th1-biased immune profile.,PMID:32240675,Taiyu Lin,,,,Th1-biased immune profile,,,,,,,
VO:0005524,Alarmin vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,Alarmin|Alarmin IL-33,"A substance that signals tissue and cell damage. In this context, it refers to Interleukin-33 (IL-33).",PMID:24448242,Yuping Zheng,,,,Th1-biased immune profile,,,,,,,
VO:0005525,ALF vaccine adjuvant,vaccine adjuvant,AdjuvareDB,liposome-based vaccine adjuvant,ALF,"A family of anionic liposome-based adjuvants containing synthetic phospholipids, cholesterol, and monophosphoryl lipid A (MPLA).",PMID:29432824,Yuping Zheng,,,,Th2-biased immune profile,,,,,,,
VO:0005526,Algel-IMDQ vaccine adjuvant,vaccine adjuvant,AdjuvareDB,combination vaccine adjuvant,Algel-IMDQ,Algel-IMDQ is a combination vaccine adjuvant that induces Th1-biased immune profile.,PMID:33485468,Le Liu,,,Toll-like receptor 7 | Toll-like receptor 8,Th1-biased immune profile,,,,,,,
VO:0005527,AlO(OH)-polymer nanoparticle vaccine adjuvant,vaccine adjuvant,AdjuvareDB,particulate antigen delivery system vaccine adjuvant,AlO(OH)-polymer nanoparticles,AlO(OH)-polymer nanoparticles is a Nano-sized vaccine carriers derived from aluminum hydroxide gel..,PMID:29375970,Yuping Zheng,,,,Th1-biased immune profile,,,,,,,
VO:0005528,Alum and IL-10 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,combination vaccine adjuvant,Alum and IL-10,"Alum refers to Aluminium adjuvant or Alum Compounds, which are Adjuvants, Immunologic used in vaccines to enhance the immune response. IL-10 is a key cytokine that limits excessive immune responses.",PMID:29349774,Yuping Zheng,,,,Th2-biased immune profile,,,,,,,
VO:0005529,Alum/CpG-based formulation vaccine adjuvant,vaccine adjuvant,AdjuvareDB,combination vaccine adjuvant,Alum/CpG-based formulation,A combination of aluminum-containing adjuvants (Alum) with oligodeoxynucleotides containing CpG motifs (a TLR9 agonist) adsorbed to Alum.,PMID:28220116,Yuping Zheng,,,Toll-like receptor 9,Th1/Th2 mixed immune profile,,,,,,,
VO:0005530,AmpB vaccine adjuvant,vaccine adjuvant,AdjuvareDB,microbial derivative vaccine adjuvant,AmpB,AmpB is a microbial derivative vaccine adjuvant Th1-biased immune profile.,PMID:30470547,Taiyu Lin,,,Toll-like receptor 2 | Toll-like receptor 4,Th1-biased immune profile,,,,,,,
VO:0005531,ANXA2 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,ANXA2,"Annexin A2 (ANXA2) is a pleiotropic, calcium-dependent, phospholipid-binding protein found intracellularly, membrane-bound, or secreted, existing as a monomer or heterotetramer. Monomeric ANXA2 (ANXA2m), particularly when overexpressed in low-oxygen conditions, acts as an adjuvant by inducing dendritic cell maturation through TLR2.",PMID:26885373,Yuping Zheng,,,,Th1-biased immune profile,,,,,,,
VO:0005532,AP vaccine adjuvant,vaccine adjuvant,AdjuvareDB,synthetic vaccine adjuvant,AP adjuvant,AP adjuvant is a synthetic vaccine adjuvant that induces Th1-biased immune profile.,PMID:34766215,Le Liu,,,Toll-like receptor 3,Th1-biased immune profile,,,,,,,
VO:0005533,APS vaccine adjuvant,vaccine adjuvant,AdjuvareDB,carbohydrate vaccine adjuvant,APS,Ccarbohydrate vaccine adjuvant that induces a mixed Th1/Th2 response,PMID:23006659,Josh Monickaraj,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0005534,AS01 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,combination vaccine adjuvant,AS01,"An Adjuvant System consisting of a TLR4 ligand, 3-O-desacyl-4'-monophosphoryl lipid A (MPL), and a saponin, QS-21.",PMID:29263880,Yuping Zheng,,,Toll-like receptor 4,Th1-biased immune profile,,,,,,,
VO:0005535,Babassu aqueous extract vaccine adjuvant,vaccine adjuvant,AdjuvareDB,carbohydrate vaccine adjuvant,Babassu aqueous extract,Carbohydrate vaccine adjuvant that induces a Th1 response,PMID:21276258,Josh Monickaraj,,,,Th1-biased immune profile,,,,,,,
VO:0005536,BVP22 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,fusion protein vaccine adjuvant,BVP22,BVP22 is a fusion protein adjuvant that induces TH1 reponse.,PMID:11440628|PMID:22720700,Josh Monickaraj,,,,Th1-biased immune profile,,,,,,,
VO:0005537,C3 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,fusion protein vaccine adjuvant,C3 adjuvant,C3 adjuvant is a molecular adjuvant that induces Th2 response.,PMID:16944576|PMID:8553069|PMID:11429124,Josh Monickaraj,,,,Th2-biased immune profile,,,,,,,
VO:0005538,C60(OH)22 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,synthetic vaccine adjuvant,C60(OH)22,C60(OH)22 is a synthetic vaccine adjuvant Th1-biased immune profile.,PMID:30678964,Taiyu Lin,,,Toll-like receptor,Th1-biased immune profile,,,,,,,
VO:0005539,CA-CpG vaccine adjuvant,vaccine adjuvant,AdjuvareDB,combination vaccine adjuvant,CA-CpG,Carbonate apatite (CA) nanoparticles containing CpG oligodeoxynucleotides (ODNs).,PMID:29720976,Yuping Zheng,,,Toll-like receptor 9,Th1-biased immune profile,,,,,,,
VO:0005540,CAF04 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,combination vaccine adjuvant,CAF04,Combination vaccine adjuvant contains CAF04 Th1-biased immune profile.,PMID:29964134,Taiyu Lin,,,C-type lectin domain family 4 member E,Th1-biased immune profile,,,,,,,
VO:0005541,CAF05 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,combination vaccine adjuvant,CAF05,CAF05 is a combination vaccine adjuvant that induces a mixed Th1/Th17 response.,PMID:22095092,Josh Monickaraj,,,Toll-like receptor 3,Th1/Th17 mixed immune profile,,,,,,,
VO:0005542,CAF06 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,synthetic vaccine adjuvant,CAF06,CAF06 is a synthetic vaccine adjuvant that induces mixed Th1/Th17 response.,PMID:21042837|PMID:30396811,Josh Monickaraj,,,C-type lectin domain family 4 member E,Th1/Th17 mixed immune profile,,,,,,,
VO:0005543,CAF19 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,emulsion vaccine adjuvant,CAF19,A nanoemulsion-based adjuvant containing a synthetic CMI-inducing mycobacterial monomycoloyl glycerol (MMG) analogue.,PMID:28516400,Yuping Zheng,,,C-type lectin domain family 4 member E,Th1/Th2 mixed immune profile,,,,,,,
VO:0005544,CAF23 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,combination vaccine adjuvant,CAF23,Combination vaccine adjuvant contains CAF23 Th1-biased immune profile.,PMID:30609354,Taiyu Lin,,,C-type lectin domain family 4 member E,Th1-biased immune profile,,,,,,,
VO:0005545,CAF24a vaccine adjuvant,vaccine adjuvant,AdjuvareDB,combination vaccine adjuvant,CAF24a,"A nanoemulsion engineered from the active components of CAF09 (dimethyldioctadecylammonium bromide, a synthetic monomycoloyl glycerol analog, and polyinosinic:polycytidylic acid), with a biodegradable squalane oil phase and varied surface charge by replacing DDA with zwitterionic distearoylphosphoethanolamine.",PMID:29760705,Yuping Zheng,,,Toll-like receptor 3 | C-type lectin domain family 4 member E,Th1-biased immune profile,,,,,,,
VO:0005546,Candida skin test reagent vaccine adjuvant,vaccine adjuvant,AdjuvareDB,microbial derivative vaccine adjuvant,Candida skin test reagent,microbial derivative vaccine adjuvant from C. albicans that induces a mixed Th1/Th17 response,PMID:24135577|PMID:30245818,Josh Monickaraj,,,C-type lectin domain family 7 member A,Th1/Th17 mixed immune profile,,,,,,,
VO:0005547,carbon-silica nanocomposite vaccine adjuvant,vaccine adjuvant,AdjuvareDB,particulate antigen delivery system vaccine adjuvant,carbon-silica nanocomposite,carbon-silica nanocomposite is a particulate antigen delivery system vaccine adjuvant Th1-biased immune profile.,PMID:31909977,Taiyu Lin,,,,Th1-biased immune profile,,,,,,,
VO:0005548,caspase-1 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,caspase-1,caspase-1 is a cytokine vaccine adjuvant that induces Th1/Th17 mixed immune profile.,PMID:35177300,Le Liu,,,,Th1/Th17 mixed immune profile,,,,,,,
VO:0005549,CBP-12 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,synthetic vaccine adjuvant,CBP-12,CBP-12 is a synthetic vaccine adjuvant that induces Th1-biased immune profile.,PMID:34158852,Le Liu,,,C-type lectin domain family 9 member A,Th1-biased immune profile,,,,,,,
VO:0005550,CCL19 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,CCL19,CCL19 is a cytokine vaccine adjuvant that prodices a mixed Th1/Th2 response.,PMID:23099886,Josh Monickaraj,,,,Th1/Th2 mixed immune profile,,,,,,,
VO:0005551,CCL21 and IL1β vaccine adjuvant,vaccine adjuvant,AdjuvareDB,combination vaccine adjuvant,CCL21 and IL1β,CCL21 and IL1β is a combination vaccine adjuvant that induces Th1/Th17 mixed immune profile.,PMID:36037155,Le Liu,,,,Th1/Th17 mixed immune profile,,,,,,,
VO:0005552,GPI-CCL28 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,GPI-CCL28,"A Chemokine, CC and Ccl28 protein, mouse, functioning as a mucosal adjuvant when GPI-anchored.",PMID:28067290,Yuping Zheng,,,,Th1-biased immune profile,,,,,,,
VO:0005553,CCL3 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,CCL3 adjuvant|CCL3,CCL3 adjuvant is a cytokine vaccine adjuvant that induces Th1 response.,PMID:20420712,Josh Monickaraj,,,,Th1-biased immune profile,,,,,,,
VO:0005554,CCL34 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,CCL34,CCL34 is a cytokine vaccine adjuvant Th1-biased immune profile.,PMID:32439945,Taiyu Lin,,,,Th1-biased immune profile,,,,,,,
VO:0005555,CCL5 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,CCL5 adjuvant,CCL5 adjuvant is a cytokine vaccine adjuvant that induces Th1 response.,PMID:20233026,Josh Monickaraj,,,,Th1-biased immune profile,,,,,,,
VO:0005556,CD226 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,cytokine vaccine adjuvant,CD226,"A co-stimulatory molecule belonging to the immunoglobulin superfamily, which is expressed on most NK cells, T cells, monocytes, and platelets, contributing to both innate and adaptive immune responses.",PMID:25582686,Yuping Zheng,,,,Th1-biased immune profile,,,,,,,
VO:0005557,CDG vaccine adjuvant,vaccine adjuvant,AdjuvareDB,microbial derivative vaccine adjuvant,CDG,A vaccine adjuvant that is the bacterial second messenger (3'-5')-cyclic-di-guanosine-monophosphate (c-di-GMP).,PMID:24307739,Yuping Zheng,,,protein MB21D1,Th1/Th2/Th17 mixed immune profile,,,,,,,
VO:0005558,CGAMP vaccine adjuvant,vaccine adjuvant,AdjuvareDB,nucleic acid vaccine adjuvant,CGAMP,CGAMP is a nucleic acid vaccine adjuvant that produces a mixed Th1/Th2 response.,PMID:23989956|PMID:36420215,Josh Monickaraj,,,protein MB21D1,Th1/Th2 mixed immune profile,,,,,,,
VO:0005559,Chitin vaccine adjuvant,vaccine adjuvant,AdjuvareDB,carbohydrate vaccine adjuvant,Chitin,"Carbohydrate vaccine adjuvant that induces bisaed Th2 response, but also smaller Th1/Th17 responses",PMID:20656945,Josh Monickaraj,,,C-type lectin domain family 7 member A | Toll-like receptor 2 | protein MB21D1,Th2-biased immune profile,,,,,,,
VO:0005560,CITCO vaccine adjuvant,vaccine adjuvant,AdjuvareDB,synthetic vaccine adjuvant,CITCO,CITCO is a cytokine vaccine adjuvant that induces Th1-biased immune profile.,PMID:33233444,Le Liu,,,,Th1-biased immune profile,,,,,,,
VO:0005573,CL429 vaccine adjuvant,vaccine adjuvant,AdjuvareDB,synthetic vaccine adjuvant,CL429,CL429 is a synthetic vaccine adjuvant Th1-biased immune profile.,PMID:30470547,Taiyu Lin,,,Toll-like receptor 2 | Toll-like receptor 6 | Toll-like receptor 9,Th1-biased immune profile,,,,,,,
