ID,LABEL,inSubset,Parent,alternative label,definition,definition source,term editor,seeAlso,editor note,VAC adjuvant ID,term tracker item,has molecular receptor,has role,induces immune profile,derives from,equivalent axioms
VO:0005301,Alhydroxiquim-ii vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,Alhydroxiquim-II,,https://vac.niaid.nih.gov/view?id=12|https://www.ncbi.nlm.nih.gov/pubmed/?term=33521604|https://www.ncbi.nlm.nih.gov/pubmed/?term=33654090,Sunil David|Wolfgang Leitner|Amogh Madireddi|Oliver He,,"Chemical Nature: Small molecule
Receptor: (1) TLR7, (2) TLR8
Mechanism of Action: TLR7/8 dual agonist - lymph node delivery
Immune profile induced: Th1-biased
Other Features/Characteristics: Promotes antibody affinity maturation
Point of Contact: Sunil David, Virovax",12,,,TLR7 receptor role|TLR8 receptor role,Th1-biased immune profile,,
VO:0005302,Adjuplex+gla vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,Adjuplex+GLA,,https://vac.niaid.nih.gov/view?id=15|https://www.ncbi.nlm.nih.gov/pubmed/?term=32984856|https://www.ncbi.nlm.nih.gov/pubmed/?term=33444400|https://www.ncbi.nlm.nih.gov/pubmed/?term=33767689,Marulasiddappa Suresh|Wolfgang Leitner|Amogh Madireddi|Oliver He,,"Chemical Nature: (1) Synthetic derivative of natural compound, (2) Emulsion, (3) Combination adjuvant, (4) Other
Receptor: TLR4
Mechanism of Action: Adjuplex enhances cross presentation to CD8 T cells and GLA stimulates TLR4 signaling
Immune profile induced: Mixed Th1/Th17
Other Features/Characteristics: None
Point of Contact: Marulasiddappa Suresh, UW Madison",15,,,TLR4 receptor role,Th1/Th17 mixed immune profile,,
VO:0005303,2f52 vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,2F52,,https://vac.niaid.nih.gov/view?id=8|https://www.ncbi.nlm.nih.gov/pubmed/?term=29751735,Dennis Carson|Wolfgang Leitner|Amogh Madireddi|Oliver He,,"Chemical Nature: Small molecule
Receptor: Dendritic cells (unknown receptor)
Mechanism of Action: Innate immune activation/enhancer
Immune profile induced: Mixed Th1/Th2
Other Features/Characteristics: None
Point of Contact: Dennis Carson, UCSD",8,,,,Th1/Th2 mixed immune profile,,
VO:0005324,Advax-cpg55.2 vaccine adjuvant,vaccine adjuvant,Advax-CpG vaccine adjuvant,Advax-CpG55.2,Advax-cpg vaccine adjuvant that includes an inulin-based polysaccharide (advax) and a cpg oligodeoxynucleotide cpg55.2.,https://pubmed.ncbi.nlm.nih.gov/32636840/|https://vac.niaid.nih.gov/view?id=38|https://www.ncbi.nlm.nih.gov/pubmed/?term=32849580|https://www.ncbi.nlm.nih.gov/pubmed/?term=33301675|https://www.ncbi.nlm.nih.gov/pubmed/?term=34069575,Nikolai Petrovsky|Wolfgang Leitner|Oliver He,,"Pubmed References:Chemical Nature: (1) combination adjuvant
Mechanism of Action: (1) complement, (2) dendritic cells, (3) other/unknown, (4) TLR9 Immune profile induced: mixed Th1
Other Features/Characteristics: (1) induces CD8 T cells, (2) provides innate protection, (3) anti-inflammatory, (4) promotes antibody affinity maturation, (5) effective in newborns, (6) high stability
By routes: SQ, IM
Point of Contact: Nikolai Petrovsky, Vaxine LTD",38,,,,Th1-biased immune profile,,
VO:0005325,Vsa-2 vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,VSA-2,Vaccine adjuvant that is synthesized by derivatizing a natural momordica saponin in one step.  vsa-2 is chemically stable. vsa-2 is much less toxic than qs-21.  vsa-2 is more th1-biased than qs-21. momordica saponins are isolated from widely available and sustainable sources.,https://vac.niaid.nih.gov/view?id=42|https://www.ncbi.nlm.nih.gov/pubmed/?term=32101001,Pengfei Wang|Wolfgang Leitner|Oliver He,,"Pubmed References:
Chemical Nature: (1) Synthetic derivative of natural compound
Mechanism of Action: unknown
Immune profile induced: mixed Th1/Th2
Other Features/Characteristics: (1) synthetic saponin with lower toxicity and higher stability than QS21
By routes: SQ
Point of Contact: Pengfei Wang, University of Alabama
https://www.ncbi.nlm.nih.gov/pubmed/?term=32101001",42,,,,Th1/Th2 mixed immune profile,,
VO:0005326,Vsa-1 vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,VSA-1,Vaccine adjuvant that is prepared by derivatizing a natural momordica saponin in one chemical step. vsa-1 is chemically more stable than qs-21. vsa-1 is much less toxic than qs-21. the momordica saponins are from sustainable sources and widely available.,https://vac.niaid.nih.gov/view?id=41|https://www.ncbi.nlm.nih.gov/pubmed/?term=31657920,Pengfei Wang|Wolfgang Leitner|Oliver He,,"Pubmed References:
Chemical Nature: (1) Synthetic derivative of natural compound
Mechanism of Action: unknown
Immune profile induced: mixed Th1/Th2
Other Features/Characteristics: (1) synthetic saponin with lower toxicity and higher stability than QS21
By routes: SQ
Point of Contact: Pengfei Wang, University of Alabama
https://www.ncbi.nlm.nih.gov/pubmed/?term=31657920",41,,,,Th1/Th2 mixed immune profile,,
VO:0005327,Rov-asp-1 vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,Recombinant O. volvulus activation-associated secreted protein-1|rOv-ASP-1,"Vaccine adjuvant that is a potent adjuvant for antibody and cellular responses to protein, polypeptide and small peptide antigens. rov-asp-1 stands for recombinant onchocerca volvulus activation-associated secreted protein-1.",https://vac.niaid.nih.gov/view?id=43|https://www.ncbi.nlm.nih.gov/pubmed/?term=1583768|https://www.ncbi.nlm.nih.gov/pubmed/?term=18341617|https://www.ncbi.nlm.nih.gov/pubmed/?term=18675867|https://www.ncbi.nlm.nih.gov/pubmed/?term=22615877|https://www.ncbi.nlm.nih.gov/pubmed/?term=24681229|https://www.ncbi.nlm.nih.gov/pubmed/?term=25736195|https://www.ncbi.nlm.nih.gov/pubmed/?term=26795365|https://www.ncbi.nlm.nih.gov/pubmed/?term=29764680|https://www.ncbi.nlm.nih.gov/pubmed/?term=32471056,Sara Lustigman|Wolfgang Leitner|Oliver He,,"Pubmed References:
Chemical Nature: (1) Protein
Mechanism of Action: unknown
Immune profile induced: Th1
Other Features/Characteristics: (1) Induces CD8 T cells, (2) provides innate protection, (3) promotes antibody affinity maturation.
By routes: IM
Point of Contact: Sara Lustigman, New York Blood Center",43,,,,Th1-biased immune profile,,
VO:0005329,Dmlt vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,dmLT,Vaccine adjuvant that includes double mutant of heat-labile e. coli toxin (lt) at r192g/l211a or lt(r192g/l211a),https://vac.niaid.nih.gov/view?id=13|https://www.ncbi.nlm.nih.gov/pubmed/?term=19897067|https://www.ncbi.nlm.nih.gov/pubmed/?term=21288994|https://www.ncbi.nlm.nih.gov/pubmed/?term=22202122|https://www.ncbi.nlm.nih.gov/pubmed/?term=23541621|https://www.ncbi.nlm.nih.gov/pubmed/?term=24453241|https://www.ncbi.nlm.nih.gov/pubmed/?term=25111827|https://www.ncbi.nlm.nih.gov/pubmed/?term=25803825|https://www.ncbi.nlm.nih.gov/pubmed/?term=26018536|https://www.ncbi.nlm.nih.gov/pubmed/?term=26305793|https://www.ncbi.nlm.nih.gov/pubmed/?term=26540197|https://www.ncbi.nlm.nih.gov/pubmed/?term=3578125|https://www.ncbi.nlm.nih.gov/pubmed/?term=4927082|https://www.ncbi.nlm.nih.gov/pubmed/?term=5216441|https://www.ncbi.nlm.nih.gov/pubmed/?term=5461379|https://www.ncbi.nlm.nih.gov/pubmed/?term=6803349,Elizabeth Norton|Wolfgang Leitner|Oliver He,,"Chemical Nature: protein
Mechanism of Action: CGM1 ganglioside, cAMP, inflammasome
Immune profile induced: mixed Th1/Th17
Other Features/Characteristics: Induces mucosal immunity (IM, ID, SQ, SL, oral, , transcutaneous), Induces epitope spreading, Promotes antibody affinity maturation, Effective in newborns, promotes antibody epitope spreading
By routes: IM, ID, SL, oral, SQ, IN, IP, intragastric, transcutaneous, transdermal, buccal, intrarectal
Point of Contact: Elizabeth Norton, Tulane University

https://www.ncbi.nlm.nih.gov/pubmed/?term=21288994
https://www.ncbi.nlm.nih.gov/pubmed/?term=6803349
https://www.ncbi.nlm.nih.gov/pubmed/?term=26540197
https://www.ncbi.nlm.nih.gov/pubmed/?term=4927082
https://www.ncbi.nlm.nih.gov/pubmed/?term=26305793
https://www.ncbi.nlm.nih.gov/pubmed/?term=25111827
https://www.ncbi.nlm.nih.gov/pubmed/?term=24453241
https://www.ncbi.nlm.nih.gov/pubmed/?term=22202122
https://www.ncbi.nlm.nih.gov/pubmed/?term=25803825
https://www.ncbi.nlm.nih.gov/pubmed/?term=23541621
https://www.ncbi.nlm.nih.gov/pubmed/?term=26018536
https://www.ncbi.nlm.nih.gov/pubmed/?term=5461379
https://www.ncbi.nlm.nih.gov/pubmed/?term=3578125
https://www.ncbi.nlm.nih.gov/pubmed/?term=5216441
https://www.ncbi.nlm.nih.gov/pubmed/?term=19897067
https://www.ncbi.nlm.nih.gov/pubmed/?term=25944298
https://www.ncbi.nlm.nih.gov/pubmed/?term=6424635
https://www.ncbi.nlm.nih.gov/pubmed/?term=3916310
https://www.ncbi.nlm.nih.gov/pubmed/?term=4826740
https://www.ncbi.nlm.nih.gov/pubmed/?term=2884428
https://www.ncbi.nlm.nih.gov/pubmed/?term=30778066
https://www.ncbi.nlm.nih.gov/pubmed/?term=4893257
https://www.ncbi.nlm.nih.gov/pubmed/?term=28063704
https://www.ncbi.nlm.nih.gov/pubmed/?term=4375349
https://www.ncbi.nlm.nih.gov/pubmed/?term=28792004
https://www.ncbi.nlm.nih.gov/pubmed/?term=25765967
https://www.ncbi.nlm.nih.gov/pubmed/?term=25483682
https://www.ncbi.nlm.nih.gov/pubmed/?term=30638799
https://www.ncbi.nlm.nih.gov/pubmed/?term=21326197
https://www.ncbi.nlm.nih.gov/pubmed/?term=31757774
https://www.ncbi.nlm.nih.gov/pubmed/?term=31427449
https://www.ncbi.nlm.nih.gov/pubmed/?term=6957164
https://www.ncbi.nlm.nih.gov/pubmed/?term=33465933
https://www.ncbi.nlm.nih.gov/pubmed/?term=33465933
https://www.ncbi.nlm.nih.gov/pubmed/?term=33465933
https://www.ncbi.nlm.nih.gov/pubmed/?term=31641151
https://www.ncbi.nlm.nih.gov/pubmed/?term=27133878
https://www.ncbi.nlm.nih.gov/pubmed/?term=27676456
https://www.ncbi.nlm.nih.gov/pubmed/?term=27226279
https://www.ncbi.nlm.nih.gov/pubmed/?term=22406456
https://www.ncbi.nlm.nih.gov/pubmed/?term=30787109
https://www.ncbi.nlm.nih.gov/pubmed/?term=24403527
https://www.ncbi.nlm.nih.gov/pubmed/?term=24403527
https://www.ncbi.nlm.nih.gov/pubmed/?term=30563789
https://www.ncbi.nlm.nih.gov/pubmed/?term=31757774
https://www.ncbi.nlm.nih.gov/pubmed/?term=30473185
https://www.ncbi.nlm.nih.gov/pubmed/?term=30248001
https://www.ncbi.nlm.nih.gov/pubmed/?term=24049109
https://www.ncbi.nlm.nih.gov/pubmed/?term=30797634
https://www.ncbi.nlm.nih.gov/pubmed/?term=31482013
https://www.ncbi.nlm.nih.gov/pubmed/?term=29771685
https://www.ncbi.nlm.nih.gov/pubmed/?term=31757774
https://www.ncbi.nlm.nih.gov/pubmed/?term=25444830

Clinical trials:
https://clinicaltrials.gov/ct2/show/NCT03922061
https://clinicaltrials.gov/ct2/show/NCT04232943
https://clinicaltrials.gov/ct2/show/NCT02531685
https://clinicaltrials.gov/ct2/show/NCT02052934
https://clinicaltrials.gov/ct2/show/NCT02531802
https://clinicaltrials.gov/ct2/show/NCT01147445
https://clinicaltrials.gov/ct2/show/NCT03548064
https://clinicaltrials.gov/ct2/show/ NCT01739231
https://clinicaltrials.gov/ct2/show/NCT03404674
https://clinicaltrials.gov/ct2/show/NCT03729219
https://clinicaltrials.gov/ct2/show/NCT04826094",13,,,,Th1/Th17 mixed immune profile,,
VO:0005330,Cpdi-01 vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,CPDI-01,,https://pubmed.ncbi.nlm.nih.gov/10516626/|https://pubmed.ncbi.nlm.nih.gov/10799917/|https://pubmed.ncbi.nlm.nih.gov/12538044/|https://pubmed.ncbi.nlm.nih.gov/19428909/|https://pubmed.ncbi.nlm.nih.gov/21723901/|https://pubmed.ncbi.nlm.nih.gov/9013982/|https://vac.niaid.nih.gov/view?id=39,Joseph Vetro|Wolfgang Leitner|Oliver He,,"Chemical Nature: (1) other (Peptide)
Mechanism of Action: C5aR1 on mononuclear phagocytes
Immune profile induced: mixed Th1/Th2
Other Features/Characteristics: (1) Induces CD8 T cells, (2) provides innate protection, (3) promotes antibody affinity maturation.
By routes: SQ, IP, IV.
Point of Contact: Joseph Vetro, University of Nebraska Medical Center
https://pubmed.ncbi.nlm.nih.gov/9013982/, https://pubmed.ncbi.nlm.nih.gov/9013982/, https://pubmed.ncbi.nlm.nih.gov/10516626/, https://pubmed.ncbi.nlm.nih.gov/10799917/, https://pubmed.ncbi.nlm.nih.gov/10799917/, https://pubmed.ncbi.nlm.nih.gov/12538044/, https://pubmed.ncbi.nlm.nih.gov/19428909/, https://pubmed.ncbi.nlm.nih.gov/21723901/",39,,,,Th1/Th2 mixed immune profile,,
VO:0005337,Um-3005 vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,UM-3005,"Vaccine adjuvant that includes um-3005, a small molecule tlr7/8 agonist that can stimulate th1-biased immune profile.",https://vac.niaid.nih.gov/view?id=47|https://www.ncbi.nlm.nih.gov/pubmed/32210973,Helene Bazin-Lee|Wolfgang Leitner|Oliver He|Ani M. Bernardi,,"Chemical Nature: (1) small molecule
Mechanism of Action: TLR7/8 agonist
Immune profile induced: Th1-biased
Route of immunization: IM
Point of Contact: Helene Bazin-Lee, InImmune",47,,,TLR7 receptor role|TLR8 receptor role,Th1-biased immune profile,,
VO:0005353,Um-3004 vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,UM-3004,"Vaccine adjuvant that includes um-3004, a small molecule tlr7/8 agonist that can stimulate th1-biased immune profile.",https://vac.niaid.nih.gov/view?id=46|https://www.ncbi.nlm.nih.gov/pubmed/32210973,Helene Bazin-Lee|Wolfgang Leitner|Oliver He|Ani M. Bernardi,,"Chemical Nature: (1) small molecule
Mechanism of Action: TLR7/8 agonist
Immune profile induced: Th1-biased
Route of immunization: IM
Point of Contact: Helene Bazin-Lee, University of Montana",46,,,TLR7 receptor role|TLR8 receptor role,Th1-biased immune profile,,
VO:0005354,Um-3003 vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,UM-3003,"Vaccine adjuvant that includes um-3003, a small molecule tlr7/8 agonist that can stimulate th1-biased immune profile.",https://vac.niaid.nih.gov/view?id=45|https://www.ncbi.nlm.nih.gov/pubmed/32210973,Helene Bazin-Lee|Wolfgang Leitner|Oliver He|Ani M. Bernardi,,"Chemical Nature: (1) small molecule
Mechanism of Action: TLR7/8 agonist
Immune profile induced: Th1-biased
Route of immunization: IM
Point of Contact: Helene Bazin-Lee, University of Montana",45,,,TLR7 receptor role|TLR8 receptor role,Th1-biased immune profile,,
VO:0005355,Lta1 vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,LTA1,"Vaccine adjuvant made from the a subunit of heat-labile (lt) enterotoxin of enterotoxigenic escherichia coli (etec). this lta1 adjuvant is able to induce th1, th2, and th17 immune responses.",https://vac.niaid.nih.gov/view?id=44|https://www.ncbi.nlm.nih.gov/pubmed/22526674|https://www.ncbi.nlm.nih.gov/pubmed/26305793|https://www.ncbi.nlm.nih.gov/pubmed/31427449|https://www.ncbi.nlm.nih.gov/pubmed/31641151|https://www.ncbi.nlm.nih.gov/pubmed/31929548|https://www.ncbi.nlm.nih.gov/pubmed/33986280|https://www.ncbi.nlm.nih.gov/pubmed/34516780|https://www.ncbi.nlm.nih.gov/pubmed/6957164,Elizabeth Norton|Wolfgang Leitner|Oliver He|Ani M. Bernardi,,"Chemical Nature: (1) Protein
Mechanism of Action: cAMP, inflammasome induction
Immune profile induced: mixed Th1/Th2/Th17
Other Features/Characteristics: (1) Induces mucosal immunity, (2) Induces epitope spreading, (3) Promotes antibody affinity maturation, (4) Promotes antibody epitope spreading, (5) High stability
Route of immunization: IM, IN, SL, ID, IP
Point of Contact: Elizabeth Norton, Tulane University",44,,,,Th1-biased immune profile|Th17 immune profile|Th2-biased immune profile,,
VO:0005356,Adjuvax vaccine adjuvant,vaccine adjuvant,carbohydrate vaccine adjuvant,,Carbohydrate vaccine adjuvant that is a glucan carbohydrate microcapsules with a beta(1-3)/beta(1-6) - linked glucan structure to allow targeting of antigens to macrophages or neutrophils through interactions with the beta-glucan receptor found uniquely on the surface of these cell types. adjuvax- ligand complexes are formed by physically entrapping or crosslinking the ligand within the beta-glucan.,DOI: 10.1021,Randi Vita|Oliver He,,,,,,,,,
VO:0005357,Advax-cpg vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,Advax-2|Advax-SM|Advax-CpG,Vaccine adjuvant that includes an inulin-based polysaccharide (advax) and a cpg oligodeoxynucleotide (odn).,https://pubmed.ncbi.nlm.nih.gov/32636840/|https://www.ncbi.nlm.nih.gov/pubmed/?term=32849580|https://www.ncbi.nlm.nih.gov/pubmed/?term=33301675|https://www.ncbi.nlm.nih.gov/pubmed/?term=34069575,Nikolai Petrovsky|Wolfgang Leitner|Oliver He,,"Pubmed References:Chemical Nature: (1) combination adjuvant
Mechanism of Action: (1) complement, (2) dendritic cells, (3) other/unknown, (4) TLR9 Immune profile induced: mixed Th1
Other Features/Characteristics: (1) induces CD8 T cells, (2) provides innate protection, (3) anti-inflammatory, (4) promotes antibody affinity maturation, (5) effective in newborns, (6) high stability
By routes: SQ, IM
Point of Contact: Nikolai Petrovsky, Vaxine LTD",,,,,Th1-biased immune profile,,
VO:0005358,As01b vaccine adjuvant,vaccine adjuvant,combination vaccine adjuvant,,"Combination vaccine adjuvant includes 3-o-desacyl-4'-monophosphoryl lipid a (mpl) from salmonella minnesota and a saponin molecule (qs-21) purified from plant extract quillaja saponaria molina, combined in a liposomal formulation consisting of dioleoyl phosphatidylcholine (dopc) and cholesterol in phosphate-buffered saline solution.","https://www.fda.gov/media/107538/download#:~:text=The%20AS01B%20adjuvant%20suspension%20is,DOPC)%20and%20cholesterol%20in%20phosphate%2D",Randi Vita|Oliver He,,,,,,,,,
VO:0005359,As02a vaccine adjuvant,vaccine adjuvant,AS02 vaccine adjuvant,As02a,"As02 vaccine adjuvant contains 50 ug mpl and 50ug qs21, 250ul of sb62 (oil/water emulsion) in phosphate buffered saline (pbs) per volume of 0.5 ml.",https://clinicaltrials.gov/ct2/show/NCT00308061,,,,,,,,,,
VO:0005360,Chitosan vaccine adjuvant,vaccine adjuvant,carbohydrate vaccine adjuvant,,Carbohydrate vaccine adjuvant that is aminoglycan consisting of beta-(1->4)-linked d-glucosamine residues.,CHEBI:16261|PMID:24346613,Randi Vita|Oliver He,,,,,,,,,
VO:0005361,Montanide ims 1313 vaccine adjuvant,vaccine adjuvant,Montanide vaccine adjuvant,IMS 1313 N VGPR|IMS-1313,Montanide vaccine adjuvant that is a water-dispersed liquid ims 1313 nanoparticle combined with an immuno-stimulating compound.,https://scialert.net/abstract/?doi=ijps.2018.167.174,Randi Vita|Oliver He,,,,,,,,,
VO:0005362,Montanide isa 206 vaccine adjuvant,vaccine adjuvant,Montanide vaccine adjuvant,ISA-206,Water-dispersed liquid nanoparticle combined with an immuno-stimulating compound.,PMID:8961504,Randi Vita|Oliver He,,,,,,,,,
VO:0005363,Montanide isa 50 vaccine adjuvant,vaccine adjuvant,Montanide vaccine adjuvant,ISA-50,"Montanide vaccine adjuvant that mannide oleate derivative in a mineral oil solution ( seppic sa, france).",http://vetarhiv.vef.unizg.hr/papers/74-2/raman.pdf,Randi Vita|Oliver He,,,,,,,,,
VO:0005364,Tomatine vaccine adjuvant,vaccine adjuvant,carbohydrate vaccine adjuvant,,"Carbohydrate vaccine adjuvant that is tomatidine in which the hydroxy group at position 3 is linked to lycotetraose, a tetrasaccharide composed of two units of d-glucose, one unit of d-xylose, and one unit of d-galactose.",CHEBI:9630,Randi Vita|Oliver He,,,,,,,,,
VO:0005365,Zymosan vaccine adjuvant,vaccine adjuvant,carbohydrate vaccine adjuvant,,Carbohydrate vaccine adjuvant that polysaccharide prepared from the cell wall of saccaromyces cerevisiae (bakers' yeast).,PMID:11380697,Randi Vita|Oliver He,,,,,,,,,
VO:0005366,Xtendiii vaccine adjuvant,vaccine adjuvant,emulsion vaccine adjuvant,,"Emulsion vaccine adjuvant that is oil-based adjuvant (adjuvant xtendiii®; grand laboratories, larchwood, ia).",,Randi Vita|Oliver He,,,,,,,,,
VO:0005367,Mpl + tdm vaccine adjuvant,vaccine adjuvant,microbial derivative vaccine adjuvant,Monophosphoryl-lipid A + Trehalose dicorynomycolate,Microbial derivative vaccine adjuvant that is monophosphoryl lipid a (detoxified endotoxin) from s. minnesota (mpl) and synthetic trehalose dicorynomycolate (tdm) in 2% oil (squalene)-tween 80-water.,https://www.sigmaaldrich.com/US/en/product/sigma/m6536,Randi Vita|Oliver He,,,,,,,,,
VO:0005368,Syntex adjuvant formulation,vaccine adjuvant,muramyl dipeptide vaccine adjuvant,SAF,Muramyl dipeptide vaccine adjuvant that muramyl dipeptide derivative (threonyl-mdp) in an oil-in-water (o/w) emulsion vehicle.,https://link.springer.com/protocol/10.1385/1-59259-083-7:229,Randi Vita|Oliver He,,,,,,,,,
VO:0005369,Dibutyl phthalate vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,DBP,Vaccine adjuvant that diester obtained by the formal condensation of the carboxy groups of phthalic acid with two molecules of butan-1-ol.,CHEBI:34687|PMID:26319029,Randi Vita|Oliver He,,,,,,,Th17 immune profile,,
VO:0005370,Glycerol vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,"glycerine, 1, 2, 3-propanetriol",Vaccine adjuvant that includes naturally occurring trivalent alcohol.,https://academic.oup.com/cid/article/45/10/1277/277413,Randi Vita|Oliver He,,,,,,,Th17 immune profile,,
VO:0005371,Pam3cys vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,Tripalmitoyl-S-glyceryl-cysteine,Vaccine adjuvant includes three palmitic acid groups that are bound in an ester and amide linkage to a cysteine residue.,PMID:24130558,Randi Vita|Oliver He,,,,,,,Th17 immune profile,,
VO:0005372,Vaxfectin vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,,"Vaccine adjuvant that is equimolar mixture of the cationic lipid gap-dmorie [(±)-n-(3-aminopropyl)-n,n-dimethyl-2,3-bis(cis-9-tetradecenyloxy)-1-propanaminium bromide)] and a neutral colipid dpype (1,2-diphytanoyl-sn-glydero-3-phosphoethanolamine).",PMID:21118032,Randi Vita|Oliver He,,,,,,,Th17 immune profile,,
VO:0005375,T-vant vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,T-vant,"Vaccine adjuant that is derived from salmonella enterica serovar typhimurium and is able to induce th1/th2/th17 immune responses through the mechanism of action of tlr4, inflammasome, and dc activation.",https://vac.niaid.nih.gov/view?id=61|https://www.ncbi.nlm.nih.gov/pubmed/?term=33498352|https://www.ncbi.nlm.nih.gov/pubmed/?term=34069796,Lisa Morici|Wolfgang Leitner|Oliver He,,"Chemical Nature: other
Mechanism of Action: TLR4; inflammasome; DC activation
Immune profile induced: Th1/Th2/Th17
Receptor: TLR4, NLRP3
Storage information: -20 or -80C
Point of Contact: Lisa Morici, Tulane University",61,,"NACHT, LRR and PYD domains-containing protein 3|Toll-like receptor 4",NLRP3 receptor role|TLR4 receptor role,Th1/Th2/Th17 mixed immune profile,,
VO:0005379,Pika vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,PIKA,,https://vac.niaid.nih.gov/view?id=55|https://www.ncbi.nlm.nih.gov/pubmed/?term=17484805|https://www.ncbi.nlm.nih.gov/pubmed/?term=20538850|https://www.ncbi.nlm.nih.gov/pubmed/?term=21468931|https://www.ncbi.nlm.nih.gov/pubmed/?term=26765968|https://www.ncbi.nlm.nih.gov/pubmed/?term=28118938|https://www.ncbi.nlm.nih.gov/pubmed/?term=29174316|https://www.ncbi.nlm.nih.gov/pubmed/?term=34766005,Xiaoliang Ren|Wolfgang Leitner|Oliver He,,"Chemical Nature: Nucleic Acid
Mechanism of Action: TLR/RLR-agonist
Immune profile induced: Th1/Th2

Route of immunization: IM and IN
Point of Contact: Xiaoliang Ren, Yisheng Bio

Ongoing clinical trial:
https://clinicaltrials.gov/ct2/show/NCT02657161
https://clinicaltrials.gov/ct2/show/NCT02956421",55,,,,Th1/Th2 mixed immune profile,,
VO:0005380,Mastoparan 7 vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,Mastoparan 7,,https://vac.niaid.nih.gov/view?id=53|https://www.ncbi.nlm.nih.gov/pubmed/?term=31068425|https://www.ncbi.nlm.nih.gov/pubmed/?term=32047657|https://www.ncbi.nlm.nih.gov/pubmed/?term=34566991,Herman Staats|Wolfgang Leitner|Oliver He,,"Chemical Nature: peptide
Mechanism of Action: activation of mast cells, epithelial cells, macrophages and dendritic cells
Immune profile induced: Th2-biased

Route of immunization: IM and IN
Point of Contact: Herman Staats, Duke University",53,,,,Th2-biased immune profile,,
VO:0005381,Mast cell activator small molecules vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,Mast cell activator small molecules,,https://vac.niaid.nih.gov/view?id=54|https://www.ncbi.nlm.nih.gov/pubmed/?term=34566991,Herman Staats|Wolfgang Leitner|Oliver He,,"Chemical Nature: small molecule
Mechanism of Action: mast cell activation
Immune profile induced: Th2-biased

Route of immunization: IN
Point of Contact: Herman Staats, Duke University",54,,,,Th2-biased immune profile,,
VO:0005382,Precision vaccines program (pvp)-037 vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,Precision Vaccines Program (PVP)-037,,https://vac.niaid.nih.gov/view?id=56,Ofer Levy|Wolfgang Leitner|Oliver He,,"Chemical Nature: small molecule
Mechanism of Action: Innate Immune Activation
Immune profile induced: Th1-biased

Route of immunization: IM
Point of Contact: Ofer Levy, Precision Vaccines Program at Boston Children's Hospital",56,,,,Th1-biased immune profile,,
VO:0005383,Becc470s vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,BECC470s,,https://vac.niaid.nih.gov/view?id=60,Robert Ernst|Wolfgang Leitner|Oliver He,,"Chemical Nature: small molecule
Mechanism of Action: TLR4 agonist
Immune profile induced: Th1/Th2

Route of immunization: IM and IN
Point of Contact: Robert Ernst, University of Maryland - Baltimore",60,,,,Th1/Th2 mixed immune profile,,
VO:0005384,Trac478 vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,TRAC478,,https://vac.niaid.nih.gov/view?id=48,Helene Bazin-Lee|Wolfgang Leitner|Oliver He,,"Chemical Nature: small molecule
Mechanism of Action: innate immune activation
Immune profile induced: Th1-biased
Route of immunization: IM
Point of Contact: Helene Bazin-Lee, University of Montana",48,,,,Th1-biased immune profile,,
VO:0005385,Gla-3m-052-ls vaccine adjuvant,vaccine adjuvant,vaccine adjuvant,GLA-3M-052-LS,,https://vac.niaid.nih.gov/view?id=58|https://www.ncbi.nlm.nih.gov/pubmed/?term=34248966|https://www.ncbi.nlm.nih.gov/pubmed/?term=34795290,Christopher Fox|Wolfgang Leitner|Oliver He,,"Chemical Nature: small molecule
Mechanism of Action: innate immune activation
Immune profile induced: Th1/Th17

Route of immunization: IM and IN
Point of Contact: Christopher Fox, AAHI",58,,,,Th1/Th17 mixed immune profile,,
