ID,LABEL,new LABEL,InSubset,Parent,Equivalent Class,has role,in taxon,definition,definition source,term editor,alternative label,alternative ID,seeAlso,editor note,comment
VO:0002637,guaB from Salmonella spp.,guaB from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,VO:0002638,NCBI_Gene_ID: 1254033; PMID: 21807911,,"A guaBA and clpP mutant (CVD 1921) of Salmonella Typhimurium is attenuated in mice after oral immunization. The mutant was also protective, rendering a vaccine efficacy of 86% in mice against challenge with wild type Salmonella Typhimurium"
VO:0002639,guaB from Salmonella spp.,guaB from Salmonella Enteritidis,gene,Salmonella Enteritidis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,VO:0002640,NCBI_Gene_ID: 6949287; PMID: 17261603,,"A guaB mutant, in combination with a fliC mutant, is attenuated in mice and chickens and induced significant protection from challenge with wild type S. enterica"
VO:0002641,gyrA from Salmonella spp.,gyrA from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1253794; PMID: 15542179,,A gyrA-cpxA-rpoB Salmonella Typhimurium mutant was attenuated and protected against challenge in pigs
VO:0002642,hfq from Salmonella spp.,hfq from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1255887; PMID: 21347426,,Oral immunization with the Salmonella hfq deletion mutant efficiently protects mice against subsequent oral challenge with virulent strain of Salmonella Typhimurium
VO:0002643,htrA from Salmonella spp.,htrA from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 301156836; PMID: 1584006],,A htrA mutant in Salmonella typhimurium is attenuated and provides protection in mice against an oral challenge with virulent S. typhimurium SL1344
VO:0002644,lon from Salmonella spp.,lon from Salmonella Gallinarum,gene,Salmonella Gallinarum gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 6923289; PMID: 20487719,,"A lon mutant, in combination with a cpxR mutation, is highly attenuated in mice and induces significant protection from challenge with wild type S. gallinarum"
VO:0002645,lppA from Salmonella spp.,lppA from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 323129647; PMID: 17997275,,"An lppA mutant, in combination with an lppB/msbB mutation, is attenuated in mice and induces significant protection from challenge with wild type S. Typhimurium"
VO:0002646,lppB from Salmonella spp.,lppB from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,VO:0002647,NCBI_Protein_ID: 267993263; PMID: 17997275,,"An lppB mutant, in combination with an msbB mutant or an msbB/lppA mutant, is attenuated in mice and induces significant protection from challenge with wild type S. Typhimurium"
VO:0002648,msbB from Salmonella spp.,msbB from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,VO:0002649,NCBI_Protein_ID: 4104731; PMID: 17997275,,"An msbB mutant, in combination with an lppB or lppAB mutation, is attenuated in mice and induces significant protection from challenge with S. Typhimurium"
VO:0002650,nmpC from Salmonella spp.,nmpC from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 517159; PMID: 17296750,,"In a pig infection experiment including two oral immunizations with SalmoporcDeltaompD (OmpD, nmpC) and challenge with a multiresistant S. enterica serovar Typhimurium DT104 clinical isolate, we confirmed the protective efficacy of SalmoporcDeltaompD in pigs, showing a significant reduction of both clinical symptoms and colonization of lymph nodes and intestinal tract"
VO:0002651,nuoG from Salmonella spp.,nuoG from Salmonella Gallinarum,gene,Salmonella Gallinarum gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 6924283; PMID: 9682335,,A nuoG mutant is attenuated in chickens and induced significant protection from challenge with wild type S. Gallinarum
VO:0002652,ompR from Salmonella spp.,ompR from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 301160045; PMID: 2543631,,"An ompR mutant is attenuated in mice after oral challenge. Twenty eight days after immunization, mice were challenged with wild type S. typhimurium and were significantly protected"
VO:0002653,phoP from Salmonella spp.,phoP from Salmonella Typhi,gene,Salmonella Typhi gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1071307; PMID: 17725620,,"Three S. typhi deletion mutants (phoP, rpoS, and rpoS-phoP double mutant) were constructed and characterized with respect to invasiveness, virulence, and protective immune response compared with wild-type Ty2. All S. typhi mutants showed an increase in the specific serum IgG levels and T-cell-mediated immunity, and showed equal protection abilities against a wild-type Ty2 challenge after two rounds of immunization in BALB/c mice"
VO:0002654,poxA from Salmonella spp.,poxA from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1255870; PMID: 9826331,,A poxA mutant is attenuated in mice and induces significant protection from challenge with wild type S. typhimurium
VO:0002655,relA from Salmonella spp.,relA from Salmonella Gallinarum,gene,Salmonella Gallinarum gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 6922678; PMID: 21046347,,"A ppGpp-defective Salmonella Gallinarum, which is attained by mutating the relA and spoT genes, is attenuated in chickens and induces protection from oral challenge with wild type S. Gallinarum"
VO:0002656,rfc from Salmonella spp.,rfc from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 267993210; PMID: 20799091,,"An rfc mutant, in combination with an asd mutation, is attenuated in mice and induces significant protection from challenge with wild type S. typhimurium"
VO:0002657,rpoB from Salmonella spp.,rpoB from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 255679; PMID: 15542179,,A gyrA-cpxA-rpoB Salmonella Typhimurium mutant was attenuated and protected against challenge in pigs
VO:0002658,rpoS from Salmonella spp.,rpoS from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 301159483; PMID: 8899717,,"Immunizations with Salmonella typhimurium rpoS and rpoS aroA mutants protected susceptible BALB/c mice against subsequent oral challenge with virulent S. typhimurium. When administered orally or intraperitoneally, rpoS derivatives of the mouse-virulent S. typhimurium strains, C52 and SL1344, were highly attenuated and were efficient single-dose live vaccines"
VO:0002659,ruvB from Salmonella spp.,ruvB from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1253415; PMID: 20670908,,A ruvB mutant is attenuated in mice and induced significant protection from challenge with wild type S. Typhimurium
VO:0002660,spoT from Salmonella spp.,spoT from Salmonella Gallinarum,gene,Salmonella Gallinarum gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 6924903; PMID: 21046347,,"A ppGpp-defective Salmonella Gallinarum, which is attained by mutating the relA and spoT genes, is attenuated in chickens and induces protection from oral challenge with wild type S. Gallinarum"
VO:0002661,surA from Salmonella spp.,surA from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1251610; PMID: 10678914,,A surA mutant (BRD1115) is attenuated in BALB/c mice and induces protection from challenge with wild type S. typhimurium
VO:0002662,tolA from Salmonella spp.,tolA from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 301157338; PMID: 19118362,,A tolA mutant is attenuated in mice and induced significant protection from challenge with wild type S. Typhimurium
VO:0002663,trxA from Salmonella spp.,trxA from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 301160436; PMID: 19884329,,A trxA mutant is attenuated in mice and induced significant protection from challenge with wild type S. Typhimurium
VO:0002664,wecA from Salmonella spp.,wecA from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 20140863; PMID: 22025511,,A wecA mutant (DSM645) is attenuated in C57BL/6J mice through i.p. and oral immunization. This mutant also protects against challenge with S. typhimurium strains TML and SL1344 30 days after immunization
VO:0002665,znuA from Salmonella spp.,znuA from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 253412; PMID: 21219981,,A znuABC mutant is attenuated in mice and induced significant protection against a challenge infection in the large intestine with wild type Salmonella typhimurium
VO:0002666,znuB from Salmonella spp.,znuB from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1253414; PMID: 21219981,,A znuABC mutant is attenuated in mice and induced significant protection against a challenge infection in the large intestine with wild type Salmonella typhimurium
VO:0002667,znuC from Salmonella spp.,znuC from Salmonella Typhimurium,gene,Salmonella Typhimurium gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1253413; PMID: 21219981,,A znuABC mutant is attenuated in mice and induced significant protection against a challenge infection in the large intestine with wild type Salmonella typhimurium
VO:0002668,aroA from Shigella,aroA from Shigella,gene,Shigella gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,VO:0002670|VO:0002671|VO:0002669,NCBI_Gene_ID: 1077373; PMID: 7927802,,"An aroA and virG mutant (CVD 1203) is attenuated in guinea pigs, as shown by the Sereny test. Guinea pigs inoculated with CVD 1203 were also protected from challenge with wild type S. flexneri"
VO:0002672,aroD from Shigella,aroD from Shigella,gene,Shigella gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,VO:0002673,NCBI_Gene_ID: 1078189; PMID: 8356844,,An aroD mutant is highly attenuated in monkeys and induces significant protection from challenge with wild type S. flexneri
VO:0002674,envZ from Shigella,envZ from Shigella,gene,Shigella gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 4207729; PMID: 1887672,,"An envZ mutant (SC433) is greatly decreased in virulence in macaque monkeys, though some mild clinical signs were still recorded. This mutant is also highly protective against a challenge of wild type S. flexneri delivered 1 month after inoculation"
VO:0002675,icsA/virG from Shigella,icsA/virG from Shigella,gene,Shigella gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,VO:0002676,NCBI_Gene_ID: 1238021; PMID: 7927802,,"An aroA and virG mutant (CVD 1203) is attenuated in guinea pigs, as shown by the Sereny test. Guinea pigs inoculated with CVD 1203 were also protected from challenge with wild type S. flexneri"
VO:0002677,msbB2 from Shigella,msbB2 from Shigella,gene,Shigella gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 3670926; PMID: 19932216],,"A virG, senA, senB, and msbB2 mutant (WRSs3) is attenuated in guinea pigs and induced significant protection from challenge with wild type S. sonnei. Attenuation and protection from WRSs3 is comparable to live attenuated vaccine strain WRSS1"
VO:0002678,senA from Shigella,senA from Shigella,gene,Shigella gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,VO:0002679,NCBI_Gene_ID: 3671021; PMID: 19932216,,"A virG, senA, and senB mutant (WRSs2) is attenuated in guinea pigs and induced significant protection from challenge with wild type S. sonnei. Attenuation and protection from WRSs2 is comparable to live attenuated vaccine strain WRSS1"
VO:0002680,senB from Shigella,senB from Shigella,gene,Shigella gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,VO:0002681,NCBI_Gene_ID: 3668265; PMID: 19932216,,"A virG, senA, and senB mutant (WRSs2) is attenuated in guinea pigs and induced significant protection from challenge with wild type S. sonnei. Attenuation and protection from WRSs2 is comparable to live attenuated vaccine strain WRSS1"
VO:0002682,virG from Shigella,virG from Shigella,gene,Shigella gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,VO:0002683,NCBI_Gene_ID: 3670887; PMID: 9712824,,A virG mutant (WRSS1) is attenuated in guinea pigs and induced significant protection from challenge with wild type Shigella sonnei
VO:0002684,hemA from Vibrio cholerae,hemA from Vibrio cholerae,gene,Vibrio cholerae gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 12656010; PMID: 16102875,,A hemA mutant is highly attenuated in mice and rabbits and induces protection from challenge with wild type V. cholerae in rabbits
VO:0002685,aroA from Yersinia enterocolitica,aroA from Yersinia enterocolitica,gene,Yersinia enterocolitica gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 4713234; PMID: 2777382,,"An aroA mutant is highly attenuated in mice, and after 3 doses induces significant protection from challenge with wild type Y. enterocolitica"
VO:0002686,htrA from Yersinia enterocolitica,htrA from Yersinia enterocolitica,gene,Yersinia enterocolitica gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 4715899; PMID: 8675311,,A htrA mutant in Yersinia enterocolitica was attenuated and provided partial protection against challenge in mice
VO:0002687,ompR from Yersinia enterocolitica,ompR from Yersinia enterocolitica,gene,Yersinia enterocolitica gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 4716266; PMID: 9711851,,A ompR mutant in Yersinia enterocolitica was attenuated and provided a partial protection from challenge in mice
VO:0002688,sodA from Yersinia enterocolitica,sodA from Yersinia enterocolitica,gene,Yersinia enterocolitica gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 4716532; PMID: 10496939,,A sodA mutant in Yersinia enterocolitica was highly attenuated and mice immunized with a single oral dose of the mutant strain were protected against a lethal oral-challenge infection with wild-type Y. enterocolitica
VO:0002689,guaA from Yersinia pestis,guaA from Yersinia pestis,gene,Yersinia pestis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1146310; PMID: 0096773,,A guaBA mutant is attenuated in mice and induced significant protection from challenge with wild type Y. pestis
VO:0002690,guaB from Yersinia pestis,guaB from Yersinia pestis,gene,Yersinia pestis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1146309; PMID: 0096773,,A guaBA mutant is attenuated in mice and induced significant protection from challenge with wild type Y. pestis
VO:0002691,ipxM from Yersinia pestis,ipxM from Yersinia pestis,gene,Yersinia pestis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1174901; PMID: 17913308,,An IpxM mutant is attenuated in mice and guinea pigs. This mutant also conferred modest protection from challenge with wild type Y. pestis in Balb/c mice and significant protection in guinea pigs and outbred mice
VO:0002692,nlpD from Yersinia pestis,nlpD from Yersinia pestis,gene,Yersinia pestis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 224483371; PMID: 19759820,,An nlpD mutant is highly attenuated in mice and induced significant protection from challenge with wild type Y. pestis
VO:0002693,pcm from Yersinia pestis,pcm from Yersinia pestis,gene,Yersinia pestis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 224483370; PMID: 14742535,,A pcm mutant is highly attenuated in mice and induced significant protection from challenge with wild type Y. pestis
VO:0002694,smpB from Yersinia pestis,smpB from Yersinia pestis,gene,Yersinia pestis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1173949; PMID: 20065026,,"An smpB mutant, in combination with an ssrA mutation, is attenuated in mice and induces significant protection from challenge with wild type Y. pestis"
VO:0002695,ssrA from Yersinia pestis,ssrA from Yersinia pestis,gene,Yersinia pestis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1173948; PMID: 20065026,,"An smpB mutant, in combination with an ssrA mutation, is attenuated in mice and induces significant protection from challenge with wild type Y. pestis"
VO:0002696,yopH from Yersinia pestis,yopH from Yersinia pestis,gene,Yersinia pestis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1172712; PMID: 17652523,,A yopH mutant is highly attenuated in mice and induced significant protection from challenge with wild type Y. pestis
VO:0002697,phoP from Yersinia pseudotuberculosis,phoP from Yersinia pseudotuberculosis,gene,Yersinia pseudotuberculosis gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 2956268; PMID: 17194509,,A phoP mutant in Yersinia pseudotuberculosis (Yptb) was attenuated and provided protection against oral challenge with virulent Yptb in mice
VO:0002698,aroA from Yersinia ruckeri,aroA from Yersinia ruckeri,gene,Yersinia ruckeri gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 15420539; PMID: 16083447,,An aroA mutant is highly attenuated in rainbow trout and induces significant protection from challenge with wild type Y. ruckeri
VO:0002699,UL23 from Bovine herpesvirus 1,UL23 from Bovine herpesvirus 1,gene,Bovine herpesvirus 1 gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1487380; PMID: 2994602,,A thymidine kinase-deficient mutant (B8-D53) showed no detectable thymidine kinase-inducing activity and was attenuated in calves. B8-D53 also induced protection from challenge with wild type BHV-1
VO:0002700,US8 from Bovine herpesvirus 1,US8 from Bovine herpesvirus 1,gene,Bovine herpesvirus 1 gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1487407; PMID: 8023552,,"A deletion of BHV-1 gE gene in strain A is considered as a live attenuated vaccine. After challenge, vaccinated calves were protected against disease and virus shedding was reduced"
VO:0002701,glycoprotein G from Bovine Respiratory Syncytial Virus,glycoprotein G from Bovine Respiratory Syncytial Virus,gene,Bovine Respiratory Syncytial Virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1489813; PMID: 12414977,,A glycoprotein G deletion in bovine respiratory syncytial virus(rBRSV) and recombinant rBRSV was attenuated and provided protection against a BRSV challenge infection in calves
VO:0002702,E(rns) from Classical swine fever virus,E(rns) from Classical swine fever virus,gene,Classical swine fever virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 130457; PMID: 17904607,,An N269A/Q mutation in the E(rns) protein created an attenuated mutant in swine. This mutant was able to induce effective protection in swine against challenge with wild type CSFV
VO:0002703,E1 from Classical swine fever virus,E1 from Classical swine fever virus,gene,Classical swine fever virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 325461; PMID: 19203774,,"An N to A amino acid substitution was made in the N594 site of the E1 glycoprotein, resulting in attenuation of the virus in swine. This attenuated virus induced protection against challenge with wild type CSFV"
VO:0002704,E2 from Classical swine fever virus,E2 gene from Classical swine fever virus,gene,Classical swine fever virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 920146; PMID: 15837238,,A E2 mutant in Classical swine fever virus is attenuated and provides protection in pigs after oronasal vaccination (not intradermal vaccination) against lethal challenge dose of CSFV strain Eystrup
VO:0002705,gE from Equid herpesvirus,gE from Equid herpesvirus,gene,Equid herpesvirus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 330789; PMID: 17085880,,A glycoprotein E mutant is attenuated in mice and hamsters and induced significant protection from challenge with wild type Equid herpesvirus in mice
VO:0002706,gI from Equid herpesvirus,gI from Equid herpesvirus,gene,Equid herpesvirus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 330788; PMID: 17085880,,A glycoprotein I mutant is attenuated in mice and hamsters and induced significant protection from challenge with wild type Equid herpesvirus in mice
VO:0002708,UL23 from Feline herpesvirus 1,UL23 from Feline herpesvirus 1,gene,Feline herpesvirus 1 gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 8658565; PMID: 8645090,,A thymidine kinase-deficient mutant (C7301dlTK) is attenuated in cats and induced significant protection from wild type FHV-1 4 weeks after vaccination
VO:0002709,ORF-A from Feline immunodeficiency virus,ORF-A from Feline immunodeficiency virus,gene,Feline immunodeficiency virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1724707; PMID: 15680433,,"Feline immunodeficiency virus (FIV) made defective in the accessory gene ORF-A were previously shown to be greatly attenuated in its ability to replicate in lymphocytes but to grow normally or near normally in other cell types. 3/9 vaccinees (cats) showed no evidence of the challenge virus over a 15-month observation period. In the other vaccinees, the challenge virus was predominant for various periods of time, but pre-existing viral loads and CD4 lymphocyte counts were either unaffected or altered only marginally and transiently"
VO:0002710,vif from Feline immunodeficiency virus,vif from Feline immunodeficiency virus,gene,Feline immunodeficiency virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1724709; PMID: 10891409,,A vif mutant in feline immunodeficiency virus was attenuated and FIV-pPPRΔvif proviral DNA protected cats against challenge with the homologous FIV-PPR biological isolate.
VO:0002711,3a from Feline infectious peritonitis virus,3a from Feline infectious peritonitis virus,gene,Feline infectious peritonitis virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 10040181; PMID: 15047802,,A 3abc deletion mutant in Feline infectious peritonitis virus (FIPV) was attenuated and provided protection against virulent FIPV strain 79-1146 challenge in kittens
VO:0002712,3b from Feline infectious peritonitis virus,3b from Feline infectious peritonitis virus,gene,Feline infectious peritonitis virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 10040182; PMID: 15047802,,A 3abc deletion mutant in Feline infectious peritonitis virus (FIPV) was attenuated and provided protection against virulent FIPV strain 79-1146 challenge in kittens
VO:0002713,3c from Feline infectious peritonitis virus,3c from Feline infectious peritonitis virus,gene,Feline infectious peritonitis virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 10040183; PMID: 15047802,,A 3abc deletion mutant in Feline infectious peritonitis virus (FIPV) was attenuated and provided protection against virulent FIPV strain 79-1146 challenge in kittens
VO:0002714,7a from Feline infectious peritonitis virus,7a from Feline infectious peritonitis virus,gene,Feline infectious peritonitis virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 10040187; PMID: 15047802,,A 7ab deletion mutant in Feline infectious peritonitis virus is attenuated and provides protection against virulent FIPV strain 79-1146 challenge in kittens
VO:0002715,7b from Feline infectious peritonitis virus,7b from Feline infectious peritonitis virus,gene,Feline infectious peritonitis virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 10040188; PMID: 15047802,,A 7ab deletion mutant in Feline infectious peritonitis virus is attenuated and provides protection against virulent FIPV strain 79-1146 challenge in kittens
VO:0002716,UL0 from Gallid herpesvirus 1,UL0 from Gallid herpesvirus 1,gene,Gallid herpesvirus 1 gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 3239037; PMID: 14645915,,A UL0 mutant in infectious laryngotracheitis virus (ILTV) was attenuated. Chickens immunized with UL0-negative ILTV were protected from clinical disease after subsequent infection with virulent ILTV
VO:0002717,UL23 from Gallid herpesvirus 1,UL23 from Gallid herpesvirus 1,gene,Gallid herpesvirus 1 gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 3239035; PMID: 12021870,,A thymidine-kinase mutant is attenuated in chickens and induced protection from challenge with wild type GHV-1
VO:0002718,UL47 from Gallid herpesvirus 1,UL47 from Gallid herpesvirus 1,gene,Gallid herpesvirus 1 gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 3239064; PMID: 17325345,,A UL47 mutant in avian infectious laryngotracheitis virus is attenuated and provides protection in chicken against subsequent challenge infection with virulent ILTV
VO:0002719,HBVgp3 X protein from Hepatitis B virus,HBVgp3 X protein from Hepatitis B virus,gene,Hepatitis B virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 944566; PMID: 11714744,,"Researchers generated a series of woodchuck hepatitis virus (WHV) X mutants. Woodchucks inoculated with X mutants, including those with no serologic evidence of infection, were protected from later challenge with infectious Woodchuck Hepatitis Virus, suggesting previous infection with resulting protective immunity"
VO:0002720,gD from Herpes simplex virus type 1 and 2,gD from Herpes simplex virus type 1 and 2,gene,Human herpesvirus 1 gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 19548971; PMID: 18243431,,"KOS-gDA3C is attenuated with mutations in gD gene in causing skin lesions at the inoculation and zosteriform sites, yet it is as effective as rKOS-gDA3C in protecting mice against HSV-1 challenge"
VO:0002721,gH from Herpes simplex virus type 1 and 2,gH from Herpes simplex virus type 1 and 2,gene,Human herpesvirus 1 gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 138315; PMID: 8289395,,A gH mutant is attenuated in mice and induces significant protection from challenge with wild type HSV-1
VO:0002722,iCP0 from Herpes simplex virus type 1 and 2,iCP0 from Herpes simplex virus type 1 and 2,gene,Human herpesvirus 2 gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 1487289; PMID:  21412438,,A live-attenuated HSV-2 ICP0 virus provides significant protection against wild-type HSV-2 (MS strain) challenge in mice
VO:0002723,TK from Herpes simplex virus type 1 and 2,TK from Herpes simplex virus type 1 and 2,gene,Human herpesvirus 1 gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 2703374; PMID: 212476,,A thymidine kinase-deficient (TK) mutant was found to be attenuated in mice. This mutant induced complete protection from challenge with wild type HSV
VO:0002724,UL29 from Herpes simplex virus type 1 and 2,UL29 from Herpes simplex virus type 1 and 2,gene,Human herpesvirus 1 gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 2703458; PMID: 8289372,,A UL29 mutant is attenuated in mice and induces significant protection from challenge with wild type HSV-1
VO:0002725,US8 from Herpes simplex virus type 1 and 2,US8 from Herpes simplex virus type 1 and 2,gene,Human herpesvirus 1 gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Gene_ID: 2703448; PMID: 18562543,,"An HSV-1 gE (Us8) deletion strain, NS-gEnull, was used as a live attenuated vaccine. After HSV-1 challenge, latent virus was recovered by DRG explant cocultures from <10% of vaccinated mice compared with 100% of mock-vaccinated mice"
VO:0002726,G protein from Human metapneumovirus,G protein from Human metapneumovirus,gene,Human metapneumovirus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 75549950; PMID: 16160190,,A G mutant is attenuated in African green monkeys and induces protection from challenge with wild type HMPV
VO:0002727,M2-2 from Human metapneumovirus,M2-2 from Human metapneumovirus,gene,Human metapneumovirus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 75549952; PMID: 16160190,,An M2-2 mutant is attenuated in African green monkeys and induced protection from challenge with wild type HMPV
VO:0002728,M2-2 from Human Respiratory Syncytial Virus,M2-2 from Human Respiratory Syncytial Virus,gene,Human Respiratory Syncytial Virus gene,,virmugen role,,,,"Rebecca Racz, Yongqun He",,,NCBI_Protein_ID: 81925031; PMID: 12922094,,"An M2-2 mutant of human respiratory syncytial virus A2 is attenuated in African green monkeys. When challenged with wild type RSV, two doses provided complete protection against challenge in the lower respiratory tract and a significant reduction of the challenge virus in the upper respiratory tract"
