ID,LABEL in VO,OMOP concept ID,RxNorm ID,RxNorm OMOP extension ID,RxNorm Preferred Name,RxNorm Synonym,comment,template file name,repeat comment
VO:0018536,"0.5 ML Japanese encephalitis virus vaccine, inactivated 12 BAU/ML Injectable Suspension",36281035,,OMOP3131910,"0.5 ML Japanese encephalitis virus vaccine, inactivated 12 BAU/ML Injectable Suspension",,RxNorm Extension,vaccine,
VO:0018537,"0.5 ML Japanese encephalitis virus vaccine, inactivated 12 BAU/ML Injectable Suspension [Ixiaro]",36281130,,OMOP3132005,"0.5 ML Japanese encephalitis virus vaccine, inactivated 12 BAU/ML Injectable Suspension [Ixiaro]",,RxNorm Extension,vaccine,
VO:0018538,"0.5 ML Japanese encephalitis virus vaccine, inactivated 12 BAU/ML Injectable Suspension [Ixiaro] by Eco.Pharma.Supply",36281090,,OMOP3131965,"0.5 ML Japanese encephalitis virus vaccine, inactivated 12 BAU/ML Injectable Suspension [Ixiaro] by Eco.Pharma.Supply",,RxNorm Extension,vaccine,
VO:0018539,"0.5 ML L1 protein, Human papillomavirus type 16 Vaccine 0.02 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.02 MG/ML Injection",43270323,,OMOP559813,"0.5 ML L1 protein, Human papillomavirus type 16 Vaccine 0.02 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.02 MG/ML Injection",,RxNorm Extension,vaccine,
VO:0018540,"0.5 ML L1 protein, Human papillomavirus type 16 Vaccine 0.02 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.02 MG/ML Injection [Cervarix]",43281227,,OMOP559816,"0.5 ML L1 protein, Human papillomavirus type 16 Vaccine 0.02 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.02 MG/ML Injection [Cervarix]",,RxNorm Extension,vaccine,
VO:0018541,"0.5 ML L1 protein, Human papillomavirus type 16 Vaccine 0.02 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.02 MG/ML Injection [Cervarix] Box of 10",43292059,,OMOP559817,"0.5 ML L1 protein, Human papillomavirus type 16 Vaccine 0.02 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.02 MG/ML Injection [Cervarix] Box of 10",,RxNorm Extension,vaccine,
VO:0018542,"0.5 ML L1 protein, Human papillomavirus type 16 Vaccine 0.02 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.02 MG/ML Injection [Cervarix] Box of 20",43297443,,OMOP559818,"0.5 ML L1 protein, Human papillomavirus type 16 Vaccine 0.02 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.02 MG/ML Injection [Cervarix] Box of 20",,RxNorm Extension,vaccine,
VO:0018543,"0.5 ML L1 protein, Human papillomavirus type 16 Vaccine 0.02 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.02 MG/ML Injection Box of 10",43297442,,OMOP559814,"0.5 ML L1 protein, Human papillomavirus type 16 Vaccine 0.02 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.02 MG/ML Injection Box of 10",,RxNorm Extension,vaccine,
VO:0018544,"0.5 ML L1 protein, Human papillomavirus type 16 Vaccine 0.02 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.02 MG/ML Injection Box of 20",43259418,,OMOP559815,"0.5 ML L1 protein, Human papillomavirus type 16 Vaccine 0.02 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.02 MG/ML Injection Box of 20",,RxNorm Extension,vaccine,
VO:0018545,"0.5 ML L1 protein, Human papillomavirus type 16 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.04 MG/ML Injectable Suspension",36896175,,OMOP1003019,"0.5 ML L1 protein, Human papillomavirus type 16 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.04 MG/ML Injectable Suspension",,RxNorm Extension,vaccine,
VO:0018546,"0.5 ML L1 protein, Human papillomavirus type 16 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.04 MG/ML Injectable Suspension [Cervarix]",36896217,,OMOP996911,"0.5 ML L1 protein, Human papillomavirus type 16 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.04 MG/ML Injectable Suspension [Cervarix]",,RxNorm Extension,vaccine,
VO:0018547,"0.5 ML L1 protein, Human papillomavirus type 16 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.04 MG/ML Injectable Suspension [Cervarix] Box of 1",43208813,,OMOP506970,"0.5 ML L1 protein, Human papillomavirus type 16 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.04 MG/ML Injectable Suspension [Cervarix] Box of 1",,RxNorm Extension,vaccine,
VO:0018548,"0.5 ML L1 protein, Human papillomavirus type 16 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.04 MG/ML Injectable Suspension [Cervarix] Box of 1 by Glaxosmithkline",43219812,,OMOP506972,"0.5 ML L1 protein, Human papillomavirus type 16 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.04 MG/ML Injectable Suspension [Cervarix] Box of 1 by Glaxosmithkline",,RxNorm Extension,vaccine,
VO:0018549,"0.5 ML L1 protein, Human papillomavirus type 16 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.04 MG/ML Injectable Suspension Box of 1",43186919,,OMOP506969,"0.5 ML L1 protein, Human papillomavirus type 16 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.04 MG/ML Injectable Suspension Box of 1",,RxNorm Extension,vaccine,
VO:0018550,"0.5 ML Mumps Virus Vaccine Live, Jeryl Lynn Strain 10000 UNT/ML Injectable Solution",44132692,,OMOP1127323,"0.5 ML Mumps Virus Vaccine Live, Jeryl Lynn Strain 10000 UNT/ML Injectable Solution",,RxNorm Extension,vaccine,
VO:0018551,"0.5 ML Mumps Virus Vaccine Live, Jeryl Lynn Strain 10000 UNT/ML Injectable Solution [Mumpsvax]",44132795,,OMOP1127426,"0.5 ML Mumps Virus Vaccine Live, Jeryl Lynn Strain 10000 UNT/ML Injectable Solution [Mumpsvax]",,RxNorm Extension,vaccine,same term different OMOP concept ID: 44132795
VO:0018551,"0.5 ML Mumps Virus Vaccine Live, Jeryl Lynn Strain 10000 UNT/ML Injectable Solution [Mumpsvax]",44132795,,OMOP1127426,"0.5 ML Mumps Virus Vaccine Live, Jeryl Lynn Strain 10000 UNT/ML Injectable Solution [Mumpsvax]",,RxNorm Extension,vaccine,same term different OMOP concept ID: 36882767
VO:0018552,"0.5 ML Mumps Virus Vaccine Live, Jeryl Lynn Strain 10000 UNT/ML Injectable Solution [Mumpsvax] by Merck",44132874,,OMOP1127505,"0.5 ML Mumps Virus Vaccine Live, Jeryl Lynn Strain 10000 UNT/ML Injectable Solution [Mumpsvax] by Merck",,RxNorm Extension,vaccine,same term different OMOP concept ID: 44132874
VO:0018552,"0.5 ML Mumps Virus Vaccine Live, Jeryl Lynn Strain 10000 UNT/ML Injectable Solution [Mumpsvax] by Merck",44132874,,OMOP1127505,"0.5 ML Mumps Virus Vaccine Live, Jeryl Lynn Strain 10000 UNT/ML Injectable Solution [Mumpsvax] by Merck",,RxNorm Extension,vaccine,same term different OMOP concept ID: 43185349
VO:0018553,0.5 ML Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML Injectable Solution,44132512,,OMOP1127143,0.5 ML Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML Injectable Solution,,RxNorm Extension,vaccine,
VO:0018554,0.5 ML Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML Injectable Solution by Aventis,44132683,,OMOP1127314,0.5 ML Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML Injectable Solution by Aventis,,RxNorm Extension,vaccine,
VO:0018555,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injectable Solution,36281236,,OMOP3132111,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injectable Solution,,RxNorm Extension,vaccine,
VO:0018556,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injectable Solution [Typhim VI],36281041,,OMOP3131916,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injectable Solution [Typhim VI],,RxNorm Extension,vaccine,
VO:0018557,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injectable Solution [Typhim VI] Box of 1,36781828,,OMOP4770114,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injectable Solution [Typhim VI] Box of 1,,RxNorm Extension,vaccine,
VO:0018558,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injectable Solution [Typhim VI] Box of 1 by Sanofi,36781827,,OMOP4770113,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injectable Solution [Typhim VI] Box of 1 by Sanofi,,RxNorm Extension,vaccine,
VO:0018559,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injectable Solution [Typhim VI] by Sanofi,36281089,,OMOP3131964,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injectable Solution [Typhim VI] by Sanofi,,RxNorm Extension,vaccine,
VO:0018560,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injectable Solution Box of 1,36781829,,OMOP4770115,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injectable Solution Box of 1,,RxNorm Extension,vaccine,
VO:0018561,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injection,43292065,,OMOP559856,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injection,,RxNorm Extension,vaccine,
VO:0018562,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injection [Typherix],43259425,,OMOP559860,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injection [Typherix],,RxNorm Extension,vaccine,
VO:0018563,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injection [Typherix] Box of 10,43259426,,OMOP559862,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injection [Typherix] Box of 10,,RxNorm Extension,vaccine,
VO:0018564,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injection [Typhim VI],43286682,,OMOP559858,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injection [Typhim VI],,RxNorm Extension,vaccine,
VO:0018565,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injection [Typhim VI] Box of 10,43275897,,OMOP559859,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injection [Typhim VI] Box of 10,,RxNorm Extension,vaccine,
VO:0018566,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injection Box of 10,43286681,,OMOP559857,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injection Box of 10,,RxNorm Extension,vaccine,
VO:0018567,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Intramuscular Solution,36281033,,OMOP3131908,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Intramuscular Solution,,RxNorm Extension,vaccine,
VO:0018568,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Intramuscular Solution [Typherix],36281215,,OMOP3132090,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Intramuscular Solution [Typherix],,RxNorm Extension,vaccine,
VO:0018569,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Intramuscular Solution [Typherix] by GSK,36281139,,OMOP3132014,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Intramuscular Solution [Typherix] by GSK,,RxNorm Extension,vaccine,
VO:0018570,"0.5 ML Yellow-Fever Virus Vaccine, 17D-204 strain 2000 UNT/ML Injectable Suspension",43186930,,OMOP507103,"0.5 ML Yellow-Fever Virus Vaccine, 17D-204 strain 2000 UNT/ML Injectable Suspension",,RxNorm Extension,vaccine,
VO:0018571,"0.5 ML Yellow-Fever Virus Vaccine, 17D-204 strain 2000 UNT/ML Injectable Suspension [Stamaril]",43208827,,OMOP507106,"0.5 ML Yellow-Fever Virus Vaccine, 17D-204 strain 2000 UNT/ML Injectable Suspension [Stamaril]",,RxNorm Extension,vaccine,
VO:0018572,"0.5 ML Yellow-Fever Virus Vaccine, 17D-204 strain 2000 UNT/ML Injectable Suspension [Stamaril] Box of 1",43186931,,OMOP507108,"0.5 ML Yellow-Fever Virus Vaccine, 17D-204 strain 2000 UNT/ML Injectable Suspension [Stamaril] Box of 1",,RxNorm Extension,vaccine,
VO:0018573,"0.5 ML Yellow-Fever Virus Vaccine, 17D-204 strain 2000 UNT/ML Injectable Suspension [Stamaril] Box of 1 by Sanofi",43142865,,OMOP507109,"0.5 ML Yellow-Fever Virus Vaccine, 17D-204 strain 2000 UNT/ML Injectable Suspension [Stamaril] Box of 1 by Sanofi",,RxNorm Extension,vaccine,
VO:0018574,"0.5 ML Yellow-Fever Virus Vaccine, 17D-204 strain 2000 UNT/ML Injectable Suspension [Stamaril] Box of 10",43208828,,OMOP507110,"0.5 ML Yellow-Fever Virus Vaccine, 17D-204 strain 2000 UNT/ML Injectable Suspension [Stamaril] Box of 10",,RxNorm Extension,vaccine,
VO:0018575,"0.5 ML Yellow-Fever Virus Vaccine, 17D-204 strain 2000 UNT/ML Injectable Suspension [Stamaril] Box of 10 by Sanofi",43176039,,OMOP507111,"0.5 ML Yellow-Fever Virus Vaccine, 17D-204 strain 2000 UNT/ML Injectable Suspension [Stamaril] Box of 10 by Sanofi",,RxNorm Extension,vaccine,
VO:0018576,"0.5 ML Yellow-Fever Virus Vaccine, 17D-204 strain 2000 UNT/ML Injectable Suspension Box of 1",43219827,,OMOP507104,"0.5 ML Yellow-Fever Virus Vaccine, 17D-204 strain 2000 UNT/ML Injectable Suspension Box of 1",,RxNorm Extension,vaccine,
VO:0018577,"0.5 ML Yellow-Fever Virus Vaccine, 17D-204 strain 2000 UNT/ML Injectable Suspension Box of 10",43197970,,OMOP507105,"0.5 ML Yellow-Fever Virus Vaccine, 17D-204 strain 2000 UNT/ML Injectable Suspension Box of 10",,RxNorm Extension,vaccine,
VO:0018578,"1.5 ML Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 467000 PFU/ML Oral Suspension",43186999,,OMOP509137,"1.5 ML Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 467000 PFU/ML Oral Suspension",,RxNorm Extension,vaccine,
VO:0018579,"1.5 ML Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 467000 PFU/ML Oral Suspension [Rotarix]",43219886,,OMOP509139,"1.5 ML Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 467000 PFU/ML Oral Suspension [Rotarix]",,RxNorm Extension,vaccine,
VO:0018580,"1.5 ML Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 467000 PFU/ML Oral Suspension [Rotarix] Box of 1",43142919,,OMOP509140,"1.5 ML Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 467000 PFU/ML Oral Suspension [Rotarix] Box of 1",,RxNorm Extension,vaccine,
VO:0018581,"1.5 ML Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 467000 PFU/ML Oral Suspension [Rotarix] Box of 1 by Glaxosmithkline",43219887,,OMOP509141,"1.5 ML Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 467000 PFU/ML Oral Suspension [Rotarix] Box of 1 by Glaxosmithkline",,RxNorm Extension,vaccine,
VO:0018582,"1.5 ML Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 467000 PFU/ML Oral Suspension Box of 1",43154072,,OMOP509138,"1.5 ML Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 467000 PFU/ML Oral Suspension Box of 1",,RxNorm Extension,vaccine,
VO:0018583,"1.5 ML Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 667000 /ML Oral Suspension",35414764,,OMOP1148349,"1.5 ML Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 667000 /ML Oral Suspension",,RxNorm Extension,vaccine,
VO:0018584,"1.5 ML Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 667000 /ML Oral Suspension [Rotarix]",35414795,,OMOP1148380,"1.5 ML Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 667000 /ML Oral Suspension [Rotarix]",,RxNorm Extension,vaccine,
VO:0018585,"1.5 ML Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 667000 /ML Oral Suspension [Rotarix] Box of 1",35414743,,OMOP1148328,"1.5 ML Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 667000 /ML Oral Suspension [Rotarix] Box of 1",,RxNorm Extension,vaccine,
VO:0018586,"1.5 ML Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 667000 /ML Oral Suspension [Rotarix] Box of 1 by Glaxosmithkline",35414804,,OMOP1148389,"1.5 ML Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 667000 /ML Oral Suspension [Rotarix] Box of 1 by Glaxosmithkline",,RxNorm Extension,vaccine,
VO:0018587,"1.5 ML Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 667000 /ML Oral Suspension Box of 1",35414739,,OMOP1148324,"1.5 ML Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 667000 /ML Oral Suspension Box of 1",,RxNorm Extension,vaccine,
VO:0018588,5 ML Anthrax Vaccine Adsorbed 0.1 MG/ML Injectable Suspension,43807480,,OMOP773096,5 ML Anthrax Vaccine Adsorbed 0.1 MG/ML Injectable Suspension,,RxNorm Extension,vaccine,
VO:0018589,5 ML Anthrax Vaccine Adsorbed 0.1 MG/ML Injectable Suspension [Biothrax],43789378,,OMOP773097,5 ML Anthrax Vaccine Adsorbed 0.1 MG/ML Injectable Suspension [Biothrax],,RxNorm Extension,vaccine,
VO:0018590,5 ML Anthrax Vaccine Adsorbed 0.1 MG/ML Injectable Suspension [Biothrax] by Emergent Sales And Marketing,43681729,,OMOP773098,5 ML Anthrax Vaccine Adsorbed 0.1 MG/ML Injectable Suspension [Biothrax] by Emergent Sales And Marketing,,RxNorm Extension,vaccine,
VO:0018591,A/Hong Kong/4801/2014 (H3n2) - Like Virus 0.0075 MG/ML,43269437,,OMOP557843,A/Hong Kong/4801/2014 (H3n2) - Like Virus 0.0075 MG/ML,,RxNorm Extension,vaccine,
VO:0018592,A/Hong Kong/4801/2014 (H3n2) - Like Virus 0.00752 MG/ML,42713316,,OMOP2731437,A/Hong Kong/4801/2014 (H3n2) - Like Virus 0.00752 MG/ML,,RxNorm Extension,vaccine,
VO:0018593,A/Hong Kong/4801/2014 (H3n2) - Like Virus 0.015 MG/ML,43258555,,OMOP557842,A/Hong Kong/4801/2014 (H3n2) - Like Virus 0.015 MG/ML,,RxNorm Extension,vaccine,
VO:0018594,A/Hong Kong/4801/2014 (H3n2) - Like Virus 0.03 MG/ML,35411046,,OMOP1144631,A/Hong Kong/4801/2014 (H3n2) - Like Virus 0.03 MG/ML,,RxNorm Extension,vaccine,
VO:0018595,Bacillus anthracis Injectable Suspension,36065062,,OMOP4991332,Bacillus anthracis Injectable Suspension,,RxNorm Extension,vaccine,
VO:0018596,Bacillus anthracis Injectable Suspension [Biothrax],36065061,,OMOP4991331,Bacillus anthracis Injectable Suspension [Biothrax],,RxNorm Extension,vaccine,
VO:0018597,Human-Bovine Reassortant Rotavirus Strain G1 Vaccine 2210000 UNT,44039976,,OMOP1034607,Human-Bovine Reassortant Rotavirus Strain G1 Vaccine 2210000 UNT,,RxNorm Extension,vaccine,
VO:0018598,Human-Bovine Reassortant Rotavirus Strain G1 Vaccine 770000 PFU/ML,43296580,,OMOP558085,Human-Bovine Reassortant Rotavirus Strain G1 Vaccine 770000 PFU/ML,,RxNorm Extension,vaccine,
VO:0018599,Human-Bovine Reassortant Rotavirus Strain G1 Vaccine 772000 PFU/ML,588735,,OMOP3137149,Human-Bovine Reassortant Rotavirus Strain G1 Vaccine 772000 PFU/ML,,RxNorm Extension,vaccine,
VO:0018600,Human-Bovine Reassortant Rotavirus Strain G2 Vaccine 2840000 UNT,44039975,,OMOP1034606,Human-Bovine Reassortant Rotavirus Strain G2 Vaccine 2840000 UNT,,RxNorm Extension,vaccine,
VO:0018601,Human-Bovine Reassortant Rotavirus Strain G2 Vaccine 980000 PFU/ML,43275027,,OMOP558092,Human-Bovine Reassortant Rotavirus Strain G2 Vaccine 980000 PFU/ML,,RxNorm Extension,vaccine,
VO:0018602,Human-Bovine Reassortant Rotavirus Strain G3 Vaccine 2220000 UNT,44104696,,OMOP1099327,Human-Bovine Reassortant Rotavirus Strain G3 Vaccine 2220000 UNT,,RxNorm Extension,vaccine,
VO:0018603,Human-Bovine Reassortant Rotavirus Strain G3 Vaccine 770000 PFU/ML,43280332,,OMOP558093,Human-Bovine Reassortant Rotavirus Strain G3 Vaccine 770000 PFU/ML,,RxNorm Extension,vaccine,
VO:0018604,Human-Bovine Reassortant Rotavirus Strain G3 Vaccine 772000 PFU/ML,587998,,OMOP3138212,Human-Bovine Reassortant Rotavirus Strain G3 Vaccine 772000 PFU/ML,,RxNorm Extension,vaccine,
VO:0018605,Human-Bovine Reassortant Rotavirus Strain G4 Vaccine 2040000 UNT,44026999,,OMOP1021630,Human-Bovine Reassortant Rotavirus Strain G4 Vaccine 2040000 UNT,,RxNorm Extension,vaccine,
VO:0018606,Human-Bovine Reassortant Rotavirus Strain G4 Vaccine 698000 PFU/ML,588444,,OMOP3138214,Human-Bovine Reassortant Rotavirus Strain G4 Vaccine 698000 PFU/ML,,RxNorm Extension,vaccine,
VO:0018607,Human-Bovine Reassortant Rotavirus Strain G4 Vaccine 700000 PFU/ML,43285821,,OMOP558094,Human-Bovine Reassortant Rotavirus Strain G4 Vaccine 700000 PFU/ML,,RxNorm Extension,vaccine,
VO:0018608,Human-Bovine Reassortant Rotavirus Strain P1A[8] Vaccine 2290000 UNT,44026998,,OMOP1021629,Human-Bovine Reassortant Rotavirus Strain P1A[8] Vaccine 2290000 UNT,,RxNorm Extension,vaccine,
VO:0018609,Human-Bovine Reassortant Rotavirus Strain P1A[8] Vaccine 805000 PFU/ML,43269458,,OMOP558095,Human-Bovine Reassortant Rotavirus Strain P1A[8] Vaccine 805000 PFU/ML,,RxNorm Extension,vaccine,
VO:0018610,Human-Bovine Reassortant Rotavirus Strain P1A[8] Vaccine 807000 PFU/ML,588939,,OMOP3134981,Human-Bovine Reassortant Rotavirus Strain P1A[8] Vaccine 807000 PFU/ML,,RxNorm Extension,vaccine,
VO:0018611,Japanese encephalitis virus Injectable Solution,40750631,,OMOP4706628,Japanese encephalitis virus Injectable Solution,,RxNorm Extension,vaccine,
VO:0018612,Japanese encephalitis virus Injectable Suspension,40750630,,OMOP4706629,Japanese encephalitis virus Injectable Suspension,,RxNorm Extension,vaccine,
VO:0018613,Japanese encephalitis virus Injectable Suspension [Ixiaro],40750629,,OMOP4706630,Japanese encephalitis virus Injectable Suspension [Ixiaro],,RxNorm Extension,vaccine,
VO:0018614,Japanese encephalitis virus Injection,43296576,,OMOP558070,Japanese encephalitis virus Injection,,RxNorm Extension,vaccine,
VO:0018615,Japanese encephalitis virus Injection [Imojev],43296577,,OMOP558071,Japanese encephalitis virus Injection [Imojev],,RxNorm Extension,vaccine,
VO:0018616,Japanese encephalitis virus Injection [Ixiaro],40750628,,OMOP4706631,Japanese encephalitis virus Injection [Ixiaro],,RxNorm Extension,vaccine,
VO:0018617,Japanese encephalitis virus Prefilled Syringe,40892714,,OMOP2090676,Japanese encephalitis virus Prefilled Syringe,,RxNorm Extension,vaccine,
VO:0018618,Japanese encephalitis virus Prefilled Syringe [Ixiaro],41080814,,OMOP2278776,Japanese encephalitis virus Prefilled Syringe [Ixiaro],,RxNorm Extension,vaccine,
VO:0018619,"Japanese encephalitis virus vaccine, inactivated 0.012 MG/ML [Jespect]",43263998,,OMOP558074,"Japanese encephalitis virus vaccine, inactivated 0.012 MG/ML [Jespect]",,RxNorm Extension,vaccine,
VO:0018620,"Japanese encephalitis virus vaccine, inactivated 0.012 MG/ML Injectable Suspension",36889651,,OMOP998792,"Japanese encephalitis virus vaccine, inactivated 0.012 MG/ML Injectable Suspension",,RxNorm Extension,vaccine,
VO:0018621,"Japanese encephalitis virus vaccine, inactivated 0.012 MG/ML Injectable Suspension [Ixiaro]",36880290,,OMOP988593,"Japanese encephalitis virus vaccine, inactivated 0.012 MG/ML Injectable Suspension [Ixiaro]",,RxNorm Extension,vaccine,
VO:0018622,"Japanese encephalitis virus vaccine, inactivated 0.012 MG/ML Injectable Suspension [Ixiaro] Box of 1",43161232,,OMOP485272,"Japanese encephalitis virus vaccine, inactivated 0.012 MG/ML Injectable Suspension [Ixiaro] Box of 1",,RxNorm Extension,vaccine,
VO:0018623,"Japanese encephalitis virus vaccine, inactivated 0.012 MG/ML Injectable Suspension Box of 1",43205074,,OMOP485271,"Japanese encephalitis virus vaccine, inactivated 0.012 MG/ML Injectable Suspension Box of 1",,RxNorm Extension,vaccine,
VO:0018624,"Japanese encephalitis virus vaccine, inactivated 0.012 MG/ML Injection",36892614,,OMOP1000069,"Japanese encephalitis virus vaccine, inactivated 0.012 MG/ML Injection",,RxNorm Extension,vaccine,
VO:0018625,"Japanese encephalitis virus vaccine, inactivated 0.012 MG/ML Injection [Jespect]",43269457,,OMOP558075,"Japanese encephalitis virus vaccine, inactivated 0.012 MG/ML Injection [Jespect]",,RxNorm Extension,vaccine,
VO:0018626,"Japanese encephalitis virus vaccine, inactivated 1 UNT",44052985,,OMOP1047616,"Japanese encephalitis virus vaccine, inactivated 1 UNT",,RxNorm Extension,vaccine,
VO:0018627,"Japanese encephalitis virus vaccine, inactivated 1 UNT [Je-Vax]",44041385,,OMOP1036016,"Japanese encephalitis virus vaccine, inactivated 1 UNT [Je-Vax]",,RxNorm Extension,vaccine,
VO:0018628,"Japanese encephalitis virus vaccine, inactivated 1 UNT Injectable Suspension",44110067,,OMOP1104698,"Japanese encephalitis virus vaccine, inactivated 1 UNT Injectable Suspension",,RxNorm Extension,vaccine,
VO:0018629,"Japanese encephalitis virus vaccine, inactivated 1 UNT Injectable Suspension [Je-Vax]",44099142,,OMOP1093773,"Japanese encephalitis virus vaccine, inactivated 1 UNT Injectable Suspension [Je-Vax]",,RxNorm Extension,vaccine,
VO:0018630,"Japanese encephalitis virus vaccine, inactivated 1 UNT Injectable Suspension [Je-Vax] by The Res.Found.For Microb.Dis.Osaka University",44088876,,OMOP1083507,"Japanese encephalitis virus vaccine, inactivated 1 UNT Injectable Suspension [Je-Vax] by The Res.Found.For Microb.Dis.Osaka University",,RxNorm Extension,vaccine,
VO:0018631,"Japanese encephalitis virus vaccine, inactivated 12 BAU/ML",36269208,,OMOP3120083,"Japanese encephalitis virus vaccine, inactivated 12 BAU/ML",,RxNorm Extension,vaccine,
VO:0018632,"Japanese encephalitis virus vaccine, inactivated 12 BAU/ML [Ixiaro]",36266773,,OMOP3117648,"Japanese encephalitis virus vaccine, inactivated 12 BAU/ML [Ixiaro]",,RxNorm Extension,vaccine,
VO:0018633,"Japanese encephalitis virus vaccine, inactivated 12 BAU/ML Injectable Suspension",36264784,,OMOP3115659,"Japanese encephalitis virus vaccine, inactivated 12 BAU/ML Injectable Suspension",,RxNorm Extension,vaccine,
