[class]	label	factory
<http://purl.obolibrary.org/obo/VO_0003744>	Afluria Quadrivalent 2016-2017 Formula	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003745>	Afluria Quadrivalent 2017-2018	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003746>	Afluria Quadrivalent 2017-2018 Injectable Product	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003747>	influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Brisbane/46/2015 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Afluria Quadrivalent 2017-2018]	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003748>	Afluria Quadrivalent 2017-2018 vaccine Injectable Suspension	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003749>	Afluria Quadrivalent 2017-2018 vaccine Prefilled Syringe	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003750>	Afluria Quadrivalent 2017-2018 vaccine 0.5 ML Prefilled Syringe	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003751>	Afluria Quadrivalent 2018-2019	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003752>	Afluria Quadrivalent 2018-2019 Injectable Product	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003753>	influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Afluria Quadrivalent 2018-2019]	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003754>	Afluria Quadrivalent 2018-2019 vaccine Injectable Suspension	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003755>	Afluria Quadrivalent 2018-2019 vaccine Prefilled Syringe	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003756>	Afluria Quadrivalent 2018-2019 vaccine 0.5 ML Prefilled Syringe	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003757>	Flulaval Quadrivalent 2016-2017	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003758>	Flulaval Quadrivalent 2016-2017 Injectable Product	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003759>	influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Flulaval Quadrivalent 2016-2017]	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003760>	FLULAVAL QUADRIVALENT 2016-2017 vaccine Injectable Suspension	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003761>	Flulaval Quadrivalent 2016-2017 vaccine Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003762>	Flulaval Quadrivalent 2016-2017 vaccine 0.5 Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003763>	FluLaval Quadrivalent 2015-2016	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003764>	FluLaval Quadrivalent 2015-2016 Injectable Product	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003765>	influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [FluLaval Quadrivalent 2015-2016]	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003766>	FLULAVAL QUADRIVALENT 2015-2016 vaccine Injectable Suspension	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003767>	Flulaval Quadrivalent 2017-2018	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003768>	Flulaval Quadrivalent 2017-2018 Injectable Product	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003769>	influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Flulaval Quadrivalent 2017-2018]	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003770>	FLULAVAL QUADRIVALENT 2017-2018 vaccine Injectable Suspension	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003771>	Flulaval Quadrivalent 2017-2018 vaccine Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003772>	Flulaval Quadrivalent 2017-2018 vaccine 0.5 ML Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003773>	Flulaval Quadrivalent 2018-2019	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003774>	Flulaval Quadrivalent 2018-2019 Injectable Product	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003775>	influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Flulaval Quadrivalent 2018-2019]	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003776>	Flulaval Quadrivalent 2018-2019 vaccine Injectable Suspension	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003777>	Flulaval Quadrivalent 2018-2019 vaccine Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003778>	Flulaval Quadrivalent 2018-2019 vaccine 0.5 ML Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003779>	Flucelvax 2015-2016	Seqirus, Inc.
<http://purl.obolibrary.org/obo/VO_0003780>	Flucelvax 2015-2016 Injectable Product	Seqirus, Inc.
<http://purl.obolibrary.org/obo/VO_0003781>	influenza A virus A/Brisbane/10/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/South Australia/55/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Utah/9/2014 antigen 0.03 MG/ML [Flucelvax 2015-2016]	Seqirus, Inc.
<http://purl.obolibrary.org/obo/VO_0003782>	FLUCELVAX 2015-2016 vaccine Prefilled Syringe	Seqirus, Inc.
<http://purl.obolibrary.org/obo/VO_0003783>	FLUCELVAX 2015-2016 vaccine 0.5 ML Prefilled Syringe	Seqirus, Inc.
<http://purl.obolibrary.org/obo/VO_0003784>	Flucelvax Quadrivalent 2016-2017	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003785>	Flucelvax Quadrivalent 2016-2017 Injectable Product	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003786>	influenza A virus A/Brisbane/10/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Hong Kong/259/2010 antigen 0.03 MG/ML / influenza B virus B/Utah/9/2014 antigen 0.03 MG/ML [Flucelvax Quadrivalent 2016-2017]	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003787>	FLUCELVAX QUADRIVALENT 2016-2017 Prefilled Syringe	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003788>	FLUCELVAX QUADRIVALENT 2016-2017 0.5 ML Prefilled Syringe	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003791>	Flucelvax Quadrivalent 2017-2018	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003792>	Flucelvax Quadrivalent 2017-2018 Injectable Product	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003793>	influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP2050/2015 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Hong Kong/259/2010 antigen 0.03 MG/ML / influenza B virus B/Utah/9/2014 antigen 0.03 MG/ML [Flucelvax Quadrivalent 2017-2018]	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003794>	FLUCELVAX Quadrivalent 2017-2018 Injectable Suspension	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003795>	Flucelvax Quadrivalent 2017-2018 vaccine Prefilled Syringe	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003796>	Flucelvax Quadrivalent 2017-2018 vaccine 0.5 ML Prefilled Syringe	CSL Limited
<http://purl.obolibrary.org/obo/VO_0003797>	Shingrix Injectable Product	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003798>	Varicella zoster virus glycoprotein E, recombinant 0.1 MG/ML [Shingrix]	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003799>	Shingrix vaccine 0.5 ML Injection	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003800>	0.5 ML Shingrix 0.1 MG/ML Injection	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003806>	Flumist 2015-2016	MedImmune Vaccines, Inc
<http://purl.obolibrary.org/obo/VO_0003807>	Flumist Quadrivalent 2016-2017	MedImmune Vaccines, Inc
<http://purl.obolibrary.org/obo/VO_0003808>	Flumist Quadrivalent 2017-2018	MedImmune Vaccines, Inc
<http://purl.obolibrary.org/obo/VO_0003809>	FluMist Quadrivalent, 2015-2016 Formula Nasal Spray	MedImmune Vaccines, Inc
<http://purl.obolibrary.org/obo/VO_0003810>	influenza A virus A/Bolivia/559/2013 (H1N1) antigen 50000000 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 50000000 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 50000000 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 50000000 MG/ML [Flumist 2015-2016]	MedImmune Vaccines, Inc
<http://purl.obolibrary.org/obo/VO_0003813>	influenza A virus A/Bolivia/559/2013 (H1N1) antigen 50000000 MG/ML / influenza A virus A/New Caledonia/71/2014 (H3N2) antigen 50000000 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 50000000 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 50000000 MG/ML [Flumist Quadrivalent 2016-2017]	MedImmune Vaccines, Inc
<http://purl.obolibrary.org/obo/VO_0003814>	FluMist Quadrivalent, 2016-2017 Formula Nasal Spray	MedImmune Vaccines, Inc
<http://purl.obolibrary.org/obo/VO_0003815>	influenza A virus A/New Caledonia/71/2014 (H3N2) antigen 158000000 UNT/ML / influenza A virus A/Slovenia/2903/2015 (H1N1) antigen 158000000 UNT/ML / influenza B virus B/Brisbane/60/2008 antigen 158000000 UNT/ML / influenza B virus B/Phuket/3073/2013 antigen 158000000 UNT/ML [Flumist Quadrivalent 2017-2018]	MedImmune Vaccines, Inc
<http://purl.obolibrary.org/obo/VO_0003816>	FluMist Quadrivalent, 2017-2018 Formula Nasal Spray	MedImmune Vaccines, Inc
<http://purl.obolibrary.org/obo/VO_0003820>	Flumist Quadrivalent 2018-2019	MedImmune Vaccines, Inc
<http://purl.obolibrary.org/obo/VO_0003823>	influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 158000000 UNT/ML / influenza A virus A/Slovenia/2903/2015 (H1N1) antigen 158000000 UNT/ML / influenza B virus B/Colorado/06/2017 antigen 158000000 UNT/ML / influenza B virus B/Phuket/3073/2013 antigen 158000000 UNT/ML [Flumist Quadrivalent 2018-2019]	MedImmune Vaccines, Inc
<http://purl.obolibrary.org/obo/VO_0003824>	FluMist Quadrivalent, 2018-2019 Formula Nasal Spray	MedImmune Vaccines, Inc
<http://purl.obolibrary.org/obo/VO_0003826>	Havrix Injectable Product	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003827>	Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML [Havrix]	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003828>	HAVRIX pediatric/adolescent vaccine 720 UNT in 0.5 ML Injection	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003829>	HAVRIX adult vaccine 1440 UNT in 1 ML Injection	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003830>	HAVRIX Injection	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003831>	Havrix, Hepatitis A Vaccine (Inactivated), (Pediatric Dose) 0.5 ML Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003832>	Havrix, Hepatitis A Vaccine (Inactivated), (Adult Dose) 1 ML Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003833>	Havrix Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003838>	PEDIARIX Injectable Product	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003839>	acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML [PEDIARIX]	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003840>	PEDIARIX vaccine Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003841>	PEDIARIX vaccine 0.5 ML Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003846>	Ipol Injectable Product	Sanofi Pasteur, SA
<http://purl.obolibrary.org/obo/VO_0003847>	poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML [Ipol]	Sanofi Pasteur, SA
<http://purl.obolibrary.org/obo/VO_0003848>	IPOL vaccine Injectable Solution	Sanofi Pasteur, SA
<http://purl.obolibrary.org/obo/VO_0003850>	Typhim VI Injectable Product	Sanofi Pasteur, SA
<http://purl.obolibrary.org/obo/VO_0003851>	Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML [Typhim VI]	Sanofi Pasteur, SA
<http://purl.obolibrary.org/obo/VO_0003852>	Typhim Vi Injectable Solution	Sanofi Pasteur, SA
<http://purl.obolibrary.org/obo/VO_0003853>	Typhim VI Prefilled Syringe	Sanofi Pasteur, SA
<http://purl.obolibrary.org/obo/VO_0003854>	Typhim Vi 0.5 ML Prefilled Syringe	Sanofi Pasteur, SA
<http://purl.obolibrary.org/obo/VO_0003859>	Imovax Injectable Product	Sanofi Pasteur, SA
<http://purl.obolibrary.org/obo/VO_0003860>	rabies virus vaccine wistar strain PM-1503-3M (Human), Inactivated 2.5 UNT/ML [Imovax]	Sanofi Pasteur, SA
<http://purl.obolibrary.org/obo/VO_0003861>	1 ML Imovax 2.5 UNT/ML Injection	Sanofi Pasteur, SA
<http://purl.obolibrary.org/obo/VO_0003864>	RabAvert Injectable Product	Novartis Vaccines and Diagnostics
<http://purl.obolibrary.org/obo/VO_0003865>	rabies virus vaccine flury-lep strain 2.5 UNT/ML [RabAvert]	Novartis Vaccines and Diagnostics
<http://purl.obolibrary.org/obo/VO_0003866>	1 ML RabAvert 2.5 UNT/ML Injection	Novartis Vaccines and Diagnostics
<http://purl.obolibrary.org/obo/VO_0003867>	Hiberix Injectable Product	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003868>	Haemophilus influenzae type b strain 20752, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.07 MG/ML [Hiberix]	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003869>	HIBERIX vaccine 0.5 ML Injection	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003871>	COMVAX Injectable Product	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003872>	COMVAX Injection 0.5 ML Injection	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003873>	Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.265 MG/ML / Hepatitis B Surface Antigen Vaccine 0.01 MG/ML [COMVAX]	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003874>	Flublok 2012-2013 Formula	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003875>	Flublok 2012-2013 Formula Injectable Product	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003876>	Flublok 2012-2013 Formula Influenza Virus Vaccine Injectable Solution	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003877>	Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.09 MG/ML / Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML / Influenza B virus vaccine, B-Wisconsin-1-2010-like virus 0.09 MG/ML [Flublok 2012-2013 Formula]	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003878>	Flublok 2013-2014 Formula	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003879>	Flublok 2013-2014 Formula Injectable Product	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003880>	Flublok 2013-2014 Formula Influenza Virus Vaccine Injectable Solution	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003881>	Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.09 MG/ML / Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.09 MG/ML [Flublok 2013-2014 Formula]	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003882>	Flublok 2014-2015 Formula	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003883>	Flublok 2014-2015 Formula Injectable Product	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003884>	Flublok 2014-2015 Formula Influenza Virus Vaccine Injectable Solution	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003885>	Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.09 MG/ML / Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML / Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.09 MG/ML [Flublok 2014-2015 Formula]	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003886>	Flublok 2015-2016	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003887>	Flublok 2015-2016 Injectable Product	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003888>	influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML [Flublok 2015-2016]	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003889>	Flublok 2015-2016 vaccine 0.5 ML Injection	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003890>	Flublok 2016-2017	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003891>	Flublok 2016-2017 Injectable Product	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003892>	influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML [Flublok 2016-2017]	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003893>	Flublok 2016-2017 vaccine 0.5 ML Injection	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003894>	Flublok 2017-2018	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003895>	Flublok 2017-2018 Injectable Product	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003896>	influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.09 MG/ML / influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML [Flublok 2017-2018]	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003897>	Flublok 2017-2018 vaccine 0.5 ML Injection	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003898>	Flublok Quadrivalent 2017-2018	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003899>	Flublok Quadrivalent 2017-2018 Injectable Product	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003900>	influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.09 MG/ML / influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML [Flublok Quadrivalent 2017-2018]	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003901>	Flublok Quadrivalent 2017-2018 vaccine 0.5 ML Prefilled Syringe	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003902>	Flublok Quadrivalent 2017-2018 vaccine Prefilled Syringe	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003903>	Flublok Quadrivalent 2018-2019	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003904>	Flublok Quadrivalent 2018-2019 Injectable Product	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003905>	influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.09 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.09 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML [Flublok Quadrivalent 2018-2019]	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003906>	Flublok Quadrivalent 2018-2019 vaccine Prefilled Syringe	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003907>	Flublok Quadrivalent 2018-2019 vaccine 0.5 ML Prefilled Syringe	Protein Sciences Corporation
<http://purl.obolibrary.org/obo/VO_0003932>	Gardasil Injectable Product	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003933>	L1 protein, Human papillomavirus type 11 Vaccine 0.08 MG/ML / L1 protein, Human papillomavirus type 16 Vaccine 0.08 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 6 Vaccine 0.04 MG/ML [Gardasil]	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003934>	GARDASIL Injection	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003935>	GARDASIL 0.5 ML Injection	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003936>	GARDASIL Prefilled Syringe	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003937>	GARDASIL 0.5 ML Prefilled Syringe	Merck & Co., Inc.
<http://purl.obolibrary.org/obo/VO_0003944>	Cervarix Injectable Product	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003945>	Human papillomavirus type 16, L1 capsid protein (residues 2-471) vaccine 0.04 MG/ML / Human papillomavirus type 18, L1 capsid protein (residues 2-472) vaccine 0.04 MG/ML [Cervarix]	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003946>	CERVARIX Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003947>	CERVARIX 0.5 ML Prefilled Syringe	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003951>	Ixiaro Injectable Product	Valneva SE
<http://purl.obolibrary.org/obo/VO_0003952>	Japanese encephalitis virus vaccine Nakayama-NIH strain, inactivated 0.012 MG/ML [Ixiaro]	Valneva SE
<http://purl.obolibrary.org/obo/VO_0003953>	Ixiaro (Japanese Encephalitis Vaccine, Inactivated, Adsorbed) Prefilled Syringe	Valneva SE
<http://purl.obolibrary.org/obo/VO_0003954>	0.5 ML Ixiaro 0.012 MG/ML Prefilled Syringe	Valneva SE
<http://purl.obolibrary.org/obo/VO_0003957>	Vaxchora Oral Product	PaxVax, Inc.
<http://purl.obolibrary.org/obo/VO_0003958>	Infanrix Injectable Product	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003962>	Vaxchora Oral Suspension	PaxVax, Inc.
<http://purl.obolibrary.org/obo/VO_0003963>	Vaxchora 1,200,000,000 UNT per 100 ML Oral Suspension	PaxVax, Inc.
<http://purl.obolibrary.org/obo/VO_0003964>	vibrio cholerae CVD 103-HGR strain live antigen 12000000 UNT/ML [Vaxchora]	PaxVax, Inc.
<http://purl.obolibrary.org/obo/VO_0003965>	Heplisav-B Injectable Product	Dynavax Technologies Corporation
<http://purl.obolibrary.org/obo/VO_0003966>	HEPLISAV-B Prefilled Syringe	Dynavax Technologies Corporation
<http://purl.obolibrary.org/obo/VO_0003967>	HEPLISAV-B 20 MCG per 0.5 ML Prefilled Syringe	Dynavax Technologies Corporation
<http://purl.obolibrary.org/obo/VO_0003968>	Hepatitis B Surface Antigen Vaccine 0.04 MG/ML [Heplisav-B]	Dynavax Technologies Corporation
<http://purl.obolibrary.org/obo/VO_0003970>	Pentacel Injectable Product	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003971>	acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML [Pentacel]	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003972>	Pentacel vaccine Injection	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003973>	Pentacel vaccine 0.5 ML Injection	Sanofi Pasteur Limited
<http://purl.obolibrary.org/obo/VO_0003974>	Kinrix Injectable Product	GlaxoSmithKline plc
<http://purl.obolibrary.org/obo/VO_0003975>	acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML [Kinrix]	GlaxoSmithKline plc
