[class]	label	factory
<http://purl.obolibrary.org/obo/VO_0001985>	Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44B1.25)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0001987>	Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Haemophilus somnus Bacterin (USDA: 44C9.21)	Boehringer-Ingelheim Vetmedica, Inc
<http://purl.obolibrary.org/obo/VO_0001988>	Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Haemophilus somnus Bacterin (USDA: 44C9.23)	Boehringer-Ingelheim Vetmedica, Inc
<http://purl.obolibrary.org/obo/VO_0001989>	Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Haemophilus somnus Bacterin (USDA: 44C9.24)	Boehringer-Ingelheim Vetmedica, Inc
<http://purl.obolibrary.org/obo/VO_0001990>	Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Haemophilus somnus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44D9.20)	Boehringer-Ingelheim Vetmedica, Inc
<http://purl.obolibrary.org/obo/VO_0001993>	Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Haemophilus somnus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44D9.24)	Boehringer-Ingelheim Vetmedica, Inc
<http://purl.obolibrary.org/obo/VO_0001998>	Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4469.00)	Heska Corporation
<http://purl.obolibrary.org/obo/VO_0001999>	Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4469.01)	Boehringer-Ingelheim Vetmedica, Inc
<http://purl.obolibrary.org/obo/VO_0002000>	Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4469.23)	Boehringer-Ingelheim Vetmedica, Inc
<http://purl.obolibrary.org/obo/VO_0002002>	Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4469.26)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002003>	Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Leptospira Hardjo Bacterin (USDA: 4L49.20)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002004>	Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Mannheimia Haemolytica Toxoid (USDA: 4X49.20)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002005>	Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Mannheimia Haemolytica Toxoid (USDA: 4X49.21)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002009>	Bovine Rhinotracheitis-Virus Diarrhea-Respiratory Syncytial Virus Killed Virus Vaccine (USDA: 11A5.20)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002010>	Bovine Rhinotracheitis-Virus Diarrhea-Respiratory Syncytial Virus Modified Live Virus Vaccine (USDA: 11A1.20)	Heska Corporation
<http://purl.obolibrary.org/obo/VO_0002011>	Bovine Rhinotracheitis-Virus Diarrhea-Respiratory Syncytial Virus Modified Live Virus Vaccine (USDA: 11A1.26)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002014>	Bovine Rhinotracheitis-Virus Diarrhea-Respiratory Syncytial Virus Modified Live Virus Vaccine-Leptospira Pomona Bacterin (USDA: 4367.26)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002016>	Bovine Rotavirus-Coronavirus  Modified Killed Virus Vaccine (USDA: 1935.20)	Novartis Animal Health US, Inc.
<http://purl.obolibrary.org/obo/VO_0002017>	Bovine Rotavirus-Coronavirus  Modified Live Virus Vaccine (USDA: 1931.20)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002023>	Bovine Virus Diarrhea Killed Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 45B5.21)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002024>	Bovine Virus Diarrhea Killed Virus Vaccine-Haemophilus somnus-Mannheimia Haemolytica-Pasteurella Multocida Bacterin-Toxoid (USDA: 4C95.20)	Texas Vet lab, Inc
<http://purl.obolibrary.org/obo/VO_0002026>	Bovine Virus Diarrhea Killed Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4595.25)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002027>	Bovine Virus Diarrhea Modified Live Virus Vaccine-Leptospira Pomona Bacterin (USDA: 4599.00)	Colorado Serum Company CZ Veterinaria
<http://purl.obolibrary.org/obo/VO_0002029>	Mannheimia Haemolytica-Pasteurella Multocida Avirulent Live Culture Vaccine (USDA: 1861.01)	Intervet
<http://purl.obolibrary.org/obo/VO_0002031>	Bursal Disease-Marek's Disease Variant, Serotypes 2 & 3, Live Virus Vaccine (USDA: )	Intervet
<http://purl.obolibrary.org/obo/VO_0002032>	Avian Influenza-Fowl Pox H5 Subtype, Live Fowl Pox Vector Vaccine (USDA: 1061.R0)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002034>	Avian Encephalomyelitis-Fowl Pox Live Virus Vaccine (USDA: 10M1.11)	Intervet
<http://purl.obolibrary.org/obo/VO_0002037>	Avian Encephalomyelitis-Fowl Pox Live Virus Vaccine (USDA: 10M1.40)	Biomune
<http://purl.obolibrary.org/obo/VO_0002039>	Avian Encephalomyelitis-Chicken Anemia Virus-Fowl Pox  Live and Modified Live Virus Vaccine (USDA: 10T1.40)	Intervet
<http://purl.obolibrary.org/obo/VO_0002041>	Bursal Disease-Marek's Disease Serotypes 1 & 3, Live Virus, Live Marek's Disease Vector Vaccine (USDA: 1281.R1)	Biomune
<http://purl.obolibrary.org/obo/VO_0002042>	Bursal Disease-Marek's Disease Variant, Serotype 3, Live Virus Vaccine (USDA: 1282.50)	Intervet
<http://purl.obolibrary.org/obo/VO_0002043>	Bursal Disease-Marek's Disease Serotype 3, Live Virus Vaccine (USDA: 1288.42)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002044>	Bursal Disease-Marek's Disease Serotypes 2 & 3, Live Virus Vaccine (USDA: 1288.43)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002046>	Bursal Disease-Marek's Disease Serotypes 2 & 3, Live Virus Vaccine (USDA: 1288.45)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002048>	Bursal Disease-Marek's Disease Variant, Serotypes 2 & 3, Live Virus Vaccine (USDA: 12C2.50)	Intervet
<http://purl.obolibrary.org/obo/VO_0002049>	Bursal Disease-Marek's Disease Variant, Serotypes 2 & 3, Live Virus Vaccine (USDA: 12C2.51)	Intervet
<http://purl.obolibrary.org/obo/VO_0002050>	Bursal Disease-Marek's Disease Variant Strain, Serotypes 2 & 3, Live Virus Vaccine (USDA: 12C2.52)	Intervet
<http://purl.obolibrary.org/obo/VO_0002051>	Bursal Disease-Marek's Disease Standard & Variant, Serotype 3, Live Virus Vaccine (USDA: 12C8.40)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002054>	Bursal Disease-Marek's Disease Standard & Variant, Serotypes 2 & 3, Live Virus Vaccine (USDA: 12C8.44)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002057>	Bursal Disease-Reovirus Standard & Variant, Killed Virus Vaccine (USDA: 12D5.03)	Lohman Animal Health International
<http://purl.obolibrary.org/obo/VO_0002058>	Bursal Disease-Reovirus Standard & Variant, Killed Virus Vaccine (USDA: 12D5.04)	Lohman Animal Health International
<http://purl.obolibrary.org/obo/VO_0002059>	Bursal Disease-Reovirus Standard & Variant, Killed Virus Vaccine (USDA: 12D5.30)	Intervet
<http://purl.obolibrary.org/obo/VO_0002061>	Bursal Disease-Reovirus Standard & Variant, Killed Virus Vaccine (USDA: 12D5.E0)	Biomune
<http://purl.obolibrary.org/obo/VO_0002062>	Bursal Disease-Reovirus Standard & Variant, Killed Virus Vaccine (USDA: 12D5.F0)	Intervet
<http://purl.obolibrary.org/obo/VO_0002063>	Bursal Disease-Reovirus Standard & Variant, Killed Virus Vaccine (USDA: 12D5.F1)	Intervet
<http://purl.obolibrary.org/obo/VO_0002065>	Bursal Disease-Newcastle Disease Killed Virus Vaccine (USDA: 12G5.10)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002066>	Bursal Disease-Newcastle Disease Killed Virus Vaccine (USDA: 12G5.11)	Intervet
<http://purl.obolibrary.org/obo/VO_0002069>	Bursal Disease-Newcastle Disease-Bronchitis B1 Type, B1 Strain, Mass & Ark Types, Live Virus Vaccine (USDA: 12H1.4M)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002070>	Bursal Disease-Newcastle Disease-Bronchitis B1 Type, B1 Strain, Mass & Ark Types, Live Virus Vaccine (USDA: 12H1.67)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002071>	Bursal Disease-Newcastle Disease-Bronchitis Mass Type, Killed Virus Vaccine (USDA: 12J5.40)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002072>	Bursal Disease-Newcastle Disease-Bronchitis Mass Type, Killed Virus Vaccine (USDA: 12J5.43)	Lohman Animal Health International
<http://purl.obolibrary.org/obo/VO_0002074>	Bursal Disease-Newcastle Disease-Bronchitis Mass Type, Killed Virus Vaccine (USDA: 12J5.62)	Biomune
<http://purl.obolibrary.org/obo/VO_0002081>	Bursal Disease-Newcastle Disease-Bronchitis-Reovirus Mass Type, Killed Virus Vaccine (USDA: 12M5.43)	Lohman Animal Health International
<http://purl.obolibrary.org/obo/VO_0002082>	Bursal Disease-Newcastle Disease-Bronchitis-Reovirus Mass Type, Killed Virus Vaccine (USDA: 12M5.50)	Biomune
<http://purl.obolibrary.org/obo/VO_0002086>	Bursal Disease-Newcastle Disease-Reovirus Standard & Variant, Killed Virus Vaccine (USDA: 12P5.40)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002088>	Bursal Disease-Newcastle Disease-Reovirus Standard & Variant, Killed Virus Vaccine (USDA: 12P5.E0)	Biomune
<http://purl.obolibrary.org/obo/VO_0002091>	Canine Distemper-Adenovirus Type 2-Parvovirus Modified Live Virus Vaccine (USDA: 1331.25)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002092>	Canine Distemper-Adenovirus Type 2-Parvovirus Modified Live Virus Vaccine (USDA: 1331.27)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002093>	Canine Distemper-Adenovirus Type 2-Parvovirus Modified Live Virus Vaccine (USDA: 1331.30)	Intervet
<http://purl.obolibrary.org/obo/VO_0002094>	Canine Distemper-Adenovirus Type 2-Parvovirus Modified Live Virus, Canarypox Vector Vaccine (USDA: 1331.R1)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002097>	Canine Distemper-Hepatitis-Parainfluenza Modified Live Virus Vaccine (USDA: 1381.21)	Boehringer-Ingelheim Vetmedica, Inc
<http://purl.obolibrary.org/obo/VO_0002099>	Canine Distemper-Adenovirus Type 2 Modified Live Virus Vaccine (USDA: 13A1.27)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002104>	Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Modified Live Virus Vaccine (USDA: 13D1.23)	Intervet
<http://purl.obolibrary.org/obo/VO_0002105>	Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Modified Live Virus Vaccine (USDA: 13D1.25)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002107>	Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Modified Live Virus Vaccine (USDA: 13D1.28)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002108>	Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Modified Live Virus Vaccine (USDA: 13D1.29)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002109>	Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Modified Live Virus, Canarypox Vector Vaccine (USDA: 13D1.R1)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002111>	Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus-Rabies Modified Live & Killed Virus Vaccine (USDA: 13G9.20)	Intervet
<http://purl.obolibrary.org/obo/VO_0002112>	Canine Distemper-Adenovirus Type 2-Parvovirus-Rabies Modified Live & Killed Virus Vaccine (USDA: 13H9.20)	Intervet
<http://purl.obolibrary.org/obo/VO_0002117>	Canine Distemper-Coronavirus-Parvovirus Modified Live & Killed Virus Vaccine (USDA: 14D7.20)	Intervet
<http://purl.obolibrary.org/obo/VO_0002120>	Canine Parainfluenza-Bordetella Bronchiseptica Modified Live Virus, Avirulent Live Culture  Vaccine (USDA: 14M1.22)	Intervet
<http://purl.obolibrary.org/obo/VO_0002121>	Canine Coronavirus-Parvovirus Modified Live Virus Vaccine (USDA: 14R1.20)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002122>	Canine Coronavirus-Parvovirus Modified Live & Killed Virus Vaccine (USDA: 14R7.20)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002123>	Canine Coronavirus-Parvovirus Modified Live & Killed Virus Vaccine (USDA: 14R7.21)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002124>	Canine Coronavirus-Parvovirus Modified Live & Killed Virus Vaccine (USDA: 14R7.22)	Intervet
<http://purl.obolibrary.org/obo/VO_0002127>	Encephalomyelitis-West Nile Virus Eastern & Western, Killed Virus Vaccine (USDA: 14W5.22)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002128>	Encephalomyelitis-West Nile Virus Eastern & Western & Venezuelan, Killed Virus Vaccine (USDA: 14W5.23)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002129>	Encephalomyelitis-West Nile Virus Eastern & Western, Killed Virus, Live Canarypox Vector Vaccine (USDA: 14W7.R0)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002132>	Equine Rhinopneumonitis-Influenza Killed Virus Vaccine (USDA: 1515.27)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002135>	Canine Distemper-Adenovirus Type 2-Coronavirus-Parainfluenza-Parvovirus Modified Live Virus; Canarypox Vector Vaccine (USDA: 1591.R1)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002139>	Canine Distemper-Adenovirus Type 2-Coronavirus-Parainfluenza-Parvovirus Modified Live & Killed Virus Vaccine (USDA: 1599.29)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002140>	Fowl Pox-Marek's Disease Serotype 3, Live Virus Vaccine (USDA: 15E2.00)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002141>	Fowl Laryngotracheitis-Marek's Disease Serotype 3, Live Marek's Disease Vector Vaccine (USDA: 16J1.R1)	Intervet
<http://purl.obolibrary.org/obo/VO_0002142>	Fowl Laryngotracheitis-Marek's Disease Serotypes 2 & 3, Modified Live & Live Marek's Disease Vector Vaccine (USDA: 16J1.R2)	Intervet
<http://purl.obolibrary.org/obo/VO_0002144>	Marek's Disease-Newcastle Disease Serotypes 1 & 3, Live Virus, Live Marek's Disease Vector Vaccine (USDA: 16N1.R1)	Biomune
<http://purl.obolibrary.org/obo/VO_0002146>	Marek's Disease-Tenosynovitis Serotypes 2 & 3, Live & Modified Live Virus Vaccine (USDA: 16T1.00)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002147>	Marek's Disease-Tenosynovitis Serotypes 2 & 3, Live Virus Vaccine (USDA: 16T1.03)	Intervet
<http://purl.obolibrary.org/obo/VO_0002150>	Newcastle-Bronchitis B1 Type, B1 Strain, Conn Type, Live Virus Vaccine (USDA: 1761.13)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002155>	Newcastle-Bronchitis B1 Type, B1 Strain, Mass Type, Live Virus Vaccine (USDA: 1761.19)	Intervet
<http://purl.obolibrary.org/obo/VO_0002156>	Newcastle-Bronchitis B1 Type, B1 Strain, Conn Type, Live Virus Vaccine (USDA: 1761.1A)	Intervet
<http://purl.obolibrary.org/obo/VO_0002158>	Newcastle-Bronchitis B1 Type, B1 Strain, Conn Type, Live Virus Vaccine (USDA: 1762.13)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002163>	Newcastle-Bronchitis B1 Type, LaSota Strain, Mass & Conn Types, Live Virus Vaccine (USDA: 1771.17)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002165>	Newcastle-Bronchitis B1 Type, LaSota Strain, Mass Type, Live Virus Vaccine (USDA: 1771.19)	Intervet
<http://purl.obolibrary.org/obo/VO_0002166>	Newcastle-Bronchitis B1 Type, LaSota Strain, Mass Type, Live Virus Vaccine (USDA: 1771.1A)	Intervet
<http://purl.obolibrary.org/obo/VO_0002169>	Newcastle-Bronchitis Mass Type, Killed Virus Vaccine (USDA: 1776.10)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002170>	Newcastle-Bronchitis Mass & Ark Types, Killed Virus Vaccine (USDA: 1785.10)	Lohman Animal Health International
<http://purl.obolibrary.org/obo/VO_0002172>	Newcastle-Bronchitis Mass & Ark Types, Killed Virus Vaccine (USDA: 1785.12)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002173>	Newcastle-Bronchitis B1 Type, B1 Strain, Mass & Conn Types, Live Virus Vaccine (USDA: 1791.14)	Intervet
<http://purl.obolibrary.org/obo/VO_0002174>	Newcastle-Bronchitis B1 Type, B1 Strain, Mass & Conn Types, Live Virus Vaccine (USDA: 1791.15)	Intervet
<http://purl.obolibrary.org/obo/VO_0002175>	Newcastle-Bronchitis B1 Type, B1 Strain, Mass Type, Live Virus Vaccine (USDA: 1791.19)	Intervet
<http://purl.obolibrary.org/obo/VO_0002176>	Newcastle-Bronchitis B1 Type, B1 Strain, Mass & Ark Types, Live Virus Vaccine (USDA: 1791.1X)	Intervet
<http://purl.obolibrary.org/obo/VO_0002178>	Newcastle-Bronchitis B1 Type, B1 Strain, Mass & Ark Types, Live Virus Vaccine (USDA: 17A1.1N)	Intervet
<http://purl.obolibrary.org/obo/VO_0002179>	Newcastle-Bronchitis B1 Type, B1 Strain, Mass & Ark Types, Live Virus Vaccine (USDA: 17A2.1M)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002180>	Newcastle-Bronchitis B1 Type, LaSota Strain, Mass & Conn Types Vaccine (USDA: 17B1.17)	Intervet
<http://purl.obolibrary.org/obo/VO_0002183>	Marek's Disease-Newcastle Disease Serotypes 2 & 3, Live Virus & Live Marek's Disease Vector Vaccine (USDA: 17H1.R2)	Intervet
<http://purl.obolibrary.org/obo/VO_0002184>	Newcastle-Paramyxovirus Type 3, Killed Virus Vaccine (USDA: 17P5.10)	Lohman Animal Health International
<http://purl.obolibrary.org/obo/VO_0002185>	Newcastle-Bronchitis VG/GA Strain, Mass & Conn Types, Live Virus Vaccine (USDA: 17V1.10)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002186>	Newcastle-Bronchitis VG/GA Strain, Mass & Conn Types, Live Virus Vaccine (USDA: 17V1.11)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002189>	Swine Influenza H1N1 & H3N2, Killed Virus Vaccine (USDA: 19A5.23)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002191>	Swine Influenza H1N1 & H3N2, Killed Virus Vaccine (USDA: 19A5.26)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002192>	Swine Influenza H1N1 & H3N2, Killed Virus Vaccine (USDA: 19A5.29)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002193>	Porcine Rotavirus-Transmissible Gastroenteritis Modified Live Virus Vaccine (USDA: 19H1.20)	Intervet
<http://purl.obolibrary.org/obo/VO_0002196>	Bursal Disease-Marek's Disease Serotype 3, Live Virus Vaccine (USDA: 1A82.50)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002198>	Bursal Disease-Marek's Disease Serotypes 2 & 3, Live Virus, Live Marek's Disease Vector Vaccine (USDA: 1A88.R1)	Biomune
<http://purl.obolibrary.org/obo/VO_0002199>	Bursal Disease-Marek's Disease Serotypes 2 & 3, Live Virus, Live Marek's Disease Vector Vaccine (USDA: 1A88.R2)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002200>	Bursal Disease-Marek's Disease Serotypes 2 & 3, Live Virus Vaccine (USDA: 1B82.50)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002202>	Fowl Pox-Laryngotracheitis Live Fowl Pox Vector Vaccine (USDA: 1F31.R0)	Biomune
<http://purl.obolibrary.org/obo/VO_0002203>	Newcastle-Bronchitis B1 Type, C2 Strain, Mass Type, Live Virus Vaccine (USDA: 1XB1.10)	Intervet
<http://purl.obolibrary.org/obo/VO_0002205>	Bovine Respiratory Syncytial Virus Killed Virus Vaccine-Haemophilus somnus Bacterin (USDA: 40A5.20)	Boehringer-Ingelheim Vetmedica, Inc
<http://purl.obolibrary.org/obo/VO_0002207>	Canine Distemper-Adenovirus Type 2 Modified Live Virus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterial Extract (USDA: 4629.27)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002209>	Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Modified Live Virus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterin (USDA: 4637.22)	Intervet
<http://purl.obolibrary.org/obo/VO_0002213>	Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Modified Live Virus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterin (USDA: 4639.22)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002214>	Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Modified Live Virus Vaccine-Leptospira Canicola-Grippotyphosa-Icterohaemorrhagiae-Pomona Bacterial Extract (USDA: 4639.25)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002215>	Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Modified Live Virus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterial Extract (USDA: 4639.27)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002216>	Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Modified Live Virus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterial Extract (USDA: 4639.28)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002217>	Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Modified Live Virus, Live Canarypox Vector Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterin (USDA: 4639.R1)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002218>	Canine Distemper-Adenovirus Type 2-Parainfluenza Modified Live Virus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterin (USDA: 4659.20)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002220>	Canine Coronavirus Killed Virus Vaccine-Leptospira Icterohaemorrhagiae Bacterial Extract (USDA: 46D5.27)	Lohman Animal Health International
<http://purl.obolibrary.org/obo/VO_0002223>	Canine Coronavirus Killed Virus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterial Extract (USDA: 46E5.23)	Lohman Animal Health International
<http://purl.obolibrary.org/obo/VO_0002224>	Canine Coronavirus Killed Virus Vaccine-Leptospira Canicola-Grippotyphosa-Icterohaemorrhagiae-Pomona Bacterial Extract (USDA: 46E5.24)	Lohman Animal Health International
<http://purl.obolibrary.org/obo/VO_0002225>	Canine Coronavirus Killed Virus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterial Extract (USDA: 46E5.25)	Lohman Animal Health International
<http://purl.obolibrary.org/obo/VO_0002227>	Canine Distemper-Adenovirus Type 2-Coronavirus-Parainfluenza-Parvovirus Modified Live & Killed Virus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterin (USDA: 46J7.22)	Pfizer Animal Health
<http://purl.obolibrary.org/obo/VO_0002229>	Canine Distemper-Adenovirus Type 2-Coronavirus-Parainfluenza-Parvovirus Modified Live & Killed Virus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterin (USDA: 46J9.20)	Intervet
<http://purl.obolibrary.org/obo/VO_0002230>	Canine Distemper-Adenovirus Type 2-Coronavirus-Parainfluenza-Parvovirus Modified Live & Killed Virus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterial Extract (USDA: 46J9.21)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002231>	Canine Distemper-Adenovirus Type 2-Coronavirus-Parainfluenza-Parvovirus Modified Live & Killed Virus Vaccine-Leptospira Canicola-Grippotyphosa-Icterohaemorrhagiae-Pomona Bacterial Extract (USDA: 46J9.25)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002235>	Canine Distemper-Adenovirus Type 2-Coronavirus-Parainfluenza-Parvovirus Modified Live Virus, Live Canarypox Vector Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterin (USDA: 46J9.R1)	Merial, Inc
<http://purl.obolibrary.org/obo/VO_0002236>	Canine Distemper-Adenovirus Type 2-Coronavirus-Parainfluenza-Parvovirus Modified Live & Killed Virus Vaccine-Leptospira Icterohaemorrhagiae Bacterial Extract (USDA: 46L9.27)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002237>	Canine Distemper-Adenovirus Type 2-Coronavirus-Parvovirus Modified Live & Killed Virus Vaccine-Leptospira Icterohaemorrhagiae Bacterial Extract (USDA: 46P9.27)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002238>	Encephalomyelitis-Influenza-West Nile Virus Eastern & Western, Killed Virus Vaccine-Tetanus Toxoid (USDA: 46W5.21)	Wyeth Pharmaceuticals Inc
<http://purl.obolibrary.org/obo/VO_0002240>	Canine Parvovirus Modified Live Virus Vaccine-Leptospira Canicola Icterohaemorrhagiae Bacterin (USDA: 47B1.20)	Boehringer-Ingelheim Vetmedica, Inc
