ID,LABEL,inSubset,subCategory,Parent,Parent (name),Equivalent Class,alternative ID,alternative label,definition,definition source,term editor,editor note,example of usage,term tracker item,comment,seeAlso,hasDbXref,VIOLIN vaccine ID,RxNORM ID,RxNORM Preferred Name,vaccine STN,FDA vaccine indications,status of vaccine development,NCBI GeneID,Unnamed: 25,trade name,vaccine package insert PDF URL,vaccine proper name,has vaccine ingredient,has vaccine active ingredient,immunizes host,immunizes against disease,immunizes against pathogen,is_distributed_by,is_distributed_by (name),is_manufactured_by,is_manufactured_by (name),has quality,has role,has part,has component,has prime vaccine,has vaccine component,has vaccine vector,has vaccine antigen,has subunit vaccine antigen,has subunit vaccine protective antigen,has vaccine protective antigen,has gene mutation,vaccine organism has mutation,has vaccine allergen,has function,expresses,is_specified_input_of,vaccinated in route,blocks transmission of pathogen via vaccine,vaccine immunity response transferrable to organism,associated axioms
VO:0003167,Oral poliovirus vaccine,vaccine,,VO:0000664,Poliovirus vaccine,,,,,A viral vaccine that protects against infection with Poliovirus administered orally.|http://polioeradication.org/polio-today/polio-prevention/the-vaccines/opv/|https://www.who.int/biologicals/areas/vaccines/polio/opv/en/,Kallan Roan|Oliver He,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,vaccine organism inactivated,,,,,,,,,,,,,,,,oral vaccination,,,,
VO:0003168,Diphtheria-tetanus-acellular pertussis-haemophilus b vaccine,vaccine,,VO:0000756|VO:0000942,Diphtheria-Tetanus-Pertussis-Haemophilus b vaccine|acellular vaccine,,,DTaP-Hib vaccine,"Combination vaccine that protects against diphtheria, tetanus, pertussis, and haemophilus influenzae type b.",,Kallan Roan|Oliver He,,,,Contains pertussis in acellular form.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003169,Diphtheria-tetanus-whole cell pertussis-haemophilus b vaccine,vaccine,,VO:0000942,Diphtheria-Tetanus-Pertussis-Haemophilus b vaccine,,,DTP-Hib vaccine,"Combination vaccine with whole cell that protects against diphtheria, tetanus, pertussis, and haemophilus influenzae type b.",,Kallan Roan|Oliver He,,,,Contains killed whole cells of bacterium that causes pertussis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003170,Imovax id,vaccine,,VO:0000650,Rabies virus vaccine,,,,Vaccine used to develop immunity to rabies.,,Kallan Roan|Oliver He,,,,Discontinued,,,,,,,,,,,,,,,,Homo sapiens,,,,,VO:0000700,"Sanofi Pasteur, Inc",,,,,,,,,,,,,,,,,intradermal vaccination,,,,
VO:0003171,Mr-vax ii,vaccine,,VO:0000945,Measles-Rubella vaccine,,,,Live virus vaccine for immunization against measles and rubella.,https://www.rxlist.com/m-r-vax-ii-drug.htm,Kallan Roan|Oliver He,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,VO:0000695,"Merck & Co., Inc.",vaccine organism live attenuated,,,,,Attenuvax|Meruvax II,,,,,,,,,,,subcutaneous vaccination,,,,
VO:0003172,Diphtheria-tetanus-pertussis-hepatitis b vaccine,vaccine,,VO:0000738,Diphtheria-Tetanus-Pertussis vaccine,,,DTP-HepB vaccine,,,Kallan Roan|Oliver He,,,,,,,,,,,,,,,,,,,,,,Hepatitis B virus,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003173,Tritanrix,vaccine,,VO:0003172,Diphtheria-Tetanus-Pertussis-Hepatitis B vaccine,,,Tritanrix HB,"Active immunzation against diphtheria, tetanus, pertussis and hepatitis b (hbv) in infants from 6 weeks onwards",https://www.ema.europa.eu/en/tritanrix-hb-h-w-3838,Kallan Roan|Oliver He,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,VO:0000690,GlaxoSmithKline plc,vaccine organism inactivated,combination vaccine role|toxoid vaccine role,,,,,,,,,,,,,,,intramuscular vaccination,,,,
VO:0003174,Dtp-acthib,vaccine,,VO:0000942,Diphtheria-Tetanus-Pertussis-Haemophilus b vaccine,,,,"Vaccine used to prevent diphtheria, tetanus, pertussis, and haemophilus type b infections.",https://www.hendricks.org/HealthLibrary/default.aspx?sid=1&pTitle=%2CDrug&ContentTypeID=26&ContentID=1027&alpha=A&AdditionalTitle=ActHIB%C2%AE+With+DTP,Kallan Roan|Oliver He,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,VO:0000700,"Sanofi Pasteur, Inc",,,,,,ActHIB,,,,,,,,,,,,,,,
VO:0003175,Adenovirus type 4,vaccine,,VO:0000037,adenovirus vaccine,,,,Oral vaccine against adenovirus serotype 4.,https://health.mil/Military-Health-Topics/Health-Readiness/Immunization-Healthcare/Vaccine-Preventable-Diseases/Adenovirus,,,,,"Kallan Roan, Oliver He|The vaccine is in a form of  white enteric-coated tablets. It is typically administered with Adenovirus type 7 vaccine.",,,,,,,,,,,,,,,,Homo sapiens,,,,,VO:0003164,"Seqirus, Inc.",vaccine organism live attenuated,,HUMAN ADENOVIRUS E SEROTYPE 4 STRAIN CL-68578,,,,,,,,,,,,,,oral vaccination,,,,
VO:0003176,Adenovirus type 7,vaccine,,VO:0000037,adenovirus vaccine,,,,Oral vaccine against adenovirus serotype 7.,"Kallan Roan, Oliver He|The vaccine is in a form of peach-colored enteric-coated tablets. It is typically administered with Adenovirus type 4 vaccine.|https://health.mil/Military-Health-Topics/Health-Readiness/Immunization-Healthcare/Vaccine-Preventable-Diseases/Adenovirus",,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,VO:0003164,"Seqirus, Inc.",vaccine organism live attenuated,,HUMAN ADENOVIRUS B SEROTYPE 7 STRAIN 55142,,,,,,,,,,,,,,oral vaccination,,,,
VO:0003177,Diphtheria-tetanus-pertussis-poliovirus-act-hib vaccine,vaccine,,VO:0000744,Diphtheria-Tetanus-Pertussis-Poliovirus-Haemophilus b vaccine,,,DTAP/IPV/ACT-HIB,"Vaccine that contains acthib and protects against, diphtheria, tetanus, pertussis (whooping cough), polio, and haemophilus influenzae type b.",https://insights.ovid.com/pubmed?pmid=9849987,Kallan Roan|Oliver He,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,VO:0003166,"Connaught Laboratories, Inc.",,toxoid vaccine role,,ActHIB,,,,,,,,,,,,,,,,,
VO:0003178,Quatro virelon,vaccine,,VO:0000742,Diphtheria-Tetanus-Pertussis-Poliovirus vaccine,,,,"Active immunization against tetanus, diphtheria, pertussis, and poliomyelitis for individuals between 3 months and 6 years of age.",https://www.impfkritik.de/upload/pdf/fachinfo/quatro-virelon-chiron-behring.pdf,Kallan Roan|Oliver He,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,VO:0003179,Chiron Behring Vaccines Private Ltd,vaccine organism inactivated,,formaldehyde,,,,,,,,,,,,,,,,,,
VO:0003180,Tdap,vaccine,,VO:0000738,Diphtheria-Tetanus-Pertussis vaccine,,,,"Vaccine that protects adolescents and adults from tetanus, diphtheria, and pertussis.",https://www.cdc.gov/vaccines/hcp/vis/vis-statements/tdap.html,Kallan Roan|Oliver He,,,,"Tdap is different than the DTaP vaccine, which is given to infants and children in five doses, starting at 2 months of age.",,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,combination vaccine role,,,,,,,,,,,,,,,,,,,
VO:0003181,Measles virus vaccine foreign to usa,vaccine,,VO:0000654|VO:0003444,Measles virus vaccine|vaccine foreign to USA,,,,Measles virus vaccine manufactured outside of the u.s.,,Kallan Roan|Oliver He,,,,"This term was used by the USA VAERS system to indicate the source, which is foreign to USA here, of the vaccine.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003182,Mumps-rubella vaccine foreign to usa,vaccine,,VO:0003418|VO:0003444,Mumps-Rubella Vaccine|vaccine foreign to USA,,,,Mumps-rubella vaccine manufactured outside of the u.s.,,Kallan Roan|Oliver He,,,,"This term was used by the USA VAERS system to indicate the source, which is foreign to USA here, of the vaccine.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003183,Diphtheria-tetanus-pertussis-poliovirus-hepatitis b vaccine foreign to usa,vaccine,,VO:0000743|VO:0003444,Diphtheria-Tetanus-Pertussis-Poliovirus-Hepatitis B vaccine|vaccine foreign to USA,,,,Diphtheria-tetanus-pertussis-poliovirus-hepatitis b vaccine manufactured outside of the u.s,,Kallan Roan|Oliver He,,,,"This term was used by the USA VAERS system to indicate the source, which is foreign to USA here, of the vaccine.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003184,Diphtheria-tetanus-pertussis-poliovirus vaccine foreign to usa,vaccine,,VO:0000742|VO:0003444,Diphtheria-Tetanus-Pertussis-Poliovirus vaccine|vaccine foreign to USA,,,,Diphtheria-tetanus-pertussis-poliovirus vaccine manufactured outside of the u.s.,,Kallan Roan|Oliver He,,,,"This term was used by the USA VAERS system to indicate the source, which is foreign to USA here, of the vaccine.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003185,Hib polysaccharide foreign to usa,vaccine,,VO:0000627|VO:0003444,H. influenzae Type b capsular polysaccharide vaccine|vaccine foreign to USA,,,,Haemophilis influenzae type b capsular polysaccharide vaccine manufactured outside of the u.s.,https://www.drugs.com/mmx/haemophilus-influenzae-type-b-polysaccharide-vaccine.html,Kallan Roan|Oliver He,,,,"This term was used by the USA VAERS system to indicate the source, which is foreign to USA here, of the vaccine.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003186,Hepatitis b vaccine foreign to usa,vaccine,,VO:0000644|VO:0003444,Hepatitis B virus vaccine|vaccine foreign to USA,,,,Hepatitis b vaccine manufactured outside of the u.s.,https://www.ema.europa.eu/documents/product-information/hbvaxpro-epar-product-information_en.pdf,Kallan Roan|Oliver He,,,,"This term was used by the USA VAERS system to indicate the source, which is foreign to USA here, of the vaccine.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003187,Diphtheria-tetanus-poliovirus vaccine foreign to usa,vaccine,,VO:0000943|VO:0003444,Diphtheria-Tetanus-Poliovirus vaccine|vaccine foreign to USA,,,,Diphtheria-tetanus-poliovirus vaccine manufactured outside of the u.s.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3166496/,Kallan Roan|Oliver He,,,,"This term was used by the USA VAERS system to indicate the source, which is foreign to USA here, of the vaccine.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003188,Diphtheria-tetanus-pertussis-poliovirus-haemophilus b-hepatitis b vaccine foreign to usa,vaccine,,VO:0000946|VO:0003444,Diphtheria-Tetanus-Pertussis-Poliovirus-Haemophilus b-Hepatitis B vaccine|vaccine foreign to USA,,,,Diphtheria-tetanus-pertussis-poliovirus-haemophilus b-hepatitis b vaccine manufactured outside of the u.s.,https://www.ema.europa.eu/medicines/human/EPAR/hexyon,Kallan Roan|Oliver He,,,,"This term was used by the USA VAERS system to indicate the source, which is foreign to USA here, of the vaccine.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003189,Seasonal influenza virus vaccine foreign to usa,vaccine,,VO:0000642|VO:0003444,Influenza virus vaccine|vaccine foreign to USA,,,,Seasonal influenza virus vaccine manufactured outside of the u.s.,http://www.euro.who.int/en/health-topics/communicable-diseases/influenza/vaccination/types-of-seasonal-influenza-vaccine,Kallan Roan|Oliver He,,,,"This term was used by the USA VAERS system to indicate the source, which is foreign to USA here, of the vaccine.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003190,Diphtheria-tetanus-pertussis-poliovirus-haemophilus b vaccine foreign to usa,vaccine,,VO:0000744|VO:0003444,Diphtheria-Tetanus-Pertussis-Poliovirus-Haemophilus b vaccine|vaccine foreign to USA,,,DTaP/IPV/Hib vaccine foreign to USA,Diphtheria-tetanus-pertussis-poliovirus-haemophilus b vaccine manufactured outside of the u.s,https://ca.gsk.com/media/590970/infanrix-ipv-hib.pdf,Kallan Roan|Oliver He,,,,"This term was used by the USA VAERS system to indicate the source, which is foreign to USA here, of the vaccine.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003191,Pneumococcal vaccine foreign to usa,vaccine,,VO:0000424|VO:0003444,polyvalent pneumococcal vaccine|vaccine foreign to USA,,,,,http://vk.ovg.ox.ac.uk/ppv,Kallan Roan|Oliver He,,,,"A pneumococcal vaccine manufactured outside of the U.S.|This term was used by the USA VAERS system to indicate the source, which is foreign to USA here, of the vaccine.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003192,Meningococcal conjugate and haemophilis b vaccine,vaccine,,VO:0003441,meningococcal conjugate vaccine,,,,Active immunizing combination agent that is used to prevent infection caused by certain groups of meningococcal bacteria and haemophilus influenza type b (hib) bacteria.,https://www.mayoclinic.org/drugs-supplements/meningococcal-vaccine-and-haemophilus-b-vaccine-intramuscular-route/description/drg-20075601,Kallan Roan|Oliver He,,,,,,,,,,,,,,,,,,,,Homo sapiens,,Haemophilus influenzae serotype b,,,,,,combination vaccine role|conjugate vaccine role,,,,,,,,,,,,,,,,,,,
VO:0003193,Meningococcal conjugate and haemophilis b vaccine foreign to usa,vaccine,,VO:0003192|VO:0003444,Meningococcal Conjugate and Haemophilis B Vaccine|vaccine foreign to USA,,,,Meningicoccal conjugate and haemophilis b vaccine manufactured outside of the u.s.,,Kallan Roan|Oliver He,,,,"This term was used by the USA VAERS system to indicate the source, which is foreign to USA here, of the vaccine.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003194,Spring summer encephalitis vaccine,vaccine,,VO:0012190,Tick-borne Encephalitis Virus (TBEV) vaccine,,,,Tick-borne encephalitis virus vaccine used to prevent subtype far eastern tick-borne encephalitis virus (formerly known as russian spring summer encephalitis virus).,https://www.who.int/immunization/sage/1_TBE_PP_Draft_13_Mar_2011_SAGE_apr_2011.pdf?ua=1,Kallan Roan|Oliver He,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,vaccine organism inactivated,,,,,,,,,,,,,,,,intramuscular vaccination,,,,
VO:0003195,Acetone-dried typhoid vi polysaccharide vaccine,vaccine,,VO:0003443,Typhoid Vi Polysaccharide vaccine,,,,"Polysaccharide vaccine to prevent typhoid caused salmonella typhi. acetone is used to inactivate culture, and dried.",https://www.cdc.gov/mmwr/pdf/rr/rr4314.pdf|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2366340,Kallan Roan|Oliver He,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,vaccine organism inactivated,,,,,,,,,,,,,,,,subcutaneous vaccination,,,,
VO:0003196,Inactivated acellular pertussis vaccine,vaccine,,VO:0000765,Bordetella pertussis vaccine,,,"acellular pertussis vaccine, inactivated",,http://purl.bioontology.org/ontology/RXNORM/798302,,,,,,,,,798302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003197,Hepatitis a virus-typhoid vaccine foreign to usa,vaccine,,VO:0003229|VO:0003444,Hepatitis A virus-Typhoid vaccine|vaccine foreign to USA,,,Hepatitis A and Vi Polysaccharide typhoid vaccine foreign to USA,Vaccine to protect individuals against infections caused by hepatitis a virus and typhoid fever bacteria.,https://www.ncbi.nlm.nih.gov/pubmed/9772328,Kallan Roan|Oliver He,,,,"This term was used by the USA VAERS system to indicate the source, which is foreign to USA here, of the vaccine.",,,,,,,,,,,,,,,,Homo sapiens,,,,,,,vaccine organism inactivated,combination vaccine role,,,,,,,,,,,,,,,,,,,
VO:0003199,"Bordetella pertussis pertactin vaccine, inactivated",vaccine,,VO:0003196,inactivated acellular pertussis vaccine,,,B. pertussis pertactin vaccine|Bordetella pertussis pertactin vaccine,,http://purl.bioontology.org/ontology/RXNORM/1300380,,,,,,,,,1300380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003200,"Bordetella pertussis toxoid vaccine, inactivated",vaccine,,VO:0003196,inactivated acellular pertussis vaccine,,,,,http://purl.bioontology.org/ontology/RXNORM/1300186,Kallan Roan|Oliver He,,,,,,,,1300186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003201,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated",vaccine,,VO:0003196,inactivated acellular pertussis vaccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003202,"Bordetella pertussis fimbriae 2/3 vaccine, inactivated",vaccine,,VO:0003196,inactivated acellular pertussis vaccine,,,,,http://purl.bioontology.org/ontology/RXNORM/1300182,Khadeejah Khan|Oliver He,,,,,,,,1300182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003203,"Bordetella pertussis pertactin vaccine, inactivated 0.016 mg/ml",vaccine,,VO:0003199,"Bordetella pertussis pertactin vaccine, inactivated",,,,,http://purl.bioontology.org/ontology/RXNORM/1300380,Khadeejah Khan|Oliver He,,,,,,,,1300380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003204,"Bordetella pertussis pertactin vaccine, inactivated 0.006 mg/ml",vaccine,,VO:0003199,"Bordetella pertussis pertactin vaccine, inactivated",,,,,http://purl.bioontology.org/ontology/RXNORM/1300185,Khadeejah Khan|Oliver He,,,,,,,,1300185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003205,"Bordetella pertussis pertactin vaccine, inactivated 0.005 unt/ml",vaccine,,VO:0003199,"Bordetella pertussis pertactin vaccine, inactivated",,,,,http://purl.bioontology.org/ontology/RXNORM/1657600,Khadeejah Khan|Oliver He,,,,,,,,1300365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003206,"Bordetella pertussis toxoid vaccine, inactivated 0.016 mg/ml",vaccine,,VO:0003200,"Bordetella pertussis toxoid vaccine, inactivated",,,,,http://purl.bioontology.org/ontology/RXNORM/1300366,Khadeejah Khan|Oliver He,,,,,,,,1300366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003207,"Bordetella pertussis toxoid vaccine, inactivated 0.05 mg/ml",vaccine,,VO:0003200,"Bordetella pertussis toxoid vaccine, inactivated",,,,,http://purl.bioontology.org/ontology/RXNORM/1300381,Khadeejah Khan|Oliver He,,,,,,,,1300381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003208,"Bordetella pertussis toxoid vaccine, inactivated 0.005 mg/ml",vaccine,,VO:0003200,"Bordetella pertussis toxoid vaccine, inactivated",,,,,http://purl.bioontology.org/ontology/RXNORM/1300187,Khadeejah Khan|Oliver He,,,,,,,,1300187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003209,"Bordetella pertussis toxoid vaccine, inactivated 0.02 mg/ml",vaccine,,VO:0003200,"Bordetella pertussis toxoid vaccine, inactivated",,,,,http://purl.bioontology.org/ontology/RXNORM/1300307,Khadeejah Khan|Oliver He,,,,,,,,1300307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003210,"Bordetella pertussis toxoid vaccine, inactivated 0.04 mg/ml",vaccine,,VO:0003200,"Bordetella pertussis toxoid vaccine, inactivated",,,,,http://purl.bioontology.org/ontology/RXNORM/1988802,Khadeejah Khan|Oliver He,,,,,,,,1988802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003211,H1n1 influenza monovalent vaccine,vaccine,,VO:0000578,H1N1 Influenza vaccine,,,,Monovalent vaccine used to protect against h1n1 influenza virus.,https://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm181950.htm,Kallan Roan|Oliver He,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003212,Pneumococcal capsular polysaccharide type 1 vaccine,vaccine,,VO:0003284,pneumococcal capsular polysaccharide vaccine,,,,,http://purl.bioontology.org/ontology/RXNORM/854930,Khadeejah Khan|Oliver He,,,,,,,,854930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003213,Diphtheria toxoid-pertussis-poliovirus vaccine,vaccine,,VO:0000735,Corynebacterium diphtheriae vaccine,,,DP+IPV vaccine,,,Kallan Roan|Oliver He,,,,,,,,,,,,,,,,,,,,Homo sapiens,,('Poliovirus 1' or 'Poliovirus 2' or 'Poliovirus 3')|Bordetella pertussis,,,,,,combination vaccine role,,,,,,,,,,,,,,,,,,,
VO:0003214,Diphtheria-tetanus-poliovirus-haemophilus b-hepatitis b vaccine,vaccine,,VO:0000732,Diphtheria-Tetanus vaccine,,,DT+IPV+HIB+HEPB vaccine,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,('Hepatitis B virus' and 'Haemophilus influenzae serotype b' and ('Poliovirus 1' or 'Poliovirus 2' or 'Poliovirus 3')),,,,,,combination vaccine role,,,,,,,,,,,,,,,,,,,
VO:0003215,Seasonal influenza a27:h29 vaccine,vaccine,,VO:0000642,Influenza virus vaccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003216,Fluvax,vaccine,,VO:0000642,Influenza virus vaccine,,,,"For the prevention of influenza caused by influenza virus, types a and b. for the southern
hemisphere 2017 season, the vaccine is indicated for use only in persons aged 5 years and
over.",https://www.medsafe.govt.nz/profs/Datasheet/f/Fluvaxinj.pdf,Kallan Roan|Oliver He,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,VO:0000689,CSL Limited,vaccine organism inactivated,,,,,,,,,,,,,,,,intramuscular vaccination,,,,
VO:0003217,Pneumococcal capsular polysaccharide type 11a vaccine,vaccine,,VO:0003284,pneumococcal capsular polysaccharide vaccine,,,,,http://purl.bioontology.org/ontology/RXNORM/854934,Khadeejah Khan|Oliver He,,,,,,,,854934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003218,Pneumococcal capsular polysaccharide type 12f vaccine,vaccine,,VO:0003284,pneumococcal capsular polysaccharide vaccine,,,,,http://purl.bioontology.org/ontology/RXNORM/854936,Khadeejah Khan|Oliver He,,,,,,,,854936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003219,Pneumococcal capsular polysaccharide type 14 vaccine,vaccine,,VO:0003284,pneumococcal capsular polysaccharide vaccine,,,,,http://purl.bioontology.org/ontology/RXNORM/854938,Khadeejah Khan|Oliver He,,,,,,,,854938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003220,Pneumococcal capsular polysaccharide type 15b vaccine,vaccine,,VO:0003284,pneumococcal capsular polysaccharide vaccine,,,,,http://purl.bioontology.org/ontology/RXNORM/854940,Khadeejah Khan|Oliver He,,,,,,,,854940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003221,Pneumococcal capsular polysaccharide type 17f vaccine,vaccine,,VO:0003284,pneumococcal capsular polysaccharide vaccine,,,,,http://purl.bioontology.org/ontology/RXNORM/854942,Khadeejah Khan|Oliver He,,,,,,,,854942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003222,Pneumococcal capsular polysaccharide type 18c vaccine,vaccine,,VO:0003284,pneumococcal capsular polysaccharide vaccine,,,,,http://purl.bioontology.org/ontology/RXNORM/854944,Khadeejah Khan|Oliver He,,,,,,,,854944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003223,Pneumococcal capsular polysaccharide type 19a vaccine,vaccine,,VO:0003284,pneumococcal capsular polysaccharide vaccine,,,,,http://purl.bioontology.org/ontology/RXNORM/854944,Khadeejah Khan|Oliver He,,,,,,,,854944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003224,Pneumococcal capsular polysaccharide type 19f vaccine,vaccine,,VO:0003284,pneumococcal capsular polysaccharide vaccine,,,,,http://purl.bioontology.org/ontology/RXNORM/854948,Khadeejah Khan|Oliver He,,,,,,,,854948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003225,Pneumococcal capsular polysaccharide type 2 vaccine,vaccine,,VO:0003284,pneumococcal capsular polysaccharide vaccine,,,,,http://purl.bioontology.org/ontology/RXNORM/854950,Khadeejah Khan|Oliver He,,,,,,,,854950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003226,Pneumococcal capsular polysaccharide type 20 vaccine,vaccine,,VO:0003284,pneumococcal capsular polysaccharide vaccine,,,,,http://purl.bioontology.org/ontology/RXNORM/854952,Khadeejah Khan|Oliver He,,,,,,,,854952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003227,Pneumococcal capsular polysaccharide type 22f vaccine,vaccine,,VO:0003284,pneumococcal capsular polysaccharide vaccine,,,,,http://purl.bioontology.org/ontology/RXNORM/854954,Khadeejah Khan|Oliver He,,,,,,,,854954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003228,1 ml hepatitis b surface antigen vaccine 0.04 mg/ml injection [recombivax],vaccine,,VO:0010737,Recombivax HB,,,"1 ML Recombivax 0.04 MG/ML Injection|RECOMBIVAX HB dialysis formulation vaccine 1 ML Injection|Recombivax HB 40 MCG per 1 ML Injection|Recombivax HB, Hepatitis B vaccine (recombinant) Dialysis Formulation 40 MCG per 1 ML Injection",,http://purl.bioontology.org/ontology/RXNORM/830263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003229,Hepatitis a virus-typhoid vaccine,vaccine,,VO:0000646|VO:0000671,Hepatitis A virus vaccine|Salmonella typhi vaccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003230,Hepatitis b surface antigen vaccine 0.04 mg/ml,vaccine,,VO:0003150,Hepatitis B surface antigen vaccine,,,,,http://purl.bioontology.org/ontology/RXNORM/830260,Khadeejah Khan|Oliver He,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003231,0.5 ml hepatitis b surface antigen vaccine 0.04 mg/ml injection [heplisav-b],vaccine,,VO:0003270,Hepatitis B Surface Antigen Vaccine Injection [Heplisav-B],,,,,http://purl.bioontology.org/ontology/RXNORM/1994352,Kallan Roan|Oliver He,,,,"CUI: C4534702|RXAUI: 9712934, 9712933, 9712931, 9712937|TUI: T200",,,,1994352,,,,,,,,,,,,,,,,,,,,,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML [Heplisav-B],,,,,,,,,,,,,,,,,,
VO:0003232,Pneumococcal capsular polysaccharide type 4 vaccine,vaccine,,VO:0003284,pneumococcal capsular polysaccharide vaccine,,,,,http://purl.bioontology.org/ontology/RXNORM/854962,Khadeejah Khan|Oliver He,,,,,,,,854962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003233,1 ml hepatitis b surface antigen vaccine 0.04 mg/ml injection,vaccine,,VO:0003421,Hepatitis B Surface Antigen Vaccine Injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO:0003234,0.5 ml hepatitis b surface antigen vaccine 0.04 mg/ml injection,vaccine,,VO:0003421,Hepatitis B Surface Antigen Vaccine Injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
