ID,LABEL in VO,RxNorm OMOP extension ID,RxNorm Preferred Name
VO:0017290,"acellular pertussis vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / Human poliovirus 160 BAU/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML [Boostrix]",OMOP3127938,"acellular pertussis vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / Human poliovirus 160 BAU/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML [Boostrix]"
VO:0018743,Salmonella Typhi Inactivated Antigen Delayed Release Oral Capsule,OMOP3127981,Salmonella Typhi Inactivated Antigen Delayed Release Oral Capsule
VO:0017246,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / Human poliovirus / tetanus toxoid vaccine, inactivated Injectable Suspension",OMOP3128012,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / Human poliovirus / tetanus toxoid vaccine, inactivated Injectable Suspension"
VO:0017844,meningococcal group B vaccine Injectable Suspension [Bexsero],OMOP3128022,meningococcal group B vaccine Injectable Suspension [Bexsero]
VO:0017238,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / Haemophilus influenzae type b / Hepatitis B Surface Antigen Vaccine / Human poliovirus / tetanus toxoid vaccine, inactivated Injectable Suspension [HEXYON]",OMOP3128244,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / Haemophilus influenzae type b / Hepatitis B Surface Antigen Vaccine / Human poliovirus / tetanus toxoid vaccine, inactivated Injectable Suspension [HEXYON]"
VO:0018192,"MEASLES VIRUS VACCINE,LIVE ATTENUATED / Mumps virus / Rubella virus vaccine Injectable Solution [Priorix]",OMOP3128245,"MEASLES VIRUS VACCINE,LIVE ATTENUATED / Mumps virus / Rubella virus vaccine Injectable Solution [Priorix]"
VO:0017929,meningococcal group B vaccine 0.3 MG/ML Injectable Suspension,OMOP3128275,meningococcal group B vaccine 0.3 MG/ML Injectable Suspension
VO:0015848,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix-B] by GSK,OMOP3128635,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix-B] by GSK
VO:0015855,1 ML Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Suspension [HBvaxPRO] by MSD,OMOP3128681,1 ML Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Suspension [HBvaxPRO] by MSD
VO:0015840,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Suspension [HBvaxPRO] by MSD,OMOP3128745,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injectable Suspension [HBvaxPRO] by MSD
VO:0017937,0.5 ML meningococcal group B vaccine 0.3 MG/ML Injectable Suspension [Boostrix],OMOP3131886,0.5 ML meningococcal group B vaccine 0.3 MG/ML Injectable Suspension [Boostrix]
VO:0018567,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Intramuscular Solution,OMOP3131908,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Intramuscular Solution
VO:0018536,"0.5 ML Japanese encephalitis virus vaccine, inactivated 12 BAU/ML Injectable Suspension",OMOP3131910,"0.5 ML Japanese encephalitis virus vaccine, inactivated 12 BAU/ML Injectable Suspension"
VO:0018556,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injectable Solution [Typhim VI],OMOP3131916,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injectable Solution [Typhim VI]
VO:0016914,"0.5 ML acellular pertussis vaccine, inactivated 0.0936 MG/ML / diphtheria toxoid vaccine, inactivated 60 UNT/ML / Human poliovirus 160 BAU/ML / tetanus toxoid vaccine, inactivated 80 UNT/ML Injectable Suspension [Tetravac]",OMOP3131928,"0.5 ML acellular pertussis vaccine, inactivated 0.0936 MG/ML / diphtheria toxoid vaccine, inactivated 60 UNT/ML / Human poliovirus 160 BAU/ML / tetanus toxoid vaccine, inactivated 80 UNT/ML Injectable Suspension [Tetravac]"
VO:0016952,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML / Human poliovirus 160 BAU/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Revaxis]",OMOP3131952,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML / Human poliovirus 160 BAU/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Revaxis]"
VO:0018559,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injectable Solution [Typhim VI] by Sanofi,OMOP3131964,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injectable Solution [Typhim VI] by Sanofi
VO:0018538,"0.5 ML Japanese encephalitis virus vaccine, inactivated 12 BAU/ML Injectable Suspension [Ixiaro] by Eco.Pharma.Supply",OMOP3131965,"0.5 ML Japanese encephalitis virus vaccine, inactivated 12 BAU/ML Injectable Suspension [Ixiaro] by Eco.Pharma.Supply"
VO:0017942,0.5 ML meningococcal group B vaccine 0.3 MG/ML Injectable Suspension,OMOP3131967,0.5 ML meningococcal group B vaccine 0.3 MG/ML Injectable Suspension
VO:0016912,"0.5 ML acellular pertussis vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / Human poliovirus 160 BAU/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Boostrix] by GSK",OMOP3131992,"0.5 ML acellular pertussis vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / Human poliovirus 160 BAU/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Boostrix] by GSK"
VO:0018537,"0.5 ML Japanese encephalitis virus vaccine, inactivated 12 BAU/ML Injectable Suspension [Ixiaro]",OMOP3132005,"0.5 ML Japanese encephalitis virus vaccine, inactivated 12 BAU/ML Injectable Suspension [Ixiaro]"
VO:0016915,"0.5 ML acellular pertussis vaccine, inactivated 0.0936 MG/ML / diphtheria toxoid vaccine, inactivated 60 UNT/ML / Human poliovirus 160 BAU/ML / tetanus toxoid vaccine, inactivated 80 UNT/ML Injectable Suspension [Tetravac] by Sanofi",OMOP3132013,"0.5 ML acellular pertussis vaccine, inactivated 0.0936 MG/ML / diphtheria toxoid vaccine, inactivated 60 UNT/ML / Human poliovirus 160 BAU/ML / tetanus toxoid vaccine, inactivated 80 UNT/ML Injectable Suspension [Tetravac] by Sanofi"
VO:0018569,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Intramuscular Solution [Typherix] by GSK,OMOP3132014,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Intramuscular Solution [Typherix] by GSK
VO:0016913,"0.5 ML acellular pertussis vaccine, inactivated 0.0936 MG/ML / diphtheria toxoid vaccine, inactivated 60 UNT/ML / Human poliovirus 160 BAU/ML / tetanus toxoid vaccine, inactivated 80 UNT/ML Injectable Suspension",OMOP3132028,"0.5 ML acellular pertussis vaccine, inactivated 0.0936 MG/ML / diphtheria toxoid vaccine, inactivated 60 UNT/ML / Human poliovirus 160 BAU/ML / tetanus toxoid vaccine, inactivated 80 UNT/ML Injectable Suspension"
VO:0015626,0.5 ML Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Suspension [Fendrix],OMOP3132036,0.5 ML Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Suspension [Fendrix]
VO:0016918,"0.5 ML acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 60 UNT/ML / Human poliovirus 160 BAU/ML / tetanus toxoid vaccine, inactivated 80 UNT/ML Injectable Suspension [Infanrix] by GSK",OMOP3132050,"0.5 ML acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 60 UNT/ML / Human poliovirus 160 BAU/ML / tetanus toxoid vaccine, inactivated 80 UNT/ML Injectable Suspension [Infanrix] by GSK"
VO:0017962,0.5 ML meningococcal group B vaccine 0.3 MG/ML Injectable Suspension [Bexsero] by GSK,OMOP3132052,0.5 ML meningococcal group B vaccine 0.3 MG/ML Injectable Suspension [Bexsero] by GSK
VO:0016953,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML / Human poliovirus 160 BAU/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Revaxis] by Sanofi",OMOP3132053,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML / Human poliovirus 160 BAU/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Revaxis] by Sanofi"
VO:0015832,0.5 ML Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Suspension [Fendrix] by GSK,OMOP3132054,0.5 ML Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injectable Suspension [Fendrix] by GSK
VO:0016951,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML / Human poliovirus 160 BAU/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension",OMOP3132059,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML / Human poliovirus 160 BAU/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension"
VO:0016911,"0.5 ML acellular pertussis vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / Human poliovirus 160 BAU/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Boostrix]",OMOP3132068,"0.5 ML acellular pertussis vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / Human poliovirus 160 BAU/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension [Boostrix]"
VO:0017963,0.5 ML meningococcal group B vaccine 0.3 MG/ML Injectable Suspension [Boostrix] by GSK,OMOP3132075,0.5 ML meningococcal group B vaccine 0.3 MG/ML Injectable Suspension [Boostrix] by GSK
VO:0017936,0.5 ML meningococcal group B vaccine 0.3 MG/ML Injectable Suspension [Bexsero],OMOP3132087,0.5 ML meningococcal group B vaccine 0.3 MG/ML Injectable Suspension [Bexsero]
VO:0018568,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Intramuscular Solution [Typherix],OMOP3132090,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Intramuscular Solution [Typherix]
VO:0016917,"0.5 ML acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 60 UNT/ML / Human poliovirus 160 BAU/ML / tetanus toxoid vaccine, inactivated 80 UNT/ML Injectable Suspension [Infanrix]",OMOP3132095,"0.5 ML acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 60 UNT/ML / Human poliovirus 160 BAU/ML / tetanus toxoid vaccine, inactivated 80 UNT/ML Injectable Suspension [Infanrix]"
VO:0015828,0.5 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix-B] by GSK,OMOP3132108,0.5 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension [Engerix-B] by GSK
VO:0018555,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injectable Solution,OMOP3132111,0.5 ML Salmonella Typhi Inactivated Antigen 0.05 MG/ML Injectable Solution
VO:0016916,"0.5 ML acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 60 UNT/ML / Human poliovirus 160 BAU/ML / tetanus toxoid vaccine, inactivated 80 UNT/ML Injectable Suspension",OMOP3132115,"0.5 ML acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 60 UNT/ML / Human poliovirus 160 BAU/ML / tetanus toxoid vaccine, inactivated 80 UNT/ML Injectable Suspension"
VO:0016910,"0.5 ML acellular pertussis vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / Human poliovirus 160 BAU/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension",OMOP3132116,"0.5 ML acellular pertussis vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / Human poliovirus 160 BAU/ML / tetanus toxoid vaccine, inactivated 40 UNT/ML Injectable Suspension"
VO:0018610,Human-Bovine Reassortant Rotavirus Strain P1A[8] Vaccine 807000 PFU/ML,OMOP3134981,Human-Bovine Reassortant Rotavirus Strain P1A[8] Vaccine 807000 PFU/ML
VO:0016630,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection Box of 1,OMOP3134989,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection Box of 1
VO:0016615,Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection Box of 10,OMOP3135025,Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection Box of 10
VO:0018036,"poliovirus vaccine inactivated, type 1 (Mahoney) 40 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 8 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 32 UNT/ML Injectable Solution Box of 10",OMOP3135031,"poliovirus vaccine inactivated, type 1 (Mahoney) 40 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 8 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 32 UNT/ML Injectable Solution Box of 10"
VO:0016631,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection Box of 10,OMOP3135089,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection Box of 10
VO:0018307,"rabies virus vaccine wistar strain PM-1503-3M (Human), Inactivated 2.5 UNT Injection",OMOP3135277,"rabies virus vaccine wistar strain PM-1503-3M (Human), Inactivated 2.5 UNT Injection"
VO:0015810,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection Box of 250,OMOP3135376,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection Box of 250
VO:0015808,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection Box of 100,OMOP3135394,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection Box of 100
VO:0020938,"Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.00752 MG/ML",OMOP3135604,"Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.00752 MG/ML"
VO:0017992,"0.5 ML poliovirus vaccine inactivated, type 1 (Mahoney) 40 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 8 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 32 UNT/ML Injectable Solution",OMOP3135649,"0.5 ML poliovirus vaccine inactivated, type 1 (Mahoney) 40 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 8 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 32 UNT/ML Injectable Solution"
VO:0016979,"0.5 ML Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.08 MG/ML Injection",OMOP3135813,"0.5 ML Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.08 MG/ML Injection"
VO:0016055,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection Box of 250,OMOP3135819,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection Box of 250
VO:0021004,Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 1350 UNT Injection,OMOP3135821,Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 1350 UNT Injection
VO:0017438,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.02 MG/ML Injection",OMOP3136157,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.02 MG/ML Injection"
VO:0016056,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection Box of 3,OMOP3136264,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection Box of 3
VO:0016975,"0.5 ML Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.02 MG/ML Injection",OMOP3136316,"0.5 ML Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.02 MG/ML Injection"
VO:0016012,0.5 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection Box of 1,OMOP3136329,0.5 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection Box of 1
VO:0017995,"0.5 ML poliovirus vaccine inactivated, type 1 (Mahoney) 40 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 8 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 32 UNT/ML Injectable Solution Box of 10",OMOP3136352,"0.5 ML poliovirus vaccine inactivated, type 1 (Mahoney) 40 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 8 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 32 UNT/ML Injectable Solution Box of 10"
VO:0017874,Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.005 MG,OMOP3136508,Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.005 MG
VO:0018033,"poliovirus vaccine inactivated, type 1 (Mahoney) 40 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 8 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 32 UNT/ML Injectable Solution",OMOP3136749,"poliovirus vaccine inactivated, type 1 (Mahoney) 40 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 8 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 32 UNT/ML Injectable Solution"
VO:0018599,Human-Bovine Reassortant Rotavirus Strain G1 Vaccine 772000 PFU/ML,OMOP3137149,Human-Bovine Reassortant Rotavirus Strain G1 Vaccine 772000 PFU/ML
VO:0016053,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection Box of 100,OMOP3137481,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection Box of 100
VO:0018306,rabies virus vaccine flury-lep strain 2.5 UNT Injection,OMOP3137574,rabies virus vaccine flury-lep strain 2.5 UNT Injection
VO:0016051,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection Box of 1,OMOP3138102,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection Box of 1
VO:0018604,Human-Bovine Reassortant Rotavirus Strain G3 Vaccine 772000 PFU/ML,OMOP3138212,Human-Bovine Reassortant Rotavirus Strain G3 Vaccine 772000 PFU/ML
VO:0018606,Human-Bovine Reassortant Rotavirus Strain G4 Vaccine 698000 PFU/ML,OMOP3138214,Human-Bovine Reassortant Rotavirus Strain G4 Vaccine 698000 PFU/ML
VO:0017443,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.08 MG/ML Injection",OMOP3138277,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.08 MG/ML Injection"
VO:0015811,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection Box of 3,OMOP3138338,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection Box of 3
VO:0015806,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection Box of 1,OMOP3138499,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection Box of 1
VO:0016614,Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection Box of 1,OMOP3138587,Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection Box of 1
VO:0017888,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Prefilled Syringe,OMOP3138668,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Prefilled Syringe
VO:0018394,pneumococcal capsular polysaccharide type 1 vaccine Prefilled Syringe [Pneumovax II],OMOP345282,pneumococcal capsular polysaccharide type 1 vaccine Prefilled Syringe [Pneumovax II]
VO:0018395,pneumococcal capsular polysaccharide type 1 vaccine Prefilled Syringe [Pnu-Imune],OMOP345283,pneumococcal capsular polysaccharide type 1 vaccine Prefilled Syringe [Pnu-Imune]
VO:0018517,pneumococcal capsular polysaccharide type 1 vaccine Prefilled Syringe,OMOP345284,pneumococcal capsular polysaccharide type 1 vaccine Prefilled Syringe
VO:0018397,pneumococcal capsular polysaccharide type 1 vaccine Prefilled Syringe [Synflorix],OMOP345286,pneumococcal capsular polysaccharide type 1 vaccine Prefilled Syringe [Synflorix]
VO:0018281,rabies virus vaccine flury-lep strain Injection [Rabipur],OMOP345287,rabies virus vaccine flury-lep strain Injection [Rabipur]
VO:0018282,rabies virus vaccine flury-lep strain Injection [Verorab],OMOP345288,rabies virus vaccine flury-lep strain Injection [Verorab]
VO:0017666,"tetanus toxoid vaccine, inactivated Prefilled Syringe [Clostet]",OMOP345290,"tetanus toxoid vaccine, inactivated Prefilled Syringe [Clostet]"
VO:0017890,"influenza B virus antigen, Hong Kong 330-2001 / meningococcal group C polysaccharide Injection",OMOP345295,"influenza B virus antigen, Hong Kong 330-2001 / meningococcal group C polysaccharide Injection"
VO:0017838,"influenza B virus antigen, Hong Kong 330-2001 / meningococcal group C polysaccharide Injection [Menitorix]",OMOP345296,"influenza B virus antigen, Hong Kong 330-2001 / meningococcal group C polysaccharide Injection [Menitorix]"
VO:0015545,Hepatitis B Surface Antigen Vaccine Prefilled Syringe [Engerix B],OMOP345308,Hepatitis B Surface Antigen Vaccine Prefilled Syringe [Engerix B]
VO:0015549,Hepatitis B Surface Antigen Vaccine Prefilled Syringe [HBvaxPRO],OMOP345309,Hepatitis B Surface Antigen Vaccine Prefilled Syringe [HBvaxPRO]
VO:0015546,Hepatitis B Surface Antigen Vaccine Prefilled Syringe [Fendrix],OMOP345310,Hepatitis B Surface Antigen Vaccine Prefilled Syringe [Fendrix]
VO:0015510,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML [Engerix B],OMOP345312,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML [Engerix B]
VO:0015812,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe Box of 1,OMOP345314,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe Box of 1
VO:0015815,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe Box of 3,OMOP345315,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe Box of 3
VO:0015813,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe Box of 10,OMOP345316,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe Box of 10
VO:0015578,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe [Engerix B],OMOP345317,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe [Engerix B]
VO:0015747,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe [Engerix B] Box of 1,OMOP345318,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe [Engerix B] Box of 1
VO:0015750,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe [Engerix B] Box of 3,OMOP345319,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe [Engerix B] Box of 3
VO:0015748,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe [Engerix B] Box of 10,OMOP345320,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe [Engerix B] Box of 10
VO:0015518,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML [HBvaxPRO],OMOP345321,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML [HBvaxPRO]
VO:0015515,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML [Fendrix],OMOP345322,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML [Fendrix]
VO:0015588,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Prefilled Syringe [HBvaxPRO],OMOP345326,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Prefilled Syringe [HBvaxPRO]
VO:0015768,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Prefilled Syringe [HBvaxPRO] Box of 1,OMOP345327,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Prefilled Syringe [HBvaxPRO] Box of 1
VO:0015587,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Prefilled Syringe [Fendrix],OMOP345328,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Prefilled Syringe [Fendrix]
VO:0015766,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Prefilled Syringe [Fendrix] Box of 1,OMOP345329,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Prefilled Syringe [Fendrix] Box of 1
VO:0015767,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Prefilled Syringe [Fendrix] Box of 10,OMOP345330,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Prefilled Syringe [Fendrix] Box of 10
VO:0015509,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML [HBvaxPRO],OMOP345331,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML [HBvaxPRO]
VO:0015788,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 1,OMOP345334,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 1
VO:0015789,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 10,OMOP345335,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe Box of 10
VO:0015571,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO],OMOP345336,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO]
VO:0015711,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 1,OMOP345337,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 1
VO:0015712,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 10,OMOP345338,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe [HBvaxPRO] Box of 10
VO:0021046,Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain Injection [Varilrix],OMOP362082,Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain Injection [Varilrix]
VO:0017344,"diphtheria toxoid vaccine, inactivated / Pertussis Vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / tetanus toxoid vaccine, inactivated Prefilled Syringe",OMOP377977,"diphtheria toxoid vaccine, inactivated / Pertussis Vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / tetanus toxoid vaccine, inactivated Prefilled Syringe"
