ID,LABEL in VO,OMOP concept ID
VO:0017868,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.01 MG/ML,43147645
VO:0017869,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.05 MG,43269498
VO:0017870,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.25 MG,44026749
VO:0017871,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.25 MG/ML,44117344
VO:0017872,Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.004 MG,43280346
VO:0017873,Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.004 MG/ML,43264020
VO:0017874,Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.005 MG,590078
VO:0017875,Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.01 MG/ML,43172058
VO:0017876,Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.05 MG,43269497
VO:0017877,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML,36884243
VO:0017878,Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.004 MG,43296595
VO:0017879,Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.004 MG/ML,43258587
VO:0017880,Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.005 MG,43258586
VO:0017881,Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.01 MG/ML,43217154
VO:0017882,Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.05 MG,43280374
VO:0017883,Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.004 MG,43285839
VO:0017884,Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.004 MG/ML,43264024
VO:0017885,Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.005 MG,43285840
VO:0017886,Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.05 MG,43269499
VO:0017887,COVID-19 vaccine Injectable Solution,35897994
VO:0017888,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Prefilled Syringe,586946
VO:0017889,"influenza B virus antigen, Hong Kong 330-2001 / meningococcal group C polysaccharide Injectable Solution",36407283
VO:0017890,"influenza B virus antigen, Hong Kong 330-2001 / meningococcal group C polysaccharide Injection",21041706
VO:0017891,meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y Intramuscular Solution,44055804
VO:0017892,meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y Prefilled Syringe,36788306
VO:0017893,meningococcal group A polysaccharide / meningococcal group C polysaccharide Injection,36887548
VO:0017894,meningococcal group B vaccine Injectable Solution,36405729
VO:0017895,meningococcal group B vaccine Injectable Suspension,36272005
VO:0017896,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine / Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine Injectable Suspension,43138345
VO:0017897,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine Injection,43258583
VO:0017898,Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine Injectable Suspension,43141318
VO:0017899,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine Injectable Suspension,36884609
VO:0017900,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine Injection,43515059
VO:0017901,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.02 MG/ML Prefilled Syringe [ActHIB],43161207
VO:0017902,meningococcal group B vaccine 0.3 MG/ML Injectable Suspension [Bexsero],36275190
VO:0017903,meningococcal group B vaccine 0.3 MG/ML Injectable Suspension [Boostrix],36267567
VO:0017904,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension [Meningitec],43207270
VO:0017905,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension [Menjugate],43218281
VO:0017906,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injection [Meningitec],43516402
VO:0017907,"diphtheria toxoid vaccine, inactivated / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine Injectable Suspension [Meningitec]",44108948
VO:0017908,"diphtheria toxoid vaccine, inactivated / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine Injectable Suspension [Menjugate]",44096073
VO:0017909,Haemophilus B Conjugate Vaccine / meningococcal group C polysaccharide Injectable Solution [Menitorix],40731786
VO:0017910,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Injectable Solution [Begrivac],35749520
VO:0017911,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Injectable Solution [Enzira],35774724
VO:0017912,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Injectable Solution [Imuvac],35766144
VO:0017913,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Injectable Solution [Invivac],35753726
VO:0017914,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Injectable Solution [Mastaflu],35766143
VO:0017915,meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y Injectable Solution [ACWY Vax],35766294
VO:0017916,meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y Injectable Solution [Menactra],35146370
VO:0017917,meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y Injectable Solution [Mencevax Acwy],36788307
VO:0017918,meningococcal group A polysaccharide / meningococcal group C polysaccharide / meningococcal polysaccharide vaccine group W-135 / meningococcal polysaccharide vaccine group Y Injectable Solution [Menquadfi],36923646
VO:0017919,meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y Injectable Solution [Menveo],35766293
VO:0017920,meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y Injectable Solution [Nimenrix],35753882
VO:0017921,meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y Injection [ACWY Vax],21031231
VO:0017922,meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y Injection [Menveo],21100028
VO:0017923,meningococcal group A polysaccharide / meningococcal group C polysaccharide / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y Injection [Nimenrix],21021512
VO:0017924,meningococcal group A polysaccharide / meningococcal group C polysaccharide Injectable Solution [AC Vax],35762196
VO:0017925,meningococcal group A polysaccharide / meningococcal group C polysaccharide Injectable Solution [Mengivac A + C],35770591
VO:0017926,meningococcal group A polysaccharide / meningococcal group C polysaccharide Injectable Solution [Mengivac],40734162
VO:0017927,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.02 MG/ML Prefilled Syringe,36881901
VO:0017928,meningococcal group A polysaccharide 0.008 MG/ML / meningococcal group C polysaccharide 0.008 MG/ML / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 0.008 MG/ML / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 0.008 MG/ML Intramuscular Solution,44071335
VO:0017929,meningococcal group B vaccine 0.3 MG/ML Injectable Suspension,36277400
VO:0017930,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.01 MG Injection,43280343
VO:0017931,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension,43141319
VO:0017932,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injection,43515932
VO:0017933,"diphtheria toxoid vaccine, inactivated / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine Injectable Suspension",44042986
VO:0017934,Haemophilus B Conjugate Vaccine / meningococcal group C polysaccharide Injectable Solution,40731787
VO:0017935,0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.02 MG/ML Prefilled Syringe [ActHIB],43208816
VO:0017936,0.5 ML meningococcal group B vaccine 0.3 MG/ML Injectable Suspension [Bexsero],36281212
VO:0017937,0.5 ML meningococcal group B vaccine 0.3 MG/ML Injectable Suspension [Boostrix],36281011
VO:0017938,0.5 ML Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension [Meningitec],43186944
VO:0017939,0.5 ML Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injection [Meningitec],43519258
VO:0017940,0.6 ML Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension [Menjugate],43219844
VO:0017941,0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.02 MG/ML Prefilled Syringe,43219815
VO:0017942,0.5 ML meningococcal group B vaccine 0.3 MG/ML Injectable Suspension,36281092
VO:0017943,0.5 ML Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension,43208844
VO:0017944,0.5 ML Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injection,43519172
VO:0017945,0.6 ML Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension,43186963
VO:0017946,"diphtheria toxoid vaccine, inactivated 0.03 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension [Meningitec]",44086674
VO:0017947,"diphtheria toxoid vaccine, inactivated 0.05 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension [Menjugate]",44073786
VO:0017948,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.02 MG/ML Prefilled Syringe [ActHIB] Box of 1,43139076
VO:0017949,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension [Meningitec] Box of 1,43141320
VO:0017950,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension [Meningitec] Box of 10,43515191
VO:0017951,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension [Menjugate] Box of 1,43174522
VO:0017952,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injection [Meningitec] Box of 10,43516825
VO:0017953,"diphtheria toxoid vaccine, inactivated 0.03 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension",44045862
VO:0017954,"diphtheria toxoid vaccine, inactivated 0.05 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension",44084575
VO:0017955,meningococcal group A polysaccharide 0.5 MG / meningococcal group C polysaccharide 0.5 MG / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 0.5 MG / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 0.5 MG Injectable Solution,44032490
VO:0017956,meningococcal group A polysaccharide 0.5 MG / meningococcal group C polysaccharide 0.5 MG Injectable Solution,44045486
VO:0017957,meningococcal group A polysaccharide 2.5 MG / meningococcal group C polysaccharide 2.5 MG / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 2.5 MG / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 2.5 MG Injectable Solution,44058469
VO:0017958,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.02 MG/ML Prefilled Syringe Box of 1,43172134
VO:0017959,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension Box of 1,43174521
VO:0017960,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension Box of 10,43514698
VO:0017961,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injection Box of 10,43515111
VO:0017962,0.5 ML meningococcal group B vaccine 0.3 MG/ML Injectable Suspension [Bexsero] by GSK,36281177
VO:0017963,0.5 ML meningococcal group B vaccine 0.3 MG/ML Injectable Suspension [Boostrix] by GSK,36281200
VO:0017964,0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.02 MG/ML Prefilled Syringe [ActHIB] Box of 1,43165007
VO:0017965,0.5 ML Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension [Meningitec] Box of 1,43186945
VO:0017966,0.5 ML Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension [Meningitec] Box of 10,43519158
VO:0017967,0.5 ML Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injection [Meningitec] Box of 10,43519157
VO:0017968,0.6 ML Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension [Menjugate] Box of 1,43208856
VO:0017969,"0.5 ML diphtheria toxoid vaccine, inactivated 0.03 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension [Meningitec]",44132864
VO:0017970,"0.5 ML diphtheria toxoid vaccine, inactivated 0.05 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension [Menjugate]",44132807
VO:0017971,0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.02 MG/ML Prefilled Syringe Box of 1,43186921
VO:0017972,0.5 ML Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension Box of 1,43208845
VO:0017973,0.5 ML Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension Box of 10,43519132
VO:0017974,0.5 ML Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injection Box of 10,43519216
VO:0017975,0.6 ML Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension Box of 1,43154033
VO:0017976,"0.5 ML diphtheria toxoid vaccine, inactivated 0.03 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension",44132704
VO:0017977,"0.5 ML diphtheria toxoid vaccine, inactivated 0.05 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension",44132529
VO:0017978,0.5 ML meningococcal group A polysaccharide 0.1 MG/ML / meningococcal group C polysaccharide 0.1 MG/ML / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 0.1 MG/ML / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 0.1 MG/ML Injectable Solution,44132517
VO:0017979,"0.5 ML diphtheria toxoid vaccine, inactivated 0.03 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension [Meningitec] by Nuron Biotech",44132885
VO:0017980,"0.5 ML diphtheria toxoid vaccine, inactivated 0.05 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension [Menjugate] by Glaxosmithkline",44132738
VO:0017981,0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.02 MG/ML Prefilled Syringe [ActHIB] Box of 1 by Sanofi,43176027
VO:0017982,0.5 ML Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension [Meningitec] Box of 1 by Nuron Biotech,43165028
VO:0017983,0.6 ML Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML Injectable Suspension [Menjugate] Box of 1 by Glaxosmithkline,43186964
VO:0017984,meningococcal group A polysaccharide 0.5 MG / meningococcal group C polysaccharide 0.5 MG / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 0.5 MG / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 0.5 MG Injectable Solution by Sanofi,44050095
VO:0017985,meningococcal group A polysaccharide 0.5 MG / meningococcal group C polysaccharide 0.5 MG Injectable Solution by Aventis,44088674
VO:0017986,meningococcal group A polysaccharide 2.5 MG / meningococcal group C polysaccharide 2.5 MG / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 2.5 MG / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 2.5 MG Injectable Solution by Aventis,44036973
VO:0017987,"0.5 ML poliomyelitis virus type 1 brunhilde 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML Injectable Solution",43828097
VO:0017988,"0.5 ML poliomyelitis virus type 1 brunhilde 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML Injectable Solution [Poliovaccine Ssi]",43738110
VO:0017989,"0.5 ML poliomyelitis virus type 1 brunhilde 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML Injectable Solution [Poliovaccine Ssi] by Statens Serum Institut",43666365
VO:0017990,"0.5 ML poliovirus vaccine inactivated, type 1 (Mahoney) 2000000 CELLS/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 200000 CELLS/ML / poliovirus vaccine inactivated, type 3 (Saukett) 600000 CELLS/ML Injectable Suspension",43612108
VO:0017991,"0.5 ML poliovirus vaccine inactivated, type 1 (Mahoney) 2000000 CELLS/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 200000 CELLS/ML / poliovirus vaccine inactivated, type 3 (Saukett) 600000 CELLS/ML Injectable Suspension [Polio Sabin-S]",43630214
VO:0017992,"0.5 ML poliovirus vaccine inactivated, type 1 (Mahoney) 40 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 8 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 32 UNT/ML Injectable Solution",589165
VO:0017993,"0.5 ML poliovirus vaccine inactivated, type 1 (Mahoney) 40 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 8 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 32 UNT/ML Injectable Solution [Ipol]",43281223
VO:0017994,"0.5 ML poliovirus vaccine inactivated, type 1 (Mahoney) 40 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 8 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 32 UNT/ML Injectable Solution [Ipol] Box of 10",43297436
VO:0017995,"0.5 ML poliovirus vaccine inactivated, type 1 (Mahoney) 40 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 8 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 32 UNT/ML Injectable Solution Box of 10",586586
VO:0017996,"0.5 ML poliovirus vaccine inactivated, type 1 (Mahoney) 40 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 8 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 32 UNT/ML Injection",43264840
VO:0017997,"0.5 ML poliovirus vaccine inactivated, type 1 (Mahoney) 40 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 8 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 32 UNT/ML Injection Box of 10",43270321
VO:0017998,"0.5 ML poliovirus vaccine inactivated, type 1 (Mahoney) 40 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 8 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 32 UNT/ML Injection Box of 10 by Saudi",43297435
VO:0017999,"0.5 ML poliovirus vaccine inactivated, type 1 (Mahoney) 40 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 8 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 32 UNT/ML Injection by Saudi",43292056
VO:0018000,"0.5 ML poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML Injectable Solution",44132743
VO:0018001,"0.5 ML poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML Injectable Solution Box of 5",44132842
VO:0018002,"0.5 ML poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML Injectable Solution Box of 5 by Sanofi",44132635
VO:0018003,"acellular pertussis vaccine, inactivated / Bordetella pertussis / diphtheria toxoid vaccine, inactivated / Pertussis Vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) Injection",36884659
VO:0018004,"acellular pertussis vaccine, inactivated / Bordetella pertussis / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) Injection",36882751
VO:0018005,"acellular pertussis vaccine, inactivated / Bordetella pertussis / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) Injection [Adacel]",43258514
VO:0018006,"acellular pertussis vaccine, inactivated / Bordetella pertussis / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) Injection [Boostrix]",43296520
VO:0018007,"acellular pertussis vaccine, inactivated / Bordetella pertussis / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) Injection [Quadracel]",43291121
VO:0018008,Human poliovirus 160 BAU/ML,36261502
VO:0018009,"Poliomyelitis Virus Type 1 (Sabin Strain (Ls-C, 2ab)) Live Attenuated Oral Vaccine",36879031
VO:0018010,"Poliomyelitis Virus Type 1 (Sabin Strain (Ls-C, 2ab)) Live Attenuated Oral Vaccine 1000000 UNT",43285776
VO:0018011,poliomyelitis virus type 1 brunhilde,36879187
VO:0018012,"poliomyelitis virus type 1 brunhilde / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) Injectable Solution",43840989
VO:0018013,"poliomyelitis virus type 1 brunhilde / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) Injectable Solution [Poliovaccine Ssi]",43588861
VO:0018014,poliomyelitis virus type 1 brunhilde 80 UNT/ML,43804917
VO:0018015,"poliomyelitis virus type 1 brunhilde 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML [Poliovaccine Ssi]",43859108
VO:0018016,"poliomyelitis virus type 1 brunhilde 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML Injectable Solution",43859109
VO:0018017,"poliomyelitis virus type 1 brunhilde 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML Injectable Solution [Poliovaccine Ssi]",43624799
VO:0018018,"Poliomyelitis Virus Type 2 (Sabin Strain (P712, Ch, 2ab)) Live Attenuated Oral Vaccine",36878872
VO:0018019,"Poliomyelitis Virus Type 2 (Sabin Strain (P712, Ch, 2ab)) Live Attenuated Oral Vaccine 100000 UNT",43258539
VO:0018020,Poliomyelitis Virus Type 3 (Sabin Strain (Leon 12a1b)) Live Attenuated Oral Vaccine,36878873
VO:0018021,Poliomyelitis Virus Type 3 (Sabin Strain (Leon 12a1b)) Live Attenuated Oral Vaccine 600000 UNT,43274982
VO:0018022,"poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) Injection",36889507
VO:0018023,"poliovirus vaccine inactivated, type 1 (Mahoney) 1000000 CELLS",43697113
VO:0018024,"poliovirus vaccine inactivated, type 1 (Mahoney) 1000000 CELLS / poliovirus vaccine inactivated, type 2 (MEF-1) 100000 CELLS / poliovirus vaccine inactivated, type 3 (Saukett) 300000 CELLS [Polio Sabin-Rit Multi]",43679266
VO:0018025,"poliovirus vaccine inactivated, type 1 (Mahoney) 1000000 CELLS / poliovirus vaccine inactivated, type 2 (MEF-1) 100000 CELLS / poliovirus vaccine inactivated, type 3 (Saukett) 300000 CELLS Injectable Suspension",43751008
